PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Agps,"Alkyldihydroxyacetonephosphate synthase, peroxisomal;Alkyldihydroxyacetonephosphate synthase, peroxisomal",A2AL50;Q8C0I1,A2AL50_MOUSE;ADAS_MOUSE,";nucleolus,mitochondrion,peroxisome,peroxisomal membrane,membrane",";lipid biosynthetic process,ether lipid biosynthetic process,oxidation-reduction process",";alkylglycerone-phosphate synthase activity,oxidoreductase activity, acting on CH-OH group of donors,FAD binding",8.375386217044666E-31,21,19,20,20,20,20,20,Filtered,21,19,20,20,20,20,20,Filtered,85.62439727783203,53.776248931884766,115.89335632324219,48.96888732910156,82.33885192871094,46.408687591552734,90.04751586914062,Filtered
Asph,Aspartyl/asparaginyl beta-hydroxylase,A2AL85;Q8BSY0;Q8CBM2,A2AL85_MOUSE;ASPH_MOUSE;Q8CBM2_MOUSE,";cytoplasm,endoplasmic reticulum,plasma membrane,integral component of membrane,integral component of endoplasmic reticulum membrane,cortical endoplasmic reticulum,sarcoplasmic reticulum membrane;",";pattern specification process,negative regulation of cell proliferation,positive regulation of calcium ion transport into cytosol,regulation of inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity,regulation of protein stability,activation of store-operated calcium channel activity,response to ATP,limb morphogenesis,peptidyl-aspartic acid hydroxylation,positive regulation of proteolysis,positive regulation of transcription, DNA-templated,oxidation-reduction process,palate development,face morphogenesis,calcium ion transmembrane transport,cellular response to calcium ion,positive regulation of intracellular protein transport,activation of cysteine-type endopeptidase activity,regulation of protein depolymerization;",";peptide-aspartate beta-dioxygenase activity,calcium ion binding,protein binding;",5.485352188528595E-18,7,8,5,7,7,8,5,Filtered,7,8,5,7,7,8,5,Filtered,19.314563751220703,15.847996711730957,16.019237518310547,31.960599899291992,8.941298484802246,24.206106185913086,18.314311981201172,Filtered
Dnajc8,DnaJ homolog subfamily C member 8;DnaJ homolog subfamily C member 8 (Fragment);DnaJ homolog subfamily C member 8,A2ALF0;F6TQL3;Q6NZB0,A2ALF0_MOUSE;F6TQL3_MOUSE;DNJC8_MOUSE,";;nucleus,nucleoplasm,cytosol,intercellular bridge",;;,;;Hsp70 protein binding,6.523597353493822E-31,3,4,4,4,4,4,4,Filtered,3,4,4,4,4,4,4,Filtered,6.291351795196533,16.78598403930664,7.169445037841797,22.4625186920166,8.876708984375,15.864452362060547,8.693952560424805,Filtered
Ubr4,E3 ubiquitin-protein ligase UBR4;Isoform 3 of E3 ubiquitin-protein ligase UBR4;Isoform 5 of E3 ubiquitin-protein ligase UBR4,A2AN08;A2AN08-3;A2AN08-5,UBR4_MOUSE,"nucleoplasm,centrosome,cytosol,membrane,integral component of membrane;;",protein ubiquitination involved in ubiquitin-dependent protein catabolic process;;,"ubiquitin-protein transferase activity,protein binding,calmodulin binding,zinc ion binding;;",0.0007509232912025859,1,6,3,8,Filtered,7,4,Filtered,1,6,3,8,Filtered,7,4,Filtered,4.8990864753723145,19.404367446899414,8.758437156677246,10.428434371948242,Filtered,12.584683418273926,7.205410957336426,Filtered
Uck1,Uridine kinase;Uridine-cytidine kinase 1,A2AN37;P52623,A2AN37_MOUSE;UCK1_MOUSE,;cytosol,";pyrimidine nucleobase metabolic process,phosphorylation,pyrimidine nucleoside salvage,UMP salvage,CTP salvage",";uridine kinase activity,ATP binding,nucleoside kinase activity",2.19691800551015E-05,5,5,5,4,5,5,5,Filtered,5,5,5,4,5,5,5,Filtered,15.63912296295166,14.336663246154785,19.933887481689453,11.839703559875488,12.728120803833008,17.17418098449707,14.81887149810791,Filtered
Ndufb6,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,A2AP32;Q3UIU2,A2AP32_MOUSE;NDUB6_MOUSE,";nucleoplasm,mitochondrion,mitochondrial respiratory chain complex I,integral component of membrane,mitochondrial membrane",";mitochondrial respiratory chain complex I assembly,mitochondrial ATP synthesis coupled electron transport",;,3.3639015631328578E-16,7,7,7,7,7,7,7,Filtered,7,7,7,7,7,7,7,Filtered,73.35556030273438,57.32162857055664,104.18541717529297,53.20217514038086,72.92064666748047,29.618324279785156,63.33523941040039,Filtered
Hmgb3,High mobility group protein B3 (Fragment);High mobility group protein B3,A2AP78;O54879,A2AP78_MOUSE;HMGB3_MOUSE,";nucleus,chromosome,cytoplasm",";transcription, DNA-templated,regulation of transcription, DNA-templated,DNA geometric change,innate immune response,negative regulation of B cell differentiation,negative regulation of myeloid cell differentiation",";four-way junction DNA binding,DNA binding,RNA binding,DNA binding, bending",1.289152333232129E-14,3,5,4,4,5,5,4,Filtered,3,5,4,4,5,5,4,Filtered,24.962984085083008,87.2110824584961,15.66674518585205,55.66533279418945,20.823698043823242,57.79023361206055,19.717111587524414,Filtered
Akap2;Pakap;Akap2;Akap2;Akap2;Akap2;Akap2,A-kinase anchor protein 2;Protein Pakap (Fragment);A-kinase anchor protein 2;Isoform 2 of A-kinase anchor protein 2;Isoform 3 of A-kinase anchor protein 2;Isoform 4 of A-kinase anchor protein 2;Isoform 5 of A-kinase anchor protein 2,A2API8;F7AA26;O54931;O54931-2;O54931-3;O54931-4;O54931-5,A2API8_MOUSE;F7AA26_MOUSE;AKAP2_MOUSE;AKAP2_MOUSE;AKAP2_MOUSE;AKAP2_MOUSE;AKAP2_MOUSE,;;;;;;,";;actin filament organization,transmembrane receptor protein serine/threonine kinase signaling pathway,protein localization;;;;",;;protein kinase A binding;;;;,3.1443549805786176E-14,10,10,10,8,10,10,9,Filtered,10,10,10,8,10,10,9,Filtered,14.267529487609863,13.166495323181152,15.52013874053955,14.3159818649292,18.784265518188477,22.17374610900879,10.713541030883789,Filtered
Cd44,CD44 antigen;CD44 antigen;CD44 antigen;CD44 antigen;CD44 antigen;CD44 antigen;CD44 antigen;Isoform 8 of CD44 antigen;Isoform 9 of CD44 antigen;Isoform 13 of CD44 antigen;Isoform 12 of CD44 antigen;Isoform 4 of CD44 antigen;Isoform 6 of CD44 antigen;Isoform 7 of CD44 antigen;Isoform 2 of CD44 antigen;Isoform 3 of CD44 antigen;Isoform 5 of CD44 antigen;CD44 antigen;CD44 antigen,A2APM1;A2APM2;A2APM3;A2APM4;A2APM5;E9QKM8;P15379;P15379-10;P15379-11;P15379-2;P15379-3;P15379-4;P15379-5;P15379-6;P15379-7;P15379-8;P15379-9;Q3U8S1;Q80X37,A2APM1_MOUSE;A2APM2_MOUSE;A2APM3_MOUSE;A2APM4_MOUSE;A2APM5_MOUSE;E9QKM8_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;CD44_MOUSE;Q3U8S1_MOUSE;Q80X37_MOUSE,";;;;;;Golgi apparatus,cytosol,plasma membrane,focal adhesion,external side of plasma membrane,cell surface,integral component of membrane,basolateral plasma membrane,apical plasma membrane,lamellipodium membrane,macrophage migration inhibitory factor receptor complex,cell projection,extracellular exosome;;;;;;;;;;;;",";;;;;;branching involved in ureteric bud morphogenesis,wound healing involved in inflammatory response,positive regulation of adaptive immune response,negative regulation of mature B cell apoptotic process,cell adhesion,positive regulation of gene expression,Wnt signaling pathway,cytokine-mediated signaling pathway,hyaluronan catabolic process,positive regulation of peptidyl-serine phosphorylation,positive regulation of kinase activity,positive regulation of heterotypic cell-cell adhesion,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of DNA damage response, signal transduction by p53 class mediator,wound healing, spreading of cells,cellular response to fibroblast growth factor stimulus,negative regulation of regulatory T cell differentiation,negative regulation of inflammatory response,positive regulation of peptidyl-tyrosine phosphorylation,branching involved in prostate gland morphogenesis,positive regulation of ERK1 and ERK2 cascade,monocyte aggregation,positive regulation of monocyte aggregation,negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,regulation of lamellipodium morphogenesis,negative regulation of CD4-positive, alpha-beta T cell proliferation;;;;;;;;;;;;",";;;;;;type II transforming growth factor beta receptor binding,protein binding,hyaluronic acid binding,cytokine receptor activity,cytokine binding;;;;;;;;;;;;",0.00033853175120304366,2,3,2,3,1,2,3,Filtered,2,3,2,3,1,2,3,Filtered,7.8672027587890625,17.36456871032715,5.198867321014404,14.02525520324707,9.69510269165039,11.312654495239258,10.615545272827148,Filtered
Klhdc7a,Kelch domain-containing protein 7A,A2APT9,KLD7A_MOUSE,"integral component of membrane,Cul3-RING ubiquitin ligase complex",protein ubiquitination,ubiquitin-protein transferase activity,9.286343959177423E-06,2,2,2,1,1,1,2,Filtered,2,2,2,1,1,1,2,Filtered,9.165246963500977,1.3892755508422852,1.9789882898330688,11.256340980529785,7.813852310180664,6.903376579284668,1.4715609550476074,Filtered
Rtf1,RNA polymerase-associated protein RTF1 homolog,A2AQ19,RTF1_MOUSE,"nucleolus,Cdc73/Paf1 complex","negative regulation of transcription from RNA polymerase II promoter,endodermal cell fate commitment,blastocyst growth,transcription elongation from RNA polymerase II promoter,Wnt signaling pathway,stem cell population maintenance,positive regulation of transcription elongation from RNA polymerase II promoter,positive regulation of transcription from RNA polymerase II promoter,positive regulation of histone H3-K4 methylation,histone H3-K4 trimethylation","transcription factor activity, RNA polymerase II transcription factor binding,single-stranded DNA binding,RNA binding,RNA polymerase II C-terminal domain phosphoserine binding",0.0028540948851804504,1,Filtered,Filtered,1,1,1,Filtered,Filtered,0,Filtered,Filtered,1,0,1,Filtered,Filtered,NaN,Filtered,Filtered,2.0377681255340576,NaN,1,Filtered,Filtered
Slc12a1,Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Isoform B of Solute carrier family 12 member 1;Isoform F of Solute carrier family 12 member 1,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,A2AQ50_MOUSE;A2AQ51_MOUSE;A2AQ52_MOUSE;S12A1_MOUSE;S12A1_MOUSE;S12A1_MOUSE,";;;integral component of membrane,apical plasma membrane,extracellular exosome;;",";;;kidney development,potassium ion transport,sodium ion transport,excretion,chemical homeostasis,positive regulation of calcineurin-NFAT signaling cascade,cellular hyperosmotic salinity response,chloride transmembrane transport;;",";;;protein binding,sodium:potassium:chloride symporter activity;;",1.5085105437869804E-36,34,24,35,27,35,21,32,Filtered,34,24,35,27,35,21,32,Filtered,274.0516052246094,71.91490173339844,272.5028991699219,92.81906127929688,263.7680969238281,31.211790084838867,192.24014282226562,Filtered
Ganc,Neutral alpha-glucosidase C,A2AQJ8;Q8BVW0,A2AQJ8_MOUSE;GANC_MOUSE,;cellular_component,";maltose metabolic process,glucose metabolic process",";alpha-1,4-glucosidase activity,carbohydrate binding,maltose alpha-glucosidase activity",0.0042901661089636695,1,2,1,Filtered,1,2,1,Filtered,0,2,0,Filtered,0,2,1,Filtered,NaN,1,NaN,Filtered,NaN,0.6533167958259583,2.5962073802948,Filtered
Acss2,"Acetyl-coenzyme A synthetase, cytoplasmic;Acetyl-coenzyme A synthetase, cytoplasmic;Acetyl-coenzyme A synthetase, cytoplasmic",A2AQN4;A2AQN5;Q9QXG4,A2AQN4_MOUSE;A2AQN5_MOUSE;ACSA_MOUSE,";;nucleoplasm,cytoplasm,cytosol,intracellular membrane-bounded organelle",";;acetyl-CoA biosynthetic process,lipid biosynthetic process,acetate biosynthetic process,acetyl-CoA biosynthetic process from acetate,propionate biosynthetic process",";;acetate-CoA ligase activity,ATP binding,AMP binding",4.803375077109381E-16,15,16,16,12,16,13,17,Filtered,15,16,16,12,16,13,17,Filtered,97.41007232666016,85.7525634765625,98.48280334472656,39.446632385253906,103.15815734863281,76.68941497802734,88.61520385742188,Filtered
Gpd2,"Glycerol-3-phosphate dehydrogenase;Glycerol-3-phosphate dehydrogenase, mitochondrial",A2AQR0;Q64521,A2AQR0_MOUSE;GPDM_MOUSE,";mitochondrion,mitochondrial inner membrane,glycerol-3-phosphate dehydrogenase complex",";glycerol-3-phosphate metabolic process,gluconeogenesis,glycerol catabolic process,multicellular organism growth,camera-type eye development,oxidation-reduction process",";calcium ion binding,sn-glycerol-3-phosphate:ubiquinone-8 oxidoreductase activity",1.2079344061864694E-27,34,34,35,36,35,31,33,Filtered,34,34,35,36,35,31,33,Filtered,126.01789855957031,85.08602142333984,138.2570037841797,156.715087890625,130.64004516601562,78.33453369140625,97.36848449707031,Filtered
Kyat1,Kynurenine--oxoglutarate transaminase 1,A2AQY8;Q8BTY1,A2AQY8_MOUSE;KAT1_MOUSE,";nucleoplasm,cytosol",";cellular modified amino acid metabolic process,biosynthetic process,kynurenine metabolic process,L-kynurenine catabolic process",";kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,L-phenylalanine:pyruvate aminotransferase activity,glutamine-phenylpyruvate transaminase activity,cysteine-S-conjugate beta-lyase activity,L-glutamine:pyruvate aminotransferase activity",3.6646271887724647E-16,6,7,7,6,7,5,6,Filtered,6,7,7,6,7,5,6,Filtered,48.7344970703125,30.891809463500977,49.50791549682617,9.854731559753418,46.71213150024414,28.516807556152344,54.920982360839844,Filtered
Phyhd1,Phytanoyl-CoA dioxygenase domain-containing protein 1 (Fragment);Phytanoyl-CoA dioxygenase domain-containing protein 1;Phytanoyl-CoA dioxygenase domain-containing protein 1,A2AQZ5;A2AQZ7;Q9DB26,A2AQZ5_MOUSE;A2AQZ7_MOUSE;PHYD1_MOUSE,;;cellular_component,";;biological_process,oxidation-reduction process",";;molecular_function,metal ion binding,dioxygenase activity",8.45340198064505E-06,3,3,3,2,3,3,3,Filtered,3,3,3,2,3,3,3,Filtered,48.13541030883789,44.5046501159668,70.76939392089844,17.087631225585938,72.30538940429688,37.7928581237793,34.231868743896484,Filtered
Ppig,Peptidyl-prolyl cis-trans isomerase G,A2AR02,PPIG_MOUSE,"cytosol,nuclear matrix,nuclear speck","protein peptidyl-prolyl isomerization,protein folding","RNA binding,peptidyl-prolyl cis-trans isomerase activity",8.996518234298888E-09,2,2,Filtered,1,Filtered,2,Filtered,Filtered,2,2,Filtered,1,Filtered,2,Filtered,Filtered,5.761879920959473,8.114221572875977,Filtered,13.427515029907227,Filtered,4.2376298904418945,Filtered,Filtered
Tmx4,Thioredoxin-related transmembrane protein 4,A2ARI0;Q8C0L0,A2ARI0_MOUSE;TMX4_MOUSE,";endoplasmic reticulum,integral component of membrane",";protein folding,response to endoplasmic reticulum stress,cell redox homeostasis,oxidation-reduction process",;protein disulfide isomerase activity,2.1409314226523587E-07,2,2,2,2,2,2,2,Filtered,2,2,2,2,2,2,2,Filtered,272.4106750488281,27.55410385131836,280.56549072265625,129.7426300048828,82.70330047607422,105.03227233886719,143.65086364746094,Filtered
Lrp2,Low-density lipoprotein receptor-related protein 2,A2ARV4,LRP2_MOUSE,"lysosomal membrane,endosome,endoplasmic reticulum,Golgi apparatus,brush border,clathrin-coated pit,external side of plasma membrane,membrane,integral component of membrane,apical plasma membrane,endocytic vesicle,axon,dendrite,brush border membrane,receptor complex,apical part of cell,extracellular exosome","neural tube closure,secondary heart field specification,outflow tract septum morphogenesis,ventricular compact myocardium morphogenesis,ventricular septum development,vitamin metabolic process,receptor-mediated endocytosis,heart development,sensory perception of sound,cell proliferation,male gonad development,metal ion transport,negative regulation of BMP signaling pathway,forebrain development,aorta development,positive regulation of neurogenesis,vagina development,coronary vasculature development,coronary artery morphogenesis,pulmonary artery morphogenesis,positive regulation of oligodendrocyte progenitor proliferation,Requires Ontology,folic acid import into cell","receptor activity,calcium ion binding,protein binding,drug binding,SH3 domain binding,steroid hormone receptor binding,chaperone binding",2.561658070303024E-31,185,177,186,180,190,187,190,1,185,177,186,180,190,187,190,1,619.2000732421875,449.9878845214844,684.4721069335938,621.6871337890625,641.2642211914062,408.7387390136719,666.6494750976562,114.2129898071289
Pkp4,Plakophilin-4 (Fragment);Plakophilin-4;Plakophilin-4;Isoform 2 of Plakophilin-4,A2AS44;A2AS45;Q68FH0;Q68FH0-2,A2AS44_MOUSE;A2AS45_MOUSE;PKP4_MOUSE;PKP4_MOUSE,";;spindle pole,cytoplasm,cytoskeleton,plasma membrane,cell-cell junction,cytoplasmic side of plasma membrane,postsynaptic density,cell junction,desmosome,midbody,perinuclear region of cytoplasm,spindle midzone,mitotic spindle,cell-cell contact zone;",";;cell-cell junction assembly,cell adhesion,positive regulation of cytokinesis,positive regulation of GTPase activity;",;;;,0.0004210112800791866,1,1,1,Filtered,2,1,1,Filtered,1,1,1,Filtered,2,1,1,Filtered,6.004751205444336,3.0654947757720947,1.5503250360488892,Filtered,4.461397647857666,2.862039089202881,2.9652955532073975,Filtered
Nckap1,Nck-associated protein 1;Nck-associated protein 1;Isoform 2 of Nck-associated protein 1,A2AS98;P28660;P28660-2,A2AS98_MOUSE;NCKP1_MOUSE;NCKP1_MOUSE,";ruffle,focal adhesion,integral component of membrane,lamellipodium,SCAR complex,lamellipodium membrane,filamentous actin,extracellular exosome;",";in utero embryonic development,somitogenesis,neural tube closure,zygotic determination of anterior/posterior axis, embryo,endoderm development,mesodermal cell migration,embryonic body morphogenesis,positive regulation of lamellipodium assembly,Rac protein signal transduction,lamellipodium assembly,positive regulation of actin filament polymerization,notochord development,establishment or maintenance of actin cytoskeleton polarity,regulation of protein localization,embryonic heart tube development,cell migration involved in gastrulation,basal protein localization,apical protein localization,paraxial mesoderm development,paraxial mesoderm morphogenesis,notochord morphogenesis,embryonic foregut morphogenesis,protein stabilization,positive regulation of Arp2/3 complex-mediated actin nucleation;",";protein binding,protein complex binding,Rac GTPase binding;",9.506927900042217E-19,5,5,4,5,4,5,5,Filtered,5,5,4,5,4,5,5,Filtered,38.72852325439453,26.075952529907227,28.457155227661133,35.13360595703125,16.525049209594727,35.324039459228516,24.089786529541016,Filtered
Gorasp2,"Golgi reassembly stacking protein 2, isoform CRA_d;Golgi reassembly-stacking protein 2",A2ATI9;Q99JX3,A2ATI9_MOUSE;GORS2_MOUSE,";Golgi membrane,Golgi apparatus",";organelle organization,Golgi organization",;molecular_function,1.5490365732802095E-14,4,5,4,5,5,4,4,Filtered,4,5,4,5,5,4,4,Filtered,9.285693168640137,5.742328643798828,12.759778022766113,17.70792579650879,7.742246150970459,11.563602447509766,8.361215591430664,Filtered
