PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
1.42E-46,Atox1,Copper transport protein ATOX1,O08997,ATOX1_MOUSE,"cytoplasm,cytosol","copper ion transport,cellular copper ion homeostasis,response to oxidative stress,intracellular copper ion transport,cellular response to oxidative stress,copper ion transmembrane transport","copper ion transmembrane transporter activity,copper ion binding,copper chaperone activity,copper-dependent protein binding,ATPase binding",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,844.7940674,1242.959351,757.2992554,639.9996338,818.8240967,841.7156372,1281.887329,1224.112793
2.77E-31,Napsa,Napsin-A,O09043,NAPSA_MOUSE,"extracellular space,lysosome,extracellular exosome,alveolar lamellar body","autophagy,protein catabolic process,membrane protein proteolysis,surfactant homeostasis","endopeptidase activity,aspartic-type endopeptidase activity,protein binding,peptidase activity",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,690.9245605,1157.378052,509.9108887,215.2048187,750.293457,489.2244263,957.2905273,888.5264893
2.71E-28,Reg3g,Regenerating islet-derived protein 3-gamma,O09049,REG3G_MOUSE,"extracellular region,secretory granule,other organism cell","MyD88-dependent toll-like receptor signaling pathway,acute-phase response,positive regulation of keratinocyte proliferation,cell wall disruption in other organism,negative regulation of keratinocyte differentiation,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,cytolysis in other organism,Requires Ontology,positive regulation of wound healing","peptidoglycan binding,oligosaccharide binding",2,0,0,3,3,4,5,2,5,5,5,5,5,5,5,5,7.890771866,5.023815632,5.331014156,7.937389851,8.344059944,25.71370697,127.3360214,7.402194023
4.96E-44,Psmb1,Proteasome subunit beta type-1,O09061,PSB1_MOUSE,"proteasome complex,nucleus,cytosol,proteasome core complex,proteasome core complex, beta-subunit complex,extracellular exosome",proteolysis involved in cellular protein catabolic process,threonine-type endopeptidase activity,8,6,8,8,8,7,8,8,8,8,8,8,8,8,8,8,191.0853424,404.243103,247.913208,457.5637207,230.0246124,193.7460632,475.4725647,339.3771973
3.45E-27,Ndufb11,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",O09111,NDUBB_MOUSE,"mitochondrion,mitochondrial respiratory chain complex I,integral component of membrane","mitochondrial respiratory chain complex I assembly,oxidation-reduction process",molecular_function,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,742.5441895,260.7597351,865.2987671,235.9705505,667.7562256,593.5901489,152.4319763,275.6577148
1.66E-10,Ptgds,Prostaglandin-H2 D-isomerase,O09114,PTGDS_MOUSE,"extracellular region,extracellular space,rough endoplasmic reticulum,Golgi apparatus,nuclear membrane,perinuclear region of cytoplasm,extracellular exosome","prostaglandin biosynthetic process,transport,regulation of circadian sleep/wake cycle, sleep,response to glucocorticoid,negative regulation of male germ cell proliferation","prostaglandin-D synthase activity,transporter activity,retinoid binding,fatty acid binding",1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,14.01895237,98.20293427,24.17733574,5.013639927,5.368023396,16.98465729,50.3727417,55.83250046
5.85E-36,Gsto1,Glutathione S-transferase omega-1,O09131,GSTO1_MOUSE,"cytoplasm,cytosol,extracellular exosome","glutathione metabolic process,toxin catabolic process,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,L-ascorbic acid metabolic process,xenobiotic catabolic process,oxidation-reduction process,negative regulation of ryanodine-sensitive calcium-release channel activity,positive regulation of ryanodine-sensitive calcium-release channel activity,cellular response to arsenic-containing substance,cellular oxidant detoxification","glutathione transferase activity,oxidoreductase activity,glutathione dehydrogenase (ascorbate) activity,methylarsonate reductase activity",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,94.88119507,304.2350464,71.14404297,311.534729,101.2103043,102.8270493,342.9872131,237.7819061
1.54E-31,Man2b1,Lysosomal alpha-mannosidase,O09159,MA2B1_MOUSE,"extracellular space,lysosome,extracellular exosome","mannose metabolic process,cellular protein modification process,protein deglycosylation,learning or memory","alpha-mannosidase activity,mannose binding,metal ion binding",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,13.21611214,21.94203758,11.66988564,40.23058701,6.524626255,14.09134293,27.34124374,31.52999496
9.06E-47,Sod3,Extracellular superoxide dismutase [Cu-Zn],O09164,SODE_MOUSE,"extracellular space,nucleus,cytoplasm,Golgi lumen,extracellular matrix,extracellular exosome","response to hypoxia,removal of superoxide radicals,cellular response to oxidative stress,response to copper ion,oxidation-reduction process","superoxide dismutase activity,copper ion binding,protein binding,zinc ion binding",4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,29.49497795,53.75032043,30.61929131,18.4795742,40.71022797,33.60419846,45.44312286,59.46685791
2.70E-49,Rpl21,60S ribosomal protein L21,O09167;Q9CQM8,RL21_MOUSE;Q9CQM8_MOUSE,"membrane,cytosolic large ribosomal subunit;",translation;,"RNA binding,structural constituent of ribosome,protein binding;",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,183.2518921,258.3445435,159.9408875,384.8192139,132.1600037,170.9746857,300.3830872,271.6013489
5.55E-55,Gclm,Glutamate--cysteine ligase regulatory subunit,O09172,GSH0_MOUSE,glutamate-cysteine ligase complex,"cysteine metabolic process,glutamate metabolic process,glutathione metabolic process,glutathione biosynthetic process,response to oxidative stress,aging,response to nutrient,apoptotic mitochondrial changes,response to activity,positive regulation of glutamate-cysteine ligase activity,cellular response to hepatocyte growth factor stimulus,hepatic stellate cell activation,response to drug,negative regulation of neuron apoptotic process,cellular response to fibroblast growth factor stimulus,response to human chorionic gonadotropin,regulation of blood vessel size,response to nitrosative stress,regulation of mitochondrial depolarization,cellular response to glucose stimulus,cellular response to follicle-stimulating hormone stimulus,cellular response to thyroxine stimulus,cellular response to leukemia inhibitory factor,negative regulation of extrinsic apoptotic signaling pathway","enzyme regulator activity,glutamate-cysteine ligase catalytic subunit binding,protein heterodimerization activity,glutamate-cysteine ligase activity",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,271.3527222,249.3370514,258.393219,119.4421234,237.9822998,246.2115326,218.534668,201.735321
5.03E-64,Hgd,"Homogentisate 1,2-dioxygenase",O09173,HGD_MOUSE,extracellular exosome,"cellular amino acid metabolic process,L-phenylalanine catabolic process,tyrosine catabolic process,oxidation-reduction process","homogentisate 1,2-dioxygenase activity,identical protein binding,metal ion binding",18,17,18,15,18,18,18,18,18,18,18,18,18,18,18,18,573.710083,300.5880737,587.9352417,76.4209137,612.6014404,601.4492188,188.7310944,313.0719604
5.27E-54,Amacr,Alpha-methylacyl-CoA racemase,O09174,AMACR_MOUSE,"cytoplasm,mitochondrion,peroxisome,plasma membrane,intracellular membrane-bounded organelle","fatty acid metabolic process,bile acid biosynthetic process,bile acid metabolic process,isoprenoid catabolic process","receptor binding,alpha-methylacyl-CoA racemase activity",16,15,16,15,16,16,15,17,17,17,17,17,17,17,17,17,1565.984985,464.1065369,1631.64563,225.9552612,1463.408081,1632.435303,280.6783447,466.4251099
9.02E-12,Scarb2,Lysosome membrane protein 2,O35114,SCRB2_MOUSE,"lysosomal membrane,focal adhesion,membrane,integral component of membrane,lysosomal lumen,extracellular exosome","protein targeting to lysosome,positive regulation of neuron projection development,regulation of glucosylceramidase activity","receptor activity,enzyme binding",3,3,2,3,1,2,3,3,3,3,3,3,3,3,3,3,23.20888329,66.23316193,12.15500546,117.327652,6.437140465,14.80327606,109.3989792,78.2225647
2.11E-57,Phb2,Prohibitin-2,O35129,PHB2_MOUSE,"nucleus,cytoplasm,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,cell surface,nuclear matrix,axon,protein complex,extracellular exosome,cell periphery","protein import into nucleus, translocation,transcription, DNA-templated,mitochondrion organization,sister chromatid cohesion,response to wounding,positive regulation of exit from mitosis,negative regulation of intracellular estrogen receptor signaling pathway,negative regulation of mammary gland epithelial cell proliferation,negative regulation of apoptotic process,negative regulation of sequence-specific DNA binding transcription factor activity,negative regulation of transcription, DNA-templated,protein stabilization,positive regulation of sequence-specific DNA binding transcription factor activity,mammary gland branching involved in thelarche,mammary gland alveolus development,regulation of branching involved in mammary gland duct morphogenesis,positive regulation of ERK1 and ERK2 cascade,cellular response to retinoic acid,cellular response to hypoxia,positive regulation of cell cycle G1/S phase transition","protein binding,protein C-terminus binding,amide binding,protein N-terminus binding",17,16,17,16,17,17,16,16,17,17,17,17,17,17,17,17,941.4058228,614.6015625,997.7303467,1911.833252,996.0759277,959.3588257,530.5938721,725.4891357
8.19E-51,Ddt,D-dopachrome decarboxylase,O35215,DOPD_MOUSE,"extracellular space,cytoplasm,extracellular exosome","negative regulation of macrophage chemotaxis,positive regulation of tumor necrosis factor production,melanin biosynthetic process,positive regulation of inflammatory response,positive regulation of ERK1 and ERK2 cascade","protease binding,cytokine receptor binding,D-dopachrome decarboxylase activity,phenylpyruvate tautomerase activity",3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,997.8471069,515.6439819,1010.782227,73.18071747,853.3620605,663.934082,375.1430054,294.5266724
1.56E-53,Psmd4,26S proteasome non-ATPase regulatory subunit 4;Isoform Rpn10B of 26S proteasome non-ATPase regulatory subunit 4,O35226;O35226-2,PSMD4_MOUSE,"proteasome complex,nucleus,nucleoplasm,cytosol,proteasome regulatory particle, base subcomplex,proteasome accessory complex;","proteasome-mediated ubiquitin-dependent protein catabolic process,proteasome assembly;","RNA binding,transcription factor binding,polyubiquitin binding,identical protein binding;",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,59.21831894,109.0887756,61.22809601,79.77669525,48.7758522,55.4911232,89.86573029,79.19161224
5.77E-47,Dhx15,Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15;DEAH (Asp-Glu-Ala-His) box polypeptide 15,O35286;Q497W9,DHX15_MOUSE;Q497W9_MOUSE,"spliceosomal complex,U12-type spliceosomal complex,nucleolus,cytoplasm,nuclear speck,U2-type post-mRNA release spliceosomal complex;","mRNA splicing, via spliceosome,response to toxic substance,response to alkaloid;","RNA binding,double-stranded RNA binding,ATP-dependent RNA helicase activity,protein binding,ATP binding;",7,9,8,9,8,8,9,9,9,9,9,9,9,9,9,9,34.73696518,84.98654938,36.55430222,168.0862122,35.5684166,48.05673599,143.9598389,151.3573761
1.54E-43,Purb,Transcriptional activator protein Pur-beta,O35295,PURB_MOUSE,"nucleus,DNA replication factor A complex","negative regulation of transcription from RNA polymerase II promoter,DNA unwinding involved in DNA replication,transcription, DNA-templated,apoptotic process,cell proliferation,cell differentiation,negative regulation of transcription, DNA-templated","RNA polymerase II regulatory region sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,double-stranded DNA binding,double-stranded telomeric DNA binding,single-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,RNA binding,mRNA binding,protein binding,transcription factor binding,SMAD binding",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,86.02892303,114.1423492,64.47829437,76.29508972,59.12468338,51.57652664,120.0295258,99.84857941
2.62E-25,Srsf5,"Serine/arginine-rich splicing factor 5;MCG7614, isoform CRA_c",O35326;Q9D8S5,SRSF5_MOUSE;Q9D8S5_MOUSE,nuclear speck;,"transcription, DNA-templated,regulation of transcription, DNA-templated,mRNA processing,RNA splicing,response to wounding;","RNA binding,protein binding,RS domain binding;",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,345.6798096,463.2561035,212.3322754,261.9865723,203.8088989,185.9623566,255.7859955,216.7068787
2.86E-16,Kpna3,Importin subunit alpha-4,O35344,IMA4_MOUSE,"nuclear pore,nucleoplasm,cytosol",NLS-bearing protein import into nucleus,"protein C-terminus binding,nuclear localization sequence binding,protein transporter activity",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12.27302837,47.12921143,9.08567524,37.22542191,6.473587036,9.38181591,31.28212166,12.16401863
7.40E-31,Capn1,Calpain-1 catalytic subunit,O35350,CAN1_MOUSE,"mitochondrion,lysosome,cytosol,plasma membrane,focal adhesion,membrane,extracellular exosome","proteolysis,receptor catabolic process,regulation of catalytic activity,mammary gland involution,self proteolysis","calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,protein binding",4,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,41.12164307,88.72116089,39.10668564,113.151474,45.61045456,39.8215332,150.4797668,98.56679535
2.10E-41,Phyh,"Phytanoyl-CoA dioxygenase, peroxisomal",O35386,PAHX_MOUSE,"mitochondrion,peroxisome","fatty acid alpha-oxidation,2-oxoglutarate metabolic process,isoprenoid metabolic process,methyl-branched fatty acid metabolic process","catalytic activity,protein binding,ferrous iron binding,carboxylic acid binding,L-ascorbic acid binding,cofactor binding,phytanoyl-CoA dioxygenase activity",5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,132.4721222,61.19487381,250.8785706,48.72167587,212.3865967,206.2976685,42.2404213,63.88306046
5.17E-09,Pld3,Phospholipase D3,O35405,PLD3_MOUSE,"endoplasmic reticulum membrane,integral component of membrane,extracellular exosome","phosphatidylglycerol biosynthetic process,lipid catabolic process","phospholipase D activity,N-acylphosphatidylethanolamine-specific phospholipase D activity",2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,19.29582787,58.58018112,5.106052876,97.28240967,9.48197937,23.52522659,72.72164917,42.83044815
6.91E-20,Folh1,Glutamate carboxypeptidase 2,O35409,FOLH1_MOUSE,"integral component of plasma membrane,cell surface,integral component of membrane,extracellular exosome","proteolysis,folic acid-containing compound metabolic process,C-terminal protein deglutamylation","carboxypeptidase activity,metallocarboxypeptidase activity,peptidase activity,dipeptidase activity,metal ion binding,Ac-Asp-Glu binding,tetrahydrofolyl-poly(glutamate) polymer binding",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,35.21914673,23.96401787,26.61177444,26.75607491,29.07679367,26.39568901,28.54257393,32.09689713
2.12E-54,Ech1,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",O35459,ECH1_MOUSE,"mitochondrion,peroxisome,membrane,extracellular exosome",fatty acid beta-oxidation,"receptor binding,isomerase activity",9,9,9,8,9,9,9,9,9,9,9,9,9,9,9,9,594.767395,425.2764893,700.8850098,547.6221313,675.2449341,545.5786743,302.4578857,508.6542358
1.53E-63,Slc27a2,Very long-chain acyl-CoA synthetase,O35488,S27A2_MOUSE,"mitochondrion,peroxisome,peroxisomal membrane,integral component of peroxisomal membrane,endoplasmic reticulum,endoplasmic reticulum lumen,endoplasmic reticulum membrane,integral component of endoplasmic reticulum membrane,extracellular exosome","very long-chain fatty acid metabolic process,fatty acid alpha-oxidation,long-chain fatty acid metabolic process,fatty acid beta-oxidation,bile acid biosynthetic process,fatty acid transport,very long-chain fatty acid catabolic process,long-chain fatty acid import,methyl-branched fatty acid metabolic process","long-chain fatty acid-CoA ligase activity,receptor binding,ATP binding,fatty acid transporter activity,enzyme binding,very long-chain fatty acid-CoA ligase activity,phytanate-CoA ligase activity,pristanate-CoA ligase activity,decanoate--CoA ligase activity",52,52,52,48,53,52,51,53,53,53,53,53,53,53,53,53,2670.885254,2054.093506,2864.537354,1564.728638,3142.582764,2292.838379,1181.039185,1759.496826
1.05E-39,Psmd14,26S proteasome non-ATPase regulatory subunit 14,O35593,PSDE_MOUSE,"proteasome complex,nucleus,proteasome regulatory particle, lid subcomplex,proteasome accessory complex,cytosolic proteasome complex,extracellular exosome","double-strand break repair via homologous recombination,double-strand break repair via nonhomologous end joining,positive regulation of endopeptidase activity,response to ethanol,regulation of proteasomal protein catabolic process,protein K63-linked deubiquitination","endopeptidase activity,protein binding,metallopeptidase activity,thiol-dependent ubiquitinyl hydrolase activity,metal ion binding,endopeptidase activator activity,Lys63-specific deubiquitinase activity,proteasome binding",2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,41.14511871,65.07433319,57.39222717,104.5030899,48.0956955,65.38045502,110.8261719,114.4346695
2.65E-55,Anxa3,Annexin A3,O35639,ANXA3_MOUSE,"cytoplasm,cytosol,plasma membrane,membrane,axon,dendrite,phagocytic vesicle membrane,specific granule,neuronal cell body,extracellular exosome","phagocytosis,positive regulation of endothelial cell migration,hippocampus development,animal organ regeneration,defense response to bacterium,negative regulation of catalytic activity,neutrophil degranulation,positive regulation of angiogenesis,positive regulation of DNA metabolic process,positive regulation of sequence-specific DNA binding transcription factor activity,response to glucocorticoid,response to growth factor","calcium ion binding,calcium-dependent phospholipid binding,phospholipase A2 inhibitor activity,calcium-dependent protein binding",16,26,13,27,15,17,26,27,27,27,27,27,27,27,27,27,126.3551712,1148.264526,107.6747818,1437.857666,94.7755127,150.8185577,1647.775757,1070.868286
