PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
Anp32e,Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment);Acidic leucine-rich nuclear phosphoprotein 32 family member E (Fragment);Acidic leucine-rich nuclear phosphoprotein 32 family member E;Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member E,E9PZF5;E9Q5H2;P97822;P97822-2,E9PZF5_MOUSE;E9Q5H2_MOUSE;AN32E_MOUSE;AN32E_MOUSE,";;Swr1 complex,nucleus,cytoplasm,cytoplasmic vesicle;",";;nucleosome assembly,nucleocytoplasmic transport,chromatin modification,regulation of apoptotic process,negative regulation of catalytic activity,histone exchange;",";;phosphatase inhibitor activity,histone binding;",2.165450492221754E-68,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,40.86347579956055,92.14630889892578,30.158246994018555,92.1363525390625,43.86488342285156,53.11650848388672,131.84886169433594,93.14330291748047
Cox7a2l,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial;Cytochrome c oxidase subunit 7A-related protein, mitochondrial",E9PZS8;Q61387,E9PZS8_MOUSE;COX7R_MOUSE,";nucleolus,mitochondrion,mitochondrial respiratory chain,mitochondrial respiratory chain supercomplex",";regulation of oxidative phosphorylation,mitochondrial respiratory chain supercomplex assembly,hydrogen ion transmembrane transport",;cytochrome-c oxidase activity,2.427826836592095E-85,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,56.1174430847168,31.938520431518555,57.19773864746094,37.60697937011719,59.92220687866211,48.52634811401367,2.485991954803467,9.528486251831055
Gm20425,Protein Gm20425,E9Q035,E9Q035_MOUSE,"extracellular region,signal recognition particle receptor complex,integral component of membrane",small GTPase mediated signal transduction,"signal recognition particle binding,GTP binding",1.1624547930080124E-47,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,36.612327575683594,72.38990783691406,52.16435623168945,37.99824905395508,55.33092498779297,33.71132278442383,61.30073928833008,55.37902069091797
Hsph1,Heat shock protein 105 kDa;Heat shock protein 105 kDa;Isoform HSP105-beta of Heat shock protein 105 kDa,E9Q0U7;Q61699;Q61699-2,E9Q0U7_MOUSE;HS105_MOUSE;HS105_MOUSE,";extracellular region,nucleus,nucleoplasm,cytoplasm,cytosol,protein complex,extracellular exosome,microtubule;",";receptor-mediated endocytosis,response to unfolded protein,negative regulation of neuron apoptotic process,positive regulation of MHC class I biosynthetic process,positive regulation of transcription from RNA polymerase II promoter,chaperone mediated protein folding requiring cofactor,positive regulation of NK T cell activation,positive regulation of protein tyrosine kinase activity,regulation of microtubule cytoskeleton organization,negative regulation of establishment of protein localization to mitochondrion,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide,negative regulation of p38MAPK cascade,negative regulation of apoptotic signaling pathway;",";adenyl-nucleotide exchange factor activity,protein binding,ATP binding,alpha-tubulin binding;",8.055358306579541E-69,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,130.89019775390625,99.16763305664062,169.9116973876953,91.52781677246094,126.7686767578125,134.85231018066406,88.64472961425781,105.87738800048828
Grsf1,G-rich sequence factor 1,E9Q179;Q8C5Q4,E9Q179_MOUSE;GRSF1_MOUSE,";mitochondrion,ribonucleoprotein granule,mitochondrial nucleoid",";mRNA processing,tRNA processing,anterior/posterior pattern specification,morphogenesis of embryonic epithelium",;RNA binding,8.601896683893494E-71,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,46.46495056152344,25.165559768676758,63.916080474853516,25.259992599487305,68.3056869506836,28.29986000061035,11.437113761901855,15.660762786865234
Tgfb1i1,Transforming growth factor beta-1-induced transcript 1 protein;Transforming growth factor beta-1-induced transcript 1 protein;Isoform 10 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 2 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 3 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 4 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 5 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 7 of Transforming growth factor beta-1-induced transcript 1 protein;Isoform 9 of Transforming growth factor beta-1-induced transcript 1 protein,E9Q1D5;Q62219;Q62219-10;Q62219-2;Q62219-3;Q62219-4;Q62219-5;Q62219-7;Q62219-9,E9Q1D5_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE;TGFI1_MOUSE,";intracellular,cytoplasm,cytoskeleton,focal adhesion,nuclear matrix,extracellular matrix;;;;;;;",";response to heat,positive regulation of epithelial to mesenchymal transition,Wnt signaling pathway,morphogenesis of embryonic epithelium,positive regulation of transforming growth factor beta receptor signaling pathway,negative regulation of transforming growth factor beta receptor signaling pathway,ubiquitin-dependent SMAD protein catabolic process,epithelial cell differentiation,cell fate commitment,negative regulation of fat cell differentiation,positive regulation of transcription, DNA-templated;;;;;;;",";transcription coactivator activity,protein binding,metal ion binding,Roundabout binding,androgen receptor binding,I-SMAD binding;;;;;;;",3.613730755735886E-76,4,3,4,4,3,4,4,4,4,3,4,4,3,4,4,4,13.50645637512207,54.33876037597656,10.69965648651123,62.618980407714844,9.222243309020996,18.722360610961914,72.55811309814453,56.45530700683594
Sept7,Septin-7,E9Q1G8;E9Q9F5;O55131,E9Q1G8_MOUSE;E9Q9F5_MOUSE;SEPT7_MOUSE,";;condensed chromosome kinetochore,stress fiber,nucleus,spindle,axoneme,cell cortex,septin ring,actin cytoskeleton,microtubule cytoskeleton,midbody,septin complex,cleavage furrow,septin cytoskeleton,septin filament array,neuron projection,myelin sheath,protein complex,axon terminus,cell body,synapse,extracellular exosome,sperm annulus,Requires Ontology,apical plasma membrane",";;mitotic cytokinesis,spermatogenesis,regulation of embryonic cell shape,cortical cytoskeleton organization,pseudopodium retraction,collateral sprouting,protein heterooligomerization,cilium morphogenesis,dendritic spine morphogenesis,positive regulation of nonmotile primary cilium assembly",";;protein binding,GTP binding,identical protein binding,cadherin binding,protein heterodimerization activity",2.112505745295404E-71,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,193.52684020996094,517.065673828125,182.0948486328125,521.06591796875,209.39109802246094,198.71192932128906,647.9494018554688,443.41180419921875
Calml4,Calmodulin-like protein 4;Calmodulin-like protein 4;Isoform 3 of Calmodulin-like protein 4,E9Q1L1;Q91WQ9;Q91WQ9-3,E9Q1L1_MOUSE;CALL4_MOUSE;CALL4_MOUSE,;;,;;,;calcium ion binding;,3.78757849114081E-54,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,220.74813842773438,180.30360412597656,233.0260467529297,40.97413635253906,168.2950897216797,158.60372924804688,97.08429718017578,138.21444702148438
Sec23a,Protein transport protein Sec23A,E9Q1S3;Q01405,E9Q1S3_MOUSE;SC23A_MOUSE,";Golgi membrane,endoplasmic reticulum membrane,cytosol,ER to Golgi transport vesicle membrane,extrinsic component of membrane,COPII vesicle coat,ER to Golgi transport vesicle,perinuclear region of cytoplasm,endoplasmic reticulum exit site",";intracellular protein transport,cargo loading into COPII-coated vesicle",";protein binding,zinc ion binding",3.454043464626216E-70,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,46.48109817504883,59.6474494934082,38.21873092651367,100.99319458007812,41.304222106933594,48.31820297241211,79.0210189819336,58.6973991394043
Cse1l,Exportin-2,E9Q1T9;Q9ERK4,E9Q1T9_MOUSE;XPO2_MOUSE,";nuclear envelope,nucleoplasm,cytosol,membrane,extracellular exosome",";protein import into nucleus,protein export from nucleus",";nuclear export signal receptor activity,protein binding,Ran GTPase binding",7.49523635957602E-94,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,18936.451171875,36455.36328125,19328.541015625,29326.4609375,13961.8154296875,17030.826171875,40924.17578125,31014.12890625
Apob,Apolipoprotein B-100 (Fragment);Apolipoprotein B-100,E9Q1Y3;E9Q414,E9Q1Y3_MOUSE;APOB_MOUSE,";extracellular region,cytoplasm,endoplasmic reticulum,cytosol,vesicle membrane,vesicle lumen,mature chylomicron,very-low-density lipoprotein particle,low-density lipoprotein particle,intermediate-density lipoprotein particle,chylomicron,neuronal cell body,intracellular membrane-bounded organelle,extracellular exosome,endoplasmic reticulum exit site",";in utero embryonic development,lipid metabolic process,triglyceride mobilization,receptor-mediated endocytosis,spermatogenesis,nervous system development,cholesterol metabolic process,fertilization,response to virus,response to carbohydrate,post-embryonic development,response to selenium ion,positive regulation of gene expression,positive regulation of macrophage derived foam cell differentiation,positive regulation of lipid storage,positive regulation of cholesterol storage,lipid catabolic process,triglyceride catabolic process,cholesterol transport,flagellated sperm motility,response to estradiol,response to lipopolysaccharide,cholesterol efflux,low-density lipoprotein particle remodeling,low-density lipoprotein particle clearance,lipoprotein metabolic process,lipoprotein biosynthetic process,lipoprotein catabolic process,cholesterol homeostasis,lipoprotein transport,regulation of cholesterol biosynthetic process,artery morphogenesis,cellular response to tumor necrosis factor,cellular response to prostaglandin stimulus",";phospholipid binding,heparin binding,cholesterol transporter activity,lipase binding,low-density lipoprotein particle receptor binding",9.86750552556237E-50,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,115.17707061767578,106.05703735351562,119.88690948486328,92.36528015136719,132.2373046875,55.96797561645508,45.81204605102539,50.72428512573242
Sptb,"Spectrin beta chain, erythrocytic;Spectrin beta 1",E9Q397;Q3UGX2,E9Q397_MOUSE;Q3UGX2_MOUSE,;,;,;,8.995115965233025E-64,2,2,4,4,4,4,3,2,2,2,4,4,4,4,3,2,14.895049095153809,2.781045436859131,13.050904273986816,55.17970275878906,25.605356216430664,18.628042221069336,6.044803142547607,4.376052379608154
Atp11a,Phospholipid-transporting ATPase;Probable phospholipid-transporting ATPase IH,E9Q3G7;P98197,E9Q3G7_MOUSE;AT11A_MOUSE,";lysosomal membrane,early endosome,endoplasmic reticulum,plasma membrane,membrane,integral component of membrane,intracellular membrane-bounded organelle,recycling endosome",;phospholipid translocation,";magnesium ion binding,phospholipid-translocating ATPase activity,ATP binding",4.962374697967516E-73,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,117.33538818359375,66.4738540649414,127.20033264160156,49.44358444213867,99.28904724121094,113.46809387207031,43.14384841918945,56.68519973754883
Nup153,Protein Nup153,E9Q3G8,E9Q3G8_MOUSE,"nuclear pore,nucleolus,cytosol,nuclear membrane,nuclear periphery,nuclear inclusion body,nuclear pore nuclear basket,nuclear pore central transport channel","RNA export from nucleus,protein import into nucleus,negative regulation of RNA export from nucleus,nuclear pore complex assembly","nucleocytoplasmic transporter activity,nuclear localization sequence binding,structural constituent of nuclear pore,identical protein binding,protein anchor,metal ion binding",1.799707743909182E-15,3,4,1,4,2,2,4,4,3,4,1,4,2,2,4,4,7.9203782081604,19.8762264251709,9.222511291503906,17.030826568603516,26.629520416259766,6.48427677154541,28.298967361450195,17.063173294067383
Kif13b,Protein Kif13b,E9Q4K7,E9Q4K7_MOUSE,"cytoplasm,cytosol,kinesin complex,microvillus,axon,paranode region of axon","microtubule-based movement,cytoskeleton-dependent intracellular transport,regulation of axonogenesis","microtubule motor activity,protein binding,ATP binding,microtubule binding,ATPase activity,protein kinase binding,14-3-3 protein binding",3.4044312335462356E-29,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9.827264785766602,52.135494232177734,9.136656761169434,11.762040138244629,10.11179256439209,17.073434829711914,44.56813430786133,9.382427215576172
Chchd6,MICOS complex subunit;MICOS complex subunit Mic25,E9Q4M4;Q91VN4,E9Q4M4_MOUSE;MIC25_MOUSE,";mitochondrion,mitochondrial inner membrane,cytosol,MICOS complex",";cellular response to DNA damage stimulus,cristae formation",;molecular_function,4.053565587608757E-61,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,93.73489379882812,43.377742767333984,113.46894836425781,48.486148834228516,76.26502990722656,66.10417938232422,28.63926124572754,36.15393829345703
Pklr,Pyruvate kinase,E9Q509;G3X925,E9Q509_MOUSE;G3X925_MOUSE,;,;,;,5.453841759564077E-86,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1198.0474853515625,2186.4931640625,1318.3109130859375,1440.1199951171875,1284.287841796875,1202.3087158203125,2655.59375,1949.4534912109375
Myo1b,Unconventional myosin-Ib;Unconventional myosin-Ib;Unconventional myosin-Ib;Isoform 2 of Unconventional myosin-Ib;Myo1b protein,E9Q580;E9QNH6;P46735;P46735-2;Q7TQD7,E9Q580_MOUSE;E9QNH6_MOUSE;MYO1B_MOUSE;MYO1B_MOUSE;Q7TQD7_MOUSE,";;cytoplasm,early endosome,actin filament,plasma membrane,brush border,endosome membrane,myosin complex,filopodium,perinuclear region of cytoplasm,extracellular exosome,cell periphery,trans-Golgi network membrane;;",";;post-Golgi vesicle-mediated transport,actin filament organization,actin filament-based movement,actin filament bundle assembly;;",";;microfilament motor activity,calmodulin binding,ATP binding,phosphatidylinositol-4,5-bisphosphate binding,phosphatidylinositol-3,4,5-trisphosphate binding,cadherin binding,actin filament binding;;",5.740079813883512E-08,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,24.39242935180664,51.66106414794922,30.659759521484375,68.20612335205078,10.38206672668457,19.67465591430664,88.26461791992188,54.55161666870117
Hk2,Hexokinase-2,E9Q5B5;O08528,E9Q5B5_MOUSE;HXK2_MOUSE,";mitochondrion,mitochondrial outer membrane,cytosol,membrane",";cellular glucose homeostasis,response to ischemia,glucose metabolic process,glycolytic process,lactation,apoptotic mitochondrial changes,negative regulation of mitochondrial membrane permeability,regulation of glucose import,carbohydrate phosphorylation,glucose 6-phosphate metabolic process,establishment of protein localization to mitochondrion,maintenance of protein location in mitochondrion,positive regulation of mitophagy in response to mitochondrial depolarization,cellular response to leukemia inhibitory factor,negative regulation of reactive oxygen species metabolic process",";glucokinase activity,hexokinase activity,protein binding,ATP binding,glucose binding,fructokinase activity,mannokinase activity",4.267325124137084E-18,Filtered,2,Filtered,2,Filtered,Filtered,2,2,Filtered,2,Filtered,2,Filtered,Filtered,2,2,Filtered,11.29682445526123,Filtered,12.662069320678711,Filtered,Filtered,14.698675155639648,3.8136603832244873
Igfbp7,Insulin-like growth factor-binding protein 7,E9Q5D9;F8WH23;Q61581,E9Q5D9_MOUSE;F8WH23_MOUSE;IBP7_MOUSE,";;extracellular space,extracellular matrix,extracellular exosome",";;regulation of cell growth,cell adhesion,inner ear development",;;insulin-like growth factor binding,1.133372211787156E-78,10,11,8,11,8,8,11,11,10,11,8,11,8,8,11,11,116.26848602294922,706.8778686523438,95.3095703125,665.9642944335938,89.10025787353516,95.969970703125,849.109619140625,608.9954223632812
Itgam,"Integrin alpha-M;Integrin alpha M, isoform CRA_a;Integrin alpha-M;Integrin alpha-M;Integrin alpha-M",E9Q5K8;E9Q604;G5E8F1;P05555;Q3U1U4,E9Q5K8_MOUSE;E9Q604_MOUSE;G5E8F1_MOUSE;ITAM_MOUSE;Q3U1U4_MOUSE,";;;extracellular space,nucleus,integrin complex,external side of plasma membrane,cell surface,integral component of membrane,extracellular exosome;",";;;microglial cell activation,leukocyte migration involved in inflammatory response,phagocytosis, engulfment,cell adhesion,leukocyte cell-cell adhesion,integrin-mediated signaling pathway,microglia development,neutrophil chemotaxis,positive regulation of superoxide anion generation,cellular extravasation,negative regulation of dopamine metabolic process,activated T cell proliferation,positive regulation of protein targeting to membrane,beta-amyloid clearance,cell-cell adhesion,positive regulation of neuron death,positive regulation of microglial cell activation,positive regulation of prostaglandin-E synthase activity;",";;;opsonin binding,complement component C3b binding,heparin binding,heat shock protein binding,heparan sulfate proteoglycan binding,metal ion binding;",9.087945640595387E-78,2,5,1,6,1,6,6,6,2,5,0,6,0,6,6,6,4.902262210845947,8.781471252441406,NaN,73.44710540771484,NaN,10.473248481750488,25.578062057495117,9.947718620300293
Ahnak,Protein Ahnak,E9Q616,E9Q616_MOUSE,"nucleus,cytoplasm,lysosomal membrane,cytosol,plasma membrane,cell-cell junction,focal adhesion,actin cytoskeleton,membrane,vesicle,sarcolemma,costamere,cell-cell contact zone,extracellular exosome,T-tubule,membrane raft","regulation of RNA splicing,protein oligomerization,regulation of voltage-gated calcium channel activity","RNA binding,S100 protein binding,cadherin binding,structural molecule activity conferring elasticity",9.463720586282584E-79,56,67,48,67,49,64,67,67,56,67,48,67,49,64,67,67,315.5117492675781,1054.92919921875,202.5788116455078,1480.5634765625,207.84194946289062,412.1985778808594,1691.9881591796875,1046.609375
Myo1e,Unconventional myosin-Ie,E9Q634,MYO1E_MOUSE,"cytoplasm,cytoskeleton,brush border,cell-cell junction,adherens junction,myosin complex,extracellular exosome,clathrin-coated endocytic vesicle","vasculogenesis,in utero embryonic development,kidney development,glomerular filtration,nitrogen compound metabolic process,endocytosis,hemopoiesis,glomerular basement membrane development,post-embryonic hemopoiesis,platelet-derived growth factor receptor signaling pathway,glomerular visceral epithelial cell development","motor activity,calmodulin binding,ATP binding,phosphatidylinositol binding,ATPase activity, coupled,actin filament binding",9.569189997351604E-63,2,2,Filtered,1,2,2,2,2,2,2,Filtered,1,2,2,2,2,11.79399585723877,16.06003189086914,Filtered,53.650367736816406,7.3698625564575195,11.36106014251709,34.74899673461914,17.23177146911621
C6,Protein C6;Complement component 6,E9Q6D8;Q91X70,E9Q6D8_MOUSE;Q91X70_MOUSE,"membrane attack complex,extracellular exosome;","in utero embryonic development,immune response;",;,8.259459461038129E-67,3,8,2,11,3,5,11,8,3,8,2,11,3,5,11,8,13.75793170928955,33.43191146850586,16.641971588134766,452.7878723144531,9.403787612915039,13.533641815185547,68.00164031982422,27.596376419067383
Rap1gds1,Protein Rap1gds1,E9Q6Q4;E9Q912;Q3TU36,E9Q6Q4_MOUSE;E9Q912_MOUSE;Q3TU36_MOUSE,";mitochondrion,endoplasmic reticulum,cytosol,extracellular exosome;",";small GTPase mediated signal transduction,vascular smooth muscle contraction,myosin filament assembly,negative regulation of endoplasmic reticulum calcium ion concentration,positive regulation of GTPase activity,positive regulation of mitochondrial calcium ion concentration;",;molecular_function;,6.724100027339986E-69,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,13.231644630432129,24.091943740844727,16.48207664489746,29.86063575744629,5.733575820922852,10.707571029663086,31.485410690307617,24.078676223754883
Utrn,Protein Utrn,E9Q6R7,E9Q6R7_MOUSE,"nucleoplasm,cytoplasm,plasma membrane,dystrophin-associated glycoprotein complex,filopodium,growth cone,cortical actin cytoskeleton,filopodium membrane,neuromuscular junction,sarcolemma,protein complex,synapse,postsynaptic membrane,extracellular exosome,contractile ring","positive regulation of cell-matrix adhesion,adult somatic muscle development,neuromuscular junction development,response to denervation involved in regulation of muscle adaptation","actin binding,integrin binding,protein binding,zinc ion binding,vinculin binding,protein kinase binding,actin filament binding",2.916061350605403E-46,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,5.966526031494141,14.06509017944336,5.675091743469238,3.4576072692871094,1.8858932256698608,11.317423820495605,14.279021263122559,9.968639373779297
