PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Psmd13,26S proteasome non-ATPase regulatory subunit 13,E9Q5I9;Q9WVJ2,E9Q5I9_MOUSE;PSD13_MOUSE,";proteasome complex,nucleus,cytosol,proteasome regulatory particle,proteasome regulatory particle, lid subcomplex,membrane,proteasome accessory complex,extracellular exosome",";ubiquitin-dependent protein catabolic process,meiosis I,proteasome assembly",";endopeptidase activity,structural molecule activity",3.67E-36,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,26.76433563,43.05738449,30.13200378,45.27655411,28.17554092,50.10689926,48.81607437,27.54691315
Ahnak,Protein Ahnak,E9Q616,E9Q616_MOUSE,"nucleus,cytoplasm,lysosomal membrane,cytosol,plasma membrane,cell-cell junction,focal adhesion,actin cytoskeleton,membrane,vesicle,sarcolemma,costamere,cell-cell contact zone,extracellular exosome,T-tubule,membrane raft","regulation of RNA splicing,protein oligomerization,regulation of voltage-gated calcium channel activity","RNA binding,S100 protein binding,cadherin binding,structural molecule activity conferring elasticity",1.81E-52,30,36,26,35,31,35,35,24,30,36,26,35,31,35,35,24,128.766983,345.6694336,74.9329834,377.0823669,174.6532898,538.1266479,455.7576904,75.06432343
C6,Protein C6;Complement component 6,E9Q6D8;Q91X70,E9Q6D8_MOUSE;Q91X70_MOUSE,"membrane attack complex,extracellular exosome;","in utero embryonic development,immune response;",;,1.29E-33,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,0,8.328683853,5.375063896,1.983423114,16.96762085,4.995773792,18.97279167,63.22048187,NaN
Srsf11,Protein Srsf11;Protein Srsf11 (Fragment);Protein Srsf11,E9Q6E5;F6RDI8;Q3UIX4,E9Q6E5_MOUSE;F6RDI8_MOUSE;Q3UIX4_MOUSE,nuclear speck;;,"biological_process,RNA splicing;;",RNA binding;;,6.06E-14,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,10.12709236,28.97082329,9.24814415,25.83628273,7.997121811,29.81685638,10.63584232,8.152024269
Rap1gds1,Protein Rap1gds1,E9Q6Q4;E9Q912;Q3TU36,E9Q6Q4_MOUSE;E9Q912_MOUSE;Q3TU36_MOUSE,";mitochondrion,endoplasmic reticulum,cytosol,extracellular exosome;",";small GTPase mediated signal transduction,vascular smooth muscle contraction,myosin filament assembly,negative regulation of endoplasmic reticulum calcium ion concentration,positive regulation of GTPase activity,positive regulation of mitochondrial calcium ion concentration;",;molecular_function;,1.07E-08,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,27.49884605,19.71005058,42.9670105,37.79481506,41.95806503,27.0069313,44.82226944,21.04885864
Sec22b,Vesicle-trafficking protein SEC22b,E9Q6R3;O08547,E9Q6R3_MOUSE;SC22B_MOUSE,";Golgi membrane,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,ER to Golgi transport vesicle membrane,integral component of membrane,SNARE complex,endoplasmic reticulum-Golgi intermediate compartment membrane,melanosome",";ER to Golgi vesicle-mediated transport,protein transport,vesicle-mediated transport,positive regulation of protein catabolic process,vesicle fusion with Golgi apparatus,negative regulation of autophagosome assembly,exocytosis",";SNARE binding,SNAP receptor activity,protein binding,syntaxin binding",6.01E-39,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,21.51260567,40.45560837,23.50084496,35.46118927,22.24947166,41.77441406,35.26063538,24.75576019
Coa3,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial;Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",E9Q6W2;Q9D2R6,E9Q6W2_MOUSE;COA3_MOUSE,";mitochondrion,integral component of mitochondrial inner membrane",";mitochondrial respiratory chain complex IV assembly,positive regulation of mitochondrial translation",;molecular_function,4.36E-38,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,97.78011322,102.2029114,103.5327148,65.92554474,74.35095978,55.39227676,34.10733414,62.10554504
Srp72,Protein Srp72;Signal recognition particle subunit SRP72,E9Q740;F8VQC1,E9Q740_MOUSE;F8VQC1_MOUSE,";nucleolus,endoplasmic reticulum,signal recognition particle, endoplasmic reticulum targeting,signal recognition particle",";SRP-dependent cotranslational protein targeting to membrane,SRP-dependent cotranslational protein targeting to membrane, translocation,response to drug",";RNA binding,signal recognition particle binding,7S RNA binding,TPR domain binding,ribosome binding",5.59E-17,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,7.256633759,7.109905243,7.357292175,10.01002026,7.819806576,10.11023426,7.63094759,5.367739201
Numa1,Protein Numa1,E9Q7G0,E9Q7G0_MOUSE,"Golgi membrane,spindle pole,nucleus,nucleoplasm,chromosome,centrosome,cytosol,spindle microtubule,cell cortex,nuclear matrix,extrinsic component of plasma membrane,dendrite,spindle pole centrosome,microtubule plus-end,microtubule minus-end,neuronal cell body,protein complex,apical part of cell,cortical microtubule,mitotic spindle astral microtubule,extracellular exosome,mitotic spindle,microtubule bundle,mitotic spindle pole,lateral cell cortex,cell cortex region,Requires Ontology,mitotic spindle midzone","establishment of mitotic spindle orientation,microtubule bundle formation,chromosome segregation,positive regulation of BMP signaling pathway,astral microtubule organization,positive regulation of microtubule polymerization,positive regulation of intracellular transport,positive regulation of keratinocyte differentiation,cell division,meiotic cell cycle,positive regulation of hair follicle development,positive regulation of chromosome segregation,anastral spindle assembly,regulation of mitotic spindle organization,lung epithelial cell differentiation,regulation of metaphase plate congression,positive regulation of protein localization to spindle pole body,positive regulation of mitotic spindle elongation,positive regulation of protein localization to cell cortex,Requires Ontology","microtubule binding,protein C-terminus binding,tubulin binding,protein domain specific binding,protein complex binding,phosphatidylinositol binding,microtubule plus-end binding,microtubule minus-end binding,dynein complex binding,disordered domain specific binding",1.05E-17,8,9,6,9,6,9,9,6,8,9,6,9,6,9,9,6,15.91565418,41.10929871,21.01744461,26.08370781,19.22630882,35.86060333,19.7151165,13.53179073
Atp2b4;Atp2b4;Atp2b1;Atp2b4;Atp2b4,Calcium-transporting ATPase;Calcium-transporting ATPase;Plasma membrane calcium-transporting ATPase 1;Plasma membrane calcium-transporting ATPase 4;Isoform 2 of Plasma membrane calcium-transporting ATPase 4,E9Q828;F7AAP4;G5E829;Q6Q477;Q6Q477-2,E9Q828_MOUSE;F7AAP4_MOUSE;AT2B1_MOUSE;AT2B4_MOUSE;AT2B4_MOUSE,";;nucleus,plasma membrane,integral component of plasma membrane,cytoplasmic side of plasma membrane,membrane,basolateral plasma membrane,apical plasma membrane,cell junction,dendritic spine membrane,neuronal cell body membrane,intracellular membrane-bounded organelle,membrane raft,extracellular exosome;plasma membrane,integral component of plasma membrane,membrane,basolateral plasma membrane,Z disc,T-tubule,sperm flagellum,sarcolemma,neuron projection,intracellular membrane-bounded organelle,sperm principal piece;",";;neural retina development,calcium ion transport,cellular calcium ion homeostasis,brain development,aging,response to cold,regulation of cytosolic calcium ion concentration,calcium ion transmembrane transport,cellular response to vitamin D,cellular response to corticosterone stimulus,Requires Ontology,calcium ion export from cell;neural retina development,regulation of transcription from RNA polymerase II promoter,calcium ion transport,cellular calcium ion homeostasis,spermatogenesis,negative regulation of nitric oxide mediated signal transduction,hippocampus development,flagellated sperm motility,positive regulation of peptidyl-serine phosphorylation,negative regulation of nitric oxide biosynthetic process,negative regulation of nitric-oxide synthase activity,response to hydrostatic pressure,calcium ion transmembrane transport,negative regulation of calcineurin-NFAT signaling cascade,cellular response to epinephrine stimulus,negative regulation of the force of heart contraction,Requires Ontology,negative regulation of arginine catabolic process,negative regulation of adrenergic receptor signaling pathway involved in heart process,calcium ion export,regulation of cell cycle G1/S phase transition,negative regulation of cardiac muscle hypertrophy in response to stress,negative regulation of citrulline biosynthetic process,positive regulation of cAMP-dependent protein kinase activity;",";;calcium-transporting ATPase activity,protein binding,calmodulin binding,ATP binding,calcium ion transmembrane transporter activity,PDZ domain binding,metal ion binding;calcium-transporting ATPase activity,calmodulin binding,ATP binding,protein kinase binding,PDZ domain binding,protein phosphatase 2B binding,nitric-oxide synthase inhibitor activity,metal ion binding,nitric-oxide synthase binding;",8.89E-18,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,10.41125107,6.791604996,9.920302391,6.620886803,5.271221161,8.096108437,7.295602798,3.329803228
Scamp3,Secretory carrier-associated membrane protein 3,E9Q855;O35609;Q3UXS0,E9Q855_MOUSE;SCAM3_MOUSE;Q3UXS0_MOUSE,";Golgi membrane,integral component of membrane,intracellular membrane-bounded organelle,extracellular exosome;",";intracellular protein transport,response to organic substance,response to retinoic acid;",;ubiquitin protein ligase binding;,7.79E-45,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,26.19791985,13.68010998,12.48989296,18.93511009,13.8134861,14.59075165,4.755659103,10.55170059
Cfh,Complement factor H,E9Q8I0;P06909,E9Q8I0_MOUSE;CFAH_MOUSE,";extracellular space,extracellular exosome,blood microparticle",";complement activation,complement activation, alternative pathway,regulation of complement activation,positive regulation of cytolysis",";complement component C3b binding,protein binding,heparin binding,heparan sulfate proteoglycan binding",1.83E-49,19,21,14,18,18,21,21,15,19,21,14,18,18,21,21,15,61.82948685,91.52629089,50.82364655,90.8742981,82.11799622,123.8260345,760.8966675,50.3168602
Gm28046,Protein Gm28046,E9Q9P8,E9Q9P8_MOUSE,,oxidation-reduction process,oxidoreductase activity,3.97E-35,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,4,84.32066345,42.47027969,84.73016357,36.65940475,93.93205261,16.65178108,16.09085083,97.48820496
Cald1,Protein Cald1;Caldesmon 1,E9QA16;Q8VCQ8,E9QA16_MOUSE;Q8VCQ8_MOUSE,;,;,;,5.11E-47,15,15,15,16,14,16,15,14,15,15,15,16,14,16,15,14,75.57023621,222.1558838,67.44896698,203.0003204,87.36721802,268.1086426,270.6437073,80.15527344
Chd4,Chromodomain-helicase-DNA-binding protein 4,E9QAS4;E9QAS5;Q6PDQ2,E9QAS4_MOUSE;E9QAS5_MOUSE;CHD4_MOUSE,";;nuclear chromatin,nucleus,nucleoplasm,cytoplasm,centrosome,membrane,NuRD complex,protein-DNA complex,protein complex",";;negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,chromatin modification,ATP-dependent chromatin remodeling,terminal button organization",";;RNA polymerase II repressing transcription factor binding,helicase activity,protein binding,ATP binding,transcription factor binding,histone deacetylase binding,metal ion binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,nucleosomal DNA binding",1.12E-30,4,4,2,4,4,4,4,3,4,4,2,4,4,4,4,3,5.989001274,10.92963791,4.374711514,11.21542645,7.765768051,17.40505409,12.70505619,6.56278944
Gm10020;Rpl15,Ribosomal protein L15;60S ribosomal protein L15,E9QAZ2;Q9CZM2,E9QAZ2_MOUSE;RL15_MOUSE,"nucleus,cytosolic large ribosomal subunit,A band,extracellular exosome;nucleus,membrane,cytosolic large ribosomal subunit,extracellular exosome","cytoplasmic translation,response to ethanol;cytoplasmic translation","RNA binding,structural constituent of ribosome,cadherin binding;RNA binding,structural constituent of ribosome,cadherin binding",1.59E-34,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,216.3997345,308.9743347,189.8318634,335.9466248,263.8421936,307.4631042,400.5299377,197.5844574
Acyp1,Acylphosphatase;Acylphosphatase-1,E9QJT5;P56376,E9QJT5_MOUSE;ACYP1_MOUSE,;extracellular exosome,;biological_process,;acylphosphatase activity,1.67E-29,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14.24336624,9.472588539,14.70575333,19.30000496,15.95336342,17.89817238,10.73338413,15.74525738
Lyplal1,Lysophospholipase-like protein 1,E9QLB2;Q3UFF7,E9QLB2_MOUSE;LYPL1_MOUSE,";cytosol,extracellular exosome",";protein depalmitoylation,negative regulation of Golgi to plasma membrane protein transport",";palmitoyl-(protein) hydrolase activity,carboxylic ester hydrolase activity",8.11E-54,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,33.26234436,30.33078194,37.20798874,35.30240631,33.67875671,18.908041,5.319916248,36.85102081
9030617O03Rik;,"Protein 9030617O03Rik;UPF0317 protein C14orf159 homolog, mitochondrial",E9QMK9;Q8BH86,E9QMK9_MOUSE;CN159_MOUSE,";mitochondrion,mitochondrial matrix",;glutamate metabolic process,;D-glutamate cyclase activity,1.94E-48,7,6,7,7,7,7,5,7,7,6,7,7,7,7,5,7,120.0400467,70.30471802,153.026474,70.23686981,106.208786,42.88253021,21.43122292,126.5832825
Abracl,Costars family protein ABRACL,E9QMV2;Q4KML4,E9QMV2_MOUSE;ABRAL_MOUSE,;cellular_component,;biological_process,;molecular_function,6.11E-50,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,102.5402832,240.6056366,78.40391541,215.7728271,113.3412476,270.9343872,209.0299377,95.92147064
Eef1d,Elongation factor 1-delta (Fragment);Elongation factor 1-delta;Elongation factor 1-delta,E9QN08;P57776;Q80T06,E9QN08_MOUSE;EF1D_MOUSE;Q80T06_MOUSE,";fibrillar center,nucleus,cytoplasm,cytosol,eukaryotic translation elongation factor 1 complex,endoplasmic reticulum;",";regulation of transcription, DNA-templated,translational elongation,signal transduction,mRNA transcription,regulation of cell death,positive regulation of I-kappaB kinase/NF-kappaB signaling,cellular response to ionizing radiation;",";DNA binding,translation elongation factor activity,signal transducer activity,heat shock protein binding,activating transcription factor binding,cadherin binding;",1.21E-74,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,230.5296478,371.1574707,215.0953827,343.4355469,243.227478,386.8122253,360.6327209,216.2881165
D2hgdh,"D-2-hydroxyglutarate dehydrogenase, mitochondrial;D-2-hydroxyglutarate dehydrogenase, mitochondrial",E9QN44;Q8CIM3,E9QN44_MOUSE;D2HDH_MOUSE,;mitochondrion,";response to manganese ion,response to zinc ion,lactate oxidation,respiratory electron transport chain,response to cobalt ion,cellular protein metabolic process,response to magnesium ion,response to calcium ion",";D-lactate dehydrogenase (cytochrome) activity,(R)-2-hydroxyglutarate dehydrogenase activity,FAD binding",4.62E-06,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,56.49299622,13.78660393,56.93728256,23.06065178,40.84645081,19.59018135,25.17654228,54.08174896
Lamb1,Laminin subunit beta-1,E9QN70;P02469,E9QN70_MOUSE;LAMB1_MOUSE,";extracellular region,proteinaceous extracellular matrix,basement membrane,basal lamina,laminin-1 complex,laminin-2 complex,extracellular space,nucleus,extracellular matrix,laminin complex,laminin-8 complex,laminin-10 complex,perinuclear region of cytoplasm,extracellular exosome",";receptor-mediated endocytosis,negative regulation of cell adhesion,axon guidance,embryo implantation,learning or memory,cell migration,neuronal-glial interaction involved in cerebral cortex radial glia guided migration,extracellular matrix disassembly,extracellular matrix organization,positive regulation of cell migration,neuron projection development,substrate adhesion-dependent cell spreading,odontogenesis",";integrin binding,extracellular matrix structural constituent,protein binding,enzyme binding,glycosphingolipid binding",2.19E-33,4,3,3,4,3,3,3,3,4,3,3,4,3,3,3,3,16.21252632,50.31264114,12.3206234,42.79510117,24.12036514,62.60417938,71.78491211,17.02941132
Syne2,Nesprin-2,E9QP46;Q6ZWQ0,E9QP46_MOUSE;SYNE2_MOUSE,";nucleus,nuclear envelope,nuclear outer membrane,nucleoplasm,cytoplasm,mitochondrion,focal adhesion,integral component of membrane,aggresome,sarcoplasmic reticulum,Z disc,lamellipodium membrane,filopodium membrane,nuclear membrane,nuclear lumen,sarcoplasmic reticulum membrane,LINC complex,intermediate filament cytoskeleton,extracellular exosome,myofibril",";nuclear envelope organization,nuclear migration,establishment or maintenance of cell polarity,fibroblast migration,nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration,positive regulation of cell migration,nuclear migration along microfilament,protein localization to nucleus,centrosome localization,cytoskeletal anchoring at nuclear membrane,regulation of cilium assembly",";actin binding,actin filament binding",2.71E-05,Filtered,2,1,2,2,2,1,1,Filtered,2,1,2,2,2,0,0,Filtered,3.66926074,3.592125177,6.599497318,2.518919468,9.757301331,NaN,NaN
Pcx,Pyruvate carboxylase,E9QPD7;G5E8R3,E9QPD7_MOUSE;G5E8R3_MOUSE,;,;,;,9.20E-60,64,63,64,63,64,63,63,64,64,63,64,63,64,63,63,64,1996.331543,1232.301392,2154.686523,1319.777344,1979.423218,714.4432983,742.5933228,2047.541504
Col18a1,Collagen alpha-1(XVIII) chain;Collagen alpha-1(XVIII) chain;Isoform 2 of Collagen alpha-1(XVIII) chain;Isoform 3 of Collagen alpha-1(XVIII) chain,E9QPX1;P39061;P39061-1;P39061-2,E9QPX1_MOUSE;COIA1_MOUSE;COIA1_MOUSE;COIA1_MOUSE,";collagen trimer,basement membrane,extracellular space,extracellular matrix,extracellular exosome;;",";angiogenesis,endothelial cell morphogenesis,cell adhesion,positive regulation of cell proliferation,extracellular matrix organization,positive regulation of cell migration,response to drug,response to hydrostatic pressure,positive regulation of endothelial cell apoptotic process;;",";structural molecule activity,metal ion binding;;",1.27E-38,8,8,8,9,9,9,8,7,8,8,8,9,9,9,8,7,156.1012878,370.7730408,179.0428009,392.493927,179.6296539,454.9980164,352.2451477,145.9966125
Ndufs4,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial;NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",E9QPX3;Q9CXZ1,E9QPX3_MOUSE;NDUS4_MOUSE,";mitochondrion,mitochondrial respiratory chain complex I",";regulation of protein phosphorylation,brain development,cAMP-mediated signaling,electron transport chain,mitochondrial respiratory chain complex I assembly,cellular respiration,positive regulation of fibroblast proliferation,response to cAMP,reactive oxygen species metabolic process",;NADH dehydrogenase (ubiquinone) activity,1.35E-47,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,456.8410034,213.2117767,503.0888672,255.3896484,466.1633606,195.1477203,235.019165,432.342926
Cyb5r3,NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase 3;Isoform 2 of NADH-cytochrome b5 reductase 3,F2Z456;Q9DCN2;Q9DCN2-2,F2Z456_MOUSE;NB5R3_MOUSE;NB5R3_MOUSE,";mitochondrial outer membrane,mitochondrial inner membrane,endoplasmic reticulum membrane,lipid particle,extracellular exosome;",";cholesterol biosynthetic process,oxidation-reduction process;",";cytochrome-b5 reductase activity, acting on NAD(P)H,protein binding,AMP binding,oxidoreductase activity,ADP binding,flavin adenine dinucleotide binding,NAD binding;",5.60E-28,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,307.3862,351.6939697,317.9221497,294.1290588,268.8333435,351.6211853,248.40065,300.65625
Cyfip2,Cytoplasmic FMR1-interacting protein 2 (Fragment);Cytoplasmic FMR1-interacting protein 2,F6QD74;Q5SQX6,F6QD74_MOUSE;CYFP2_MOUSE,";nucleus,cytoplasm,membrane,cell junction,neuron projection,synapse,perinuclear region of cytoplasm,extracellular exosome",";apoptotic process,neuron projection development,positive regulation of proteolysis,positive regulation of neurotrophin TRK receptor signaling pathway,activation of cysteine-type endopeptidase activity,dendrite extension,cell-cell adhesion",;protein binding,1.27E-35,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,91.55106354,229.9460907,89.56179047,83.22216034,81.86319733,46.46346664,91.74382019,59.6787796
Gm17669;Rpl29;Gm3550,Protein Gm17669;60S ribosomal protein L29;MCG123916,F6QL70;P47915;W4VSN7,F6QL70_MOUSE;RL29_MOUSE;W4VSN7_MOUSE,"cytosolic large ribosomal subunit;extrinsic component of membrane,cytosolic large ribosomal subunit,cytosolic ribosome,polysomal ribosome;cytosolic large ribosomal subunit","cytoplasmic translation;cytoplasmic translation,translation,cell proliferation,cell-substrate adhesion,multicellular organism growth;cytoplasmic translation","structural constituent of ribosome;structural constituent of ribosome,heparin binding;structural constituent of ribosome",5.52E-06,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,22.82434654,33.87944794,52.7914505,58.81281662,52.70207214,51.06115341,83.76171875,35.50069046
C4bp;C4bpa,C4b-binding protein (Fragment);C4b-binding protein,F6QLW4;P08607,F6QLW4_MOUSE;C4BPA_MOUSE,";other organism cell,blood microparticle",";complement activation, classical pathway,innate immune response,positive regulation of protein catabolic process,negative regulation of complement activation, classical pathway",";RNA binding,protein binding",3.61E-19,3,3,2,4,2,4,4,2,3,3,2,4,2,4,4,2,15.04341888,17.71554947,7.116191864,7.307909966,9.091319084,18.18594742,158.5732574,5.611453533
Ide,Insulin-degrading enzyme (Fragment);Insulin-degrading enzyme,F6RPJ9;Q9JHR7,F6RPJ9_MOUSE;IDE_MOUSE,";extracellular space,cytoplasm,mitochondrion,peroxisome,cytosol,plasma membrane,cell surface",";proteolysis,determination of adult lifespan,bradykinin catabolic process,ubiquitin homeostasis,positive regulation of protein oligomerization,beta-amyloid metabolic process,protein homooligomerization,proteolysis involved in cellular protein catabolic process,insulin metabolic process,insulin catabolic process",";metalloendopeptidase activity,receptor binding,ATP binding,zinc ion binding,peptide binding,protein homodimerization activity,insulin binding,Requires Ontology",1.83E-20,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,46.76444626,55.52735901,44.25717545,44.28972626,35.16872025,37.81471634,40.9493866,30.11486435
