PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Dao,D-amino-acid oxidase,A0A0R4J203;P18894,A0A0R4J203_MOUSE;OXDA_MOUSE,";peroxisome,peroxisomal membrane,cytosol,mitochondrial outer membrane",";leucine metabolic process,proline catabolic process,D-serine catabolic process,dopamine biosynthetic process,oxidation-reduction process,D-alanine catabolic process,D-serine metabolic process",";D-amino-acid oxidase activity,receptor binding,protein dimerization activity,cofactor binding,FAD binding",2.82E-43,16,14,16,12,16,15,13,16,16,14,16,12,16,15,13,16,488.1259766,326.1305542,563.7853394,250.7254333,439.1553955,194.9555054,167.6884918,489.0171814
Papola,Poly(A) polymerase alpha;Poly(A) polymerase alpha;Poly(A) polymerase alpha;Poly(A) polymerase alpha;Poly(A) polymerase alpha;Poly(A) polymerase alpha;Isoform 2 of Poly(A) polymerase alpha;Isoform 3 of Poly(A) polymerase alpha;Isoform 4 of Poly(A) polymerase alpha,A0A0R4J244;E9PWC8;E9PZR3;E9QAN2;E9QAY4;Q61183;Q61183-2;Q61183-3;Q61183-4,A0A0R4J244_MOUSE;E9PWC8_MOUSE;E9PZR3_MOUSE;E9QAN2_MOUSE;E9QAY4_MOUSE;PAPOA_MOUSE;PAPOA_MOUSE;PAPOA_MOUSE;PAPOA_MOUSE,";;;;;nucleus,nucleoplasm,cytoplasm;;;",";;;;;mRNA polyadenylation,regulation of mRNA 3'-end processing,RNA polyadenylation;;;",";;;;;magnesium ion binding,RNA binding,polynucleotide adenylyltransferase activity,ATP binding,manganese ion binding;;;",0.009026868,Filtered,2,Filtered,1,Filtered,2,Filtered,Filtered,Filtered,2,Filtered,1,Filtered,2,Filtered,Filtered,Filtered,7.652565002,Filtered,1.235952973,Filtered,4.150551319,Filtered,Filtered
Syncrip,Heterogeneous nuclear ribonucleoprotein Q;Heterogeneous nuclear ribonucleoprotein Q;Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q,A0A0R4J259;Q7TMK9;Q7TMK9-2,A0A0R4J259_MOUSE;HNRPQ_MOUSE;HNRPQ_MOUSE,";nucleoplasm,cytoplasm,endoplasmic reticulum,membrane,intracellular ribonucleoprotein complex,CRD-mediated mRNA stability complex,catalytic step 2 spliceosome,histone pre-mRNA 3'end processing complex,GAIT complex;",";osteoblast differentiation,mRNA processing,RNA splicing,negative regulation of translation,CRD-mediated mRNA stabilization,cellular response to interferon-gamma;",";RNA binding,poly(A) binding;",5.22E-48,16,19,14,20,14,24,19,15,16,19,14,20,14,24,19,15,108.3070221,247.5402527,120.9659805,208.8053589,136.3713074,290.4588013,248.5989685,114.9282608
Ndufa12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,A0A0R4J275;Q7TMF3,A0A0R4J275_MOUSE;NDUAC_MOUSE,";mitochondrion,mitochondrial respiratory chain complex I,cytosol",";response to oxidative stress,mitochondrial ATP synthesis coupled electron transport",";molecular_function,NADH dehydrogenase (ubiquinone) activity,electron carrier activity",2.64E-34,14,14,14,13,14,12,13,15,14,14,14,13,14,12,13,15,212.0587006,115.0912247,170.54599,97.72979736,182.713028,86.02000427,139.866272,215.6307831
Tgm1,Protein-glutamine gamma-glutamyltransferase K,A0A0R4J293;Q9JLF6,A0A0R4J293_MOUSE;TGM1_MOUSE,";cell-cell adherens junction,intrinsic component of membrane,extracellular exosome",";animal organ morphogenesis,positive regulation of keratinocyte proliferation,peptide cross-linking,protein metabolic process,keratinocyte differentiation,keratinization,positive regulation of cell cycle",";protein-glutamine gamma-glutamyltransferase activity,metal ion binding",1.62E-68,12,8,9,9,8,4,5,8,12,8,9,9,8,4,5,8,39.11840057,29.90485001,38.98766708,19.45272827,26.11231232,21.37205696,21.06373978,39.49920654
Kctd12,BTB/POZ domain-containing protein KCTD12,A0A0R4J2B2;Q6WVG3,A0A0R4J2B2_MOUSE;KCD12_MOUSE,";cell junction,presynaptic membrane,receptor complex,postsynaptic membrane,extracellular exosome",";regulation of G-protein coupled receptor protein signaling pathway,protein homooligomerization",";RNA binding,protein binding,identical protein binding",2.77E-46,6,6,6,6,6,7,6,6,6,6,6,6,6,7,6,6,66.73786926,103.9885635,47.11100006,91.48648071,69.01277924,141.2189484,136.6956787,58.07289124
Lcmt1,Protein Lcmt1;Leucine carboxyl methyltransferase 1,A0A0U1RNF2;A2RTH5,A0A0U1RNF2_MOUSE;A2RTH5_MOUSE,cytosol;,"protein methylation,C-terminal protein methylation,regulation of glucose metabolic process,negative regulation of protein complex assembly,regulation of apoptotic process,regulation of mitotic cell cycle spindle assembly checkpoint;","protein C-terminal carboxyl O-methyltransferase activity,protein methyltransferase activity;",0.000650485,1,1,Filtered,1,1,1,1,1,0,1,Filtered,1,1,0,1,1,NaN,13.4570713,Filtered,20.44868088,11.86019421,NaN,21.96138954,21.83447075
Bckdk,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial;[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial;[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (Fragment);[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",A0A0U1RNL7;A0A0U1RPT4;D3Z7R0;O55028,A0A0U1RNL7_MOUSE;A0A0U1RPT4_MOUSE;D3Z7R0_MOUSE;BCKD_MOUSE,";;;mitochondrion,mitochondrial alpha-ketoglutarate dehydrogenase complex",";;;protein phosphorylation,branched-chain amino acid catabolic process,phosphorylation",";;;protein kinase activity,protein serine/threonine kinase activity,ATP binding,[3-methyl-2-oxobutanoate dehydrogenase (acetyl-transferring)] kinase activity",1.81E-07,4,3,4,3,3,4,1,3,4,3,4,3,3,4,1,3,16.02944946,9.32882309,10.00955963,5.948577404,5.840269566,6.858727932,6.845178604,19.64818192
Gatad2b,Transcriptional repressor p66-beta (Fragment);Gatad2b protein;Transcriptional repressor p66-beta;Isoform 2 of Transcriptional repressor p66-beta,A0A0U1RNM2;A1L3S7;Q8VHR5;Q8VHR5-2,A0A0U1RNM2_MOUSE;A1L3S7_MOUSE;P66B_MOUSE;P66B_MOUSE,";;nuclear chromatin,nucleoplasm,nuclear speck,protein complex;",";;transcription, DNA-templated,regulation of transcription, DNA-templated,ATP-dependent chromatin remodeling;",";;transcription factor activity, sequence-specific DNA binding,protein binding,zinc ion binding,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,nucleosomal DNA binding;",0.000843093,Filtered,Filtered,Filtered,1,Filtered,1,Filtered,1,Filtered,Filtered,Filtered,1,Filtered,1,Filtered,1,Filtered,Filtered,Filtered,5.048217773,Filtered,3.040686607,Filtered,7.063986778
Hspbp1,Hsp70-binding protein 1 (Fragment);Hsp70-binding protein 1,A0A0U1RPF2;Q99P31,A0A0U1RPF2_MOUSE;HPBP1_MOUSE,;cellular_component,";positive regulation of protein ubiquitination,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,negative regulation of catalytic activity",;enzyme inhibitor activity,0.000524288,Filtered,2,Filtered,2,Filtered,1,Filtered,Filtered,Filtered,2,Filtered,2,Filtered,1,Filtered,Filtered,Filtered,4.40721035,Filtered,4.485900879,Filtered,3.352416039,Filtered,Filtered
Tsen34,tRNA-splicing endonuclease subunit Sen34;tRNA-splicing endonuclease subunit Sen34;tRNA-splicing endonuclease subunit Sen34;Isoform 2 of tRNA-splicing endonuclease subunit Sen34,A0A0U1RPF7;H7BX14;Q8BMZ5;Q8BMZ5-2,A0A0U1RPF7_MOUSE;H7BX14_MOUSE;SEN34_MOUSE;SEN34_MOUSE,";;tRNA-intron endonuclease complex,nucleus,nucleolus;",";;tRNA-type intron splice site recognition and cleavage,mRNA processing,RNA phosphodiester bond hydrolysis, endonucleolytic;",";;tRNA-intron endonuclease activity,protein binding,lyase activity;",1.09E-05,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,6.508680344,20.53608513,1.138444543,9.358572006,3.149308443,11.84210587,14.79742813,11.91102123
Emc10,ER membrane protein complex subunit 10;ER membrane protein complex subunit 10;ER membrane protein complex subunit 10;Isoform 2 of ER membrane protein complex subunit 10,A0A0X1KG66;A0A0X1KG67;Q3TAS6;Q3TAS6-2,A0A0X1KG66_MOUSE;A0A0X1KG67_MOUSE;EMC10_MOUSE;EMC10_MOUSE,";;extracellular region,integral component of membrane,ER membrane protein complex;",;;biological_process;,;;molecular_function;,3.15E-05,1,1,1,2,1,1,1,1,1,1,1,2,0,1,1,0,8.94524765,8.7861166,4.497694969,17.53570747,NaN,12.29459381,34.58714294,NaN
Bub3,Mitotic checkpoint protein BUB3,A0A140LHA2;Q9WVA3,A0A140LHA2_MOUSE;BUB3_MOUSE,";kinetochore,condensed chromosome kinetochore,nucleoplasm,mitotic checkpoint complex,bub1-bub3 complex",";mitotic sister chromatid segregation,chromosome segregation,mitotic spindle assembly checkpoint,attachment of spindle microtubules to kinetochore,cell division,meiotic cell cycle,regulation of chromosome segregation",;ubiquitin binding,8.92E-07,3,10,4,9,2,10,8,2,3,10,4,9,2,10,8,2,31.27946472,59.43259811,21.06776428,61.19485474,43.87708282,67.32759857,66.49320984,15.79018021
Spcs2,"Signal peptidase complex subunit 2;Signal peptidase complex subunit 2;Signal peptidase complex subunit 2 (Fragment);MCG7038, isoform CRA_a;Signal peptidase complex subunit 2",A0A140LHG8;A0A140LHR3;A0A140LJ01;A0A140LJG6;Q9CYN2,A0A140LHG8_MOUSE;A0A140LHR3_MOUSE;A0A140LJ01_MOUSE;A0A140LJG6_MOUSE;SPCS2_MOUSE,";;;;signal peptidase complex,integral component of membrane,organelle membrane",";;;;signal peptide processing,protein targeting to ER",;;;;peptidase activity,1.82E-20,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,18.53278732,43.62913132,20.27675629,34.00880814,29.48547745,50.0702095,35.25836945,27.16855812
Sirt2,NAD-dependent protein deacetylase sirtuin-2;NAD-dependent protein deacetylase sirtuin-2;Isoform 2 of NAD-dependent protein deacetylase sirtuin-2;Isoform 3 of NAD-dependent protein deacetylase sirtuin-2,A0A140LHL5;Q8VDQ8;Q8VDQ8-2;Q8VDQ8-3,A0A140LHL5_MOUSE;SIR2_MOUSE;SIR2_MOUSE;SIR2_MOUSE,";nucleus,chromosome,nuclear heterochromatin,nucleolus,cytoplasm,mitochondrion,centrosome,centriole,spindle,cytosol,microtubule,plasma membrane,growth cone,midbody,paranodal junction,paranode region of axon,perikaryon,myelin sheath,lateral loop,Schmidt-Lanterman incisure,juxtaparanode region of axon,perinuclear region of cytoplasm,mitotic spindle,meiotic spindle,glial cell projection;;",";negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,protein deacetylation,autophagy,negative regulation of cell proliferation,negative regulation of autophagy,negative regulation of peptidyl-threonine phosphorylation,phosphatidylinositol 3-kinase signaling,histone deacetylation,substantia nigra development,myelination in peripheral nervous system,regulation of myelination,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,cellular response to oxidative stress,peptidyl-lysine deacetylation,cellular response to hepatocyte growth factor stimulus,negative regulation of protein catabolic process,proteasome-mediated ubiquitin-dependent protein catabolic process,positive regulation of DNA binding,protein kinase B signaling,cellular lipid catabolic process,regulation of fat cell differentiation,negative regulation of fat cell differentiation,positive regulation of meiotic nuclear division,negative regulation of striated muscle tissue development,negative regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,hepatocyte growth factor receptor signaling pathway,cell division,meiotic cell cycle,regulation of cell cycle,positive regulation of cell division,positive regulation of attachment of spindle microtubules to kinetochore,negative regulation of transcription from RNA polymerase II promoter in response to hypoxia,cellular response to caloric restriction,negative regulation of oligodendrocyte progenitor proliferation,histone H3 deacetylation,histone H4 deacetylation,cellular response to molecule of bacterial origin,cellular response to hypoxia,cellular response to epinephrine stimulus,tubulin deacetylation,positive regulation of execution phase of apoptosis,positive regulation of oocyte maturation,negative regulation of NLRP3 inflammasome complex assembly,negative regulation of defense response to bacterium,ripoptosome assembly involved in necroptotic process,negative regulation of reactive oxygen species metabolic process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process involved in cellular response to hypoxia;;",";chromatin binding,histone deacetylase activity,protein binding,transcription factor binding,zinc ion binding,NAD-dependent histone deacetylase activity,protein deacetylase activity,NAD-dependent protein deacetylase activity,histone acetyltransferase binding,histone deacetylase binding,tubulin deacetylase activity,ubiquitin binding,NAD-dependent histone deacetylase activity (H4-K16 specific),beta-tubulin binding,NAD+ binding;;",0.000888056,1,1,1,1,Filtered,2,1,1,1,1,1,1,Filtered,2,1,1,13.84034538,18.51953316,7.83613348,14.83176231,Filtered,25.8019371,23.89293671,17.55199432
Pnpla6,Neuropathy target esterase;Neuropathy target esterase;Neuropathy target esterase;Isoform 2 of Neuropathy target esterase;Isoform 3 of Neuropathy target esterase,A0A140LHU9;A0A140LI54;Q3TRM4;Q3TRM4-2;Q3TRM4-3,A0A140LHU9_MOUSE;A0A140LI54_MOUSE;PLPL6_MOUSE;PLPL6_MOUSE;PLPL6_MOUSE,";;endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane;;",";;angiogenesis,animal organ morphogenesis,lipid catabolic process,phosphatidylcholine metabolic process;;",";;lysophospholipase activity,carboxylic ester hydrolase activity;;",2.38E-16,2,3,4,4,3,2,Filtered,3,2,3,4,4,3,2,Filtered,3,6.568554401,8.191098213,4.763997078,7.650670528,7.632019043,12.51200962,Filtered,11.18762207
Coq7,"5-demethoxyubiquinone hydroxylase, mitochondrial;5-demethoxyubiquinone hydroxylase, mitochondrial;5-demethoxyubiquinone hydroxylase, mitochondrial",A0A140LIF0;P97478;Q3TYT1,A0A140LIF0_MOUSE;COQ7_MOUSE;Q3TYT1_MOUSE,";nucleus,mitochondrion,mitochondrial inner membrane;",";negative regulation of transcription from RNA polymerase II promoter,age-dependent response to oxidative stress,in utero embryonic development,neural tube formation,ubiquinone biosynthetic process,response to oxidative stress,determination of adult lifespan,neurogenesis,respiratory electron transport chain,cellular response to oxidative stress,mitochondrial ATP synthesis coupled electron transport,positive regulation of transcription from RNA polymerase II promoter,mitochondrion morphogenesis,regulation of reactive oxygen species metabolic process;",";chromatin binding,monooxygenase activity,metal ion binding;",0.004302632,3,2,2,1,Filtered,1,Filtered,1,3,2,2,1,Filtered,1,Filtered,1,12.39868259,2.372377634,12.5039444,8.164650917,Filtered,6.740864277,Filtered,17.54573631
Cox7a1,"Cytochrome c oxidase subunit 7A1, mitochondrial;Cytochrome c oxidase subunit 7A1, mitochondrial",A0A140LIU4;P56392,A0A140LIU4_MOUSE;CX7A1_MOUSE,";mitochondrion,mitochondrial respiratory chain,integral component of membrane",;hydrogen ion transmembrane transport,;cytochrome-c oxidase activity,2.87E-35,3,2,3,1,2,1,1,2,3,2,3,1,2,1,1,2,138.8390198,28.59910011,153.7577972,34.62140274,84.59119415,18.69776535,23.5061264,147.6177368
Cd81,CD81 antigen (Fragment);CD81 antigen,A0A140LJL0;P35762,A0A140LJL0_MOUSE;CD81_MOUSE,";immunological synapse,integral component of plasma membrane,focal adhesion,membrane,basolateral plasma membrane,vesicle,extracellular exosome",";activation of MAPK activity,cell surface receptor signaling pathway,protein localization,positive regulation of cell proliferation,positive regulation of cell growth,positive regulation of B cell proliferation,receptor internalization,regulation of protein stability,positive regulation of 1-phosphatidylinositol 4-kinase activity,positive regulation of transcription from RNA polymerase II promoter,viral entry into host cell,positive regulation of peptidyl-tyrosine phosphorylation,protein localization to lysosome,cellular response to low-density lipoprotein particle stimulus,positive regulation of protein catabolic process in the vacuole,regulation of cell motility",";virus receptor activity,protein binding,MHC class II protein complex binding,transferrin receptor binding",1.39E-43,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,72.46080017,45.1125145,70.81602478,44.89230347,46.48268127,32.56404877,78.19691467,64.06777954
Pi4ka,Phosphatidylinositol 4-kinase alpha,A0A140T8I9;E9Q3L2,A0A140T8I9_MOUSE;PI4KA_MOUSE,";cytoplasm,plasma membrane,focal adhesion,membrane,viral replication complex,extracellular exosome",";phosphorylation,actin cytoskeleton organization,viral RNA genome replication,multi-organism membrane organization,viral replication complex formation and maintenance,phosphatidylinositol phosphorylation,phosphatidylinositol-mediated signaling",";1-phosphatidylinositol 4-kinase activity,ATP binding,kinase activity,cadherin binding",0.002739352,Filtered,2,1,2,2,3,Filtered,2,Filtered,2,1,2,2,3,Filtered,2,Filtered,11.40930843,12.64819431,11.90799618,9.43798542,2.762892723,Filtered,12.4971056
Hebp1,Heme binding protein 1;Heme-binding protein 1,A0A140T8J4;Q9R257,A0A140T8J4_MOUSE;HEBP1_MOUSE,";cytoplasm,mitochondrion,cytosol,extracellular exosome",;heme metabolic process,;heme binding,1.11E-28,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,31.32891083,36.38311005,30.94652176,40.22912979,38.91769409,26.43191528,19.1039257,30.61040306
Rpl36-ps3;Rpl36,60S ribosomal protein L36,A0A140T8K6;Q6ZWZ4,A0A140T8K6_MOUSE;Q6ZWZ4_MOUSE,;,;,;,1.44E-39,3,4,3,5,3,4,3,3,3,4,3,5,3,4,3,3,221.5618286,350.0724792,230.1119995,279.2044067,217.9725952,346.1038818,271.4352722,213.1217957
Rpl23a-ps3;Rpl23a,Protein Rpl23a-ps3;60S ribosomal protein L23a,A0A140T8M7;P62751,A0A140T8M7_MOUSE;RL23A_MOUSE,"nucleolus,cytosolic large ribosomal subunit,extracellular exosome;nucleus,cytosolic large ribosomal subunit,TORC2 complex","translation,cell proliferation;ribosomal large subunit assembly,translation,biological_process","RNA binding,structural constituent of ribosome,cadherin binding;RNA binding,structural constituent of ribosome,protein binding,rRNA binding",6.87E-83,7,9,9,7,7,8,7,7,7,9,9,7,7,8,7,7,132.4546814,157.1212158,112.776268,158.7059174,117.7716293,152.155426,197.8057709,117.1672592
Igkv6-32,Protein Igkv6-32 (Fragment),A0A140T8N9,A0A140T8N9_MOUSE,,,,0.000370342,Filtered,1,Filtered,1,Filtered,1,2,Filtered,Filtered,1,Filtered,1,Filtered,1,2,Filtered,Filtered,16.49058914,Filtered,21.65978622,Filtered,19.65437317,93.01413727,Filtered
Rpl9-ps6;Rpl9,Protein Rpl9-ps6;60S ribosomal protein L9,A0A140T8T4;P51410,A0A140T8T4_MOUSE;RL9_MOUSE,"ribosome;nucleus,focal adhesion,membrane,cytosolic large ribosomal subunit,extracellular matrix","translation;cytoplasmic translation,translation","structural constituent of ribosome,rRNA binding;RNA binding,structural constituent of ribosome,rRNA binding",3.02E-22,9,10,7,12,7,12,10,6,9,10,7,12,7,12,10,6,100.5627518,141.8790131,102.4533539,160.0564423,109.663681,174.8915253,161.3649445,78.87277222
Fabp3-ps1;Fabp3,"Protein Fabp3-ps1;Fatty acid-binding protein, heart",A0A140T8V1;P11404,A0A140T8V1_MOUSE;FABPH_MOUSE,";extracellular space,cytosol,sarcoplasm,extracellular exosome",";fatty acid metabolic process,response to insulin,response to drug,cholesterol homeostasis,long-chain fatty acid import,regulation of fatty acid oxidation,phospholipid homeostasis,response to fatty acid,positive regulation of phospholipid biosynthetic process,regulation of phosphatidylcholine biosynthetic process",";long-chain fatty acid transporter activity,cytoskeletal protein binding,long-chain fatty acid binding,icosatetraenoic acid binding,oleic acid binding",2.06E-48,7,7,9,8,9,8,6,8,7,7,9,8,9,8,6,8,898.1311646,405.4112549,800.6382446,492.4172058,789.5078125,410.1300964,84.04823303,855.6755371
