PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.UniProtIds,PG.BiologicalProcess,PG.CellularComponent,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Dab2,Disabled homolog 2;Disabled homolog 2;Disabled homolog 2;Disabled homolog 2;Isoform p93 of Disabled homolog 2;Isoform p67 of Disabled homolog 2;Disabled homolog 2,A0A0R4J104_MOUSE;E9PX84_MOUSE;E9QL31_MOUSE;DAB2_MOUSE;DAB2_MOUSE;DAB2_MOUSE;Q3TRE6_MOUSE,A0A0R4J104;E9PX84;E9QL31;P98078;P98078-2;P98078-3;Q3TRE6,";;;cell morphogenesis involved in differentiation,in utero embryonic development,positive regulation of receptor recycling,positive regulation of protein phosphorylation,positive regulation of receptor internalization,receptor-mediated endocytosis,pinocytosis,apoptotic process,activation of JUN kinase activity,endoderm development,excretion,positive regulation of epithelial to mesenchymal transition,positive regulation of pathway-restricted SMAD protein phosphorylation,protein transport,Wnt signaling pathway,myeloid cell differentiation,positive regulation of cell migration,positive regulation of transforming growth factor beta receptor signaling pathway,negative regulation of protein binding,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of transcription elongation from RNA polymerase II promoter,leading edge cell differentiation,negative regulation of apoptotic process,positive regulation of cell adhesion,positive regulation of endocytosis,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,clathrin coat assembly,positive regulation of SMAD protein import into nucleus,negative regulation of androgen receptor signaling pathway,cellular response to transforming growth factor beta stimulus,negative regulation of canonical Wnt signaling pathway,positive regulation of substrate adhesion-dependent cell spreading,negative regulation of protein localization to plasma membrane,positive regulation of Wnt signaling pathway, planar cell polarity pathway,positive regulation of clathrin-dependent endocytosis,positive regulation of early endosome to late endosome transport,positive regulation of integrin-mediated signaling pathway,negative regulation of extrinsic apoptotic signaling pathway;;;",";;;fibrillar center,nucleus,nucleolus,cytoplasm,plasma membrane,clathrin-coated pit,focal adhesion,apical plasma membrane,clathrin coat of coated pit,clathrin-coated vesicle,clathrin-coated vesicle membrane,intracellular membrane-bounded organelle,extracellular exosome,transforming growth factor beta receptor homodimeric complex;;;",";;;integrin binding,protein binding,phosphatidylinositol-4,5-bisphosphate binding,protein C-terminus binding,clathrin binding,phosphatidylinositol binding,AP-2 adaptor complex binding,clathrin adaptor activity,cargo receptor activity,SMAD binding;;;",0,17,17,17,13,17,17,17,0,17,17,17,17,17,17,17,17,193.339019775391,233.787048339844,233.941680908203,47.6935195922852,224.650115966797,234.715423583984,218.260040283203,5.75344514846802
Apeh,Acylamino-acid-releasing enzyme (Fragment);Acylamino-acid-releasing enzyme;Isoform 2 of Acylamino-acid-releasing enzyme,A0A0R4J107_MOUSE;APEH_MOUSE;APEH_MOUSE,A0A0R4J107;Q8R146;Q8R146-2,";proteolysis,beta-amyloid metabolic process;",";cytosol,nuclear membrane,extracellular exosome;",";RNA binding,serine-type endopeptidase activity,omega peptidase activity,identical protein binding;",0,19,16,19,14,19,18,19,0,19,19,19,19,19,19,19,19,124.069313049316,69.2998962402344,144.87141418457,38.6977043151855,126.358932495117,79.0366058349609,125.300735473633,15.2284851074219
Cyfip1;Cyfip2;Cyfip1;Cyfip1,Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2;Cytoplasmic FMR1-interacting protein 1;Isoform 2 of Cytoplasmic FMR1-interacting protein 1,A0A0R4J119_MOUSE;CYFP2_MOUSE;CYFP1_MOUSE;CYFP1_MOUSE,A0A0R4J119;Q5SQX6;Q7TMB8;Q7TMB8-2,";apoptotic process,neuron projection development,positive regulation of proteolysis,positive regulation of neurotrophin TRK receptor signaling pathway,activation of cysteine-type endopeptidase activity,dendrite extension,cell-cell adhesion;regulation of translation,regulation of cell shape,Rac protein signal transduction,lamellipodium assembly,neuron projection development,ruffle organization,cellular response to insulin stimulus,positive regulation of axon extension,axon extension,cognition,positive regulation of neurotrophin TRK receptor signaling pathway,response to electrical stimulus,dendrite extension,modification of synaptic structure,positive regulation of dendrite development,positive regulation of ruffle assembly,negative regulation of synaptic vesicle recycling,positive regulation of Arp2/3 complex-mediated actin nucleation;",";nucleus,cytoplasm,membrane,cell junction,neuron projection,synapse,perinuclear region of cytoplasm,extracellular exosome;ruffle,mRNA cap binding complex,focal adhesion,lamellipodium,SCAR complex,filopodium tip,neuron projection,neuronal cell body,terminal bouton,dendritic spine,dendritic growth cone,axonal growth cone,perinuclear region of cytoplasm,excitatory synapse,extracellular exosome,Requires Ontology;",";protein binding;RNA 7-methylguanosine cap binding,protein binding,profilin binding,protein complex binding,Rac GTPase binding,actin filament binding;",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,30.5744876861572,49.5382461547852,30.1453609466553,51.6379776000977,27.6025485992432,36.0411834716797,32.6743087768555,1.73186004161835
Arsb,Arylsulfatase B,A0A0R4J138_MOUSE;ARSB_MOUSE,A0A0R4J138;P50429,";metabolic process,regulation of epithelial cell migration,positive regulation of neuron projection development,colon epithelial cell migration",";lysosome,cell surface,extracellular exosome",";N-acetylgalactosamine-4-sulfatase activity,arylsulfatase activity,metal ion binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,31.8425922393799,28.231632232666,31.4837512969971,27.502613067627,31.3984603881836,26.7511291503906,37.8141479492188,4.49467515945435
Cluh,Clustered mitochondria protein homolog,A0A0R4J140_MOUSE;CLU_MOUSE,A0A0R4J140;Q5SW19,";mitochondrion organization,intracellular distribution of mitochondria",;cytoplasm,;mRNA binding,0,11,11,11,11,11,11,11,0,11,11,11,11,11,11,11,11,23.4734401702881,24.6902389526367,26.7425765991211,12.5885286331177,26.714469909668,17.9940223693848,25.3996448516846,4.43099641799927
Osbpl8,Oxysterol-binding protein;Oxysterol-binding protein-related protein 8,A0A0R4J150_MOUSE;OSBL8_MOUSE,A0A0R4J150;B9EJ86,";negative regulation of sequestering of triglyceride,phospholipid transport,negative regulation of cell migration,activation of protein kinase B activity,fat cell differentiation,positive regulation of insulin receptor signaling pathway,positive regulation of protein kinase B signaling,protein localization to nuclear pore,positive regulation of glucose import in response to insulin stimulus",";endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane,nuclear membrane,cortical endoplasmic reticulum",";phosphatidylserine binding,protein binding,phospholipid transporter activity,cholesterol binding,phosphatidylinositol-4-phosphate binding",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,26.1725063323975,22.3549537658691,24.4326019287109,12.0514049530029,25.5929393768311,14.6255350112915,22.4152126312256,0.99863338470459
Nat8f3;Nat8f7;Cml3,Protein Nat8f3;Protein Nat8f7;Probable N-acetyltransferase CML3,A0A0R4J157_MOUSE;E0CYR6_MOUSE;CMLO3_MOUSE,A0A0R4J157;E0CYR6;Q9JIY8,";histone acetylation,histone H4 acetylation;gastrulation with mouth forming second,axis elongation,negative regulation of cell adhesion,histone acetylation,histone H4 acetylation",";nucleus,integral component of membrane,nuclear membrane;nucleus,endoplasmic reticulum,Golgi apparatus,integral component of membrane,nuclear membrane,extracellular space",";H4 histone acetyltransferase activity;N-acetyltransferase activity,H4 histone acetyltransferase activity",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,237.674591064453,98.2347869873047,220.322860717773,134.613143920898,185.177597045898,78.302978515625,205.853820800781,1.56344163417816
Glyctk,Glycerate kinase,A0A0R4J1H2_MOUSE,A0A0R4J1H2,,,,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,28.5902881622314,17.4583339691162,30.5826930999756,7.25358390808105,32.5214805603027,18.4151935577393,30.26926612854,3.52968311309814
Slc22a12,"Solute carrier family 22 (Organic anion/cation transporter), member 12, isoform CRA_b;Solute carrier family 22 member 12",A0A0R4J1I9_MOUSE;S22AC_MOUSE,A0A0R4J1I9;Q8CFZ5,";inorganic anion transport,urate transport,response to drug,sodium-independent organic anion transport,urate metabolic process,organic acid transmembrane transport",";plasma membrane,integral component of plasma membrane,integral component of membrane,apical plasma membrane,brush border membrane,extracellular exosome",";inorganic anion exchanger activity,protein binding,urate transmembrane transporter activity,sodium-independent organic anion transmembrane transporter activity,PDZ domain binding",0,7,7,7,5,7,7,7,0,7,7,7,7,7,7,7,7,52.6541404724121,37.1369705200195,79.5716934204102,9.83718681335449,69.917106628418,22.164436340332,39.7262115478516,4.22487592697144
Ank1,"Ankyrin-1;Ank1 protein;Ankyrin-1;Ankyrin-1;Ankyrin-1;Ankyrin 1, erythroid;Ankyrin-1;Ankyrin-1;Isoform Br2 of Ankyrin-1;Isoform Er3 of Ankyrin-1;Isoform Br4 of Ankyrin-1;Isoform 5 of Ankyrin-1;Isoform 6 of Ankyrin-1;Ank1 protein",A0A0R4J1N7_MOUSE;B7ZW98_MOUSE;D3YTV8_MOUSE;D3Z5M4_MOUSE;E9QNT8_MOUSE;G5E8J2_MOUSE;G8JL84_MOUSE;ANK1_MOUSE;ANK1_MOUSE;ANK1_MOUSE;ANK1_MOUSE;ANK1_MOUSE;ANK1_MOUSE;Q0VGY9_MOUSE,A0A0R4J1N7;B7ZW98;D3YTV8;D3Z5M4;E9QNT8;G5E8J2;G8JL84;Q02357;Q02357-2;Q02357-3;Q02357-4;Q02357-5;Q02357-6;Q0VGY9,";;;;;;;porphyrin-containing compound biosynthetic process,ER to Golgi vesicle-mediated transport,signal transduction,monovalent inorganic cation transport,erythrocyte development,iron ion homeostasis,protein localization to plasma membrane;;;;;;",";;;;;;;plasma membrane,spectrin-associated cytoskeleton,membrane,sarcoplasmic reticulum,cortical cytoskeleton;;;;;;",";;;;;;;cytoskeletal adaptor activity,enzyme binding,spectrin binding,ATPase binding;;;;;;",0,3,0,1,3,3,1,3,0,3,3,3,3,3,3,3,3,4.12631559371948,1.84211981296539,1.47551918029785,11.6398496627808,5.09379863739014,2.84418535232544,6.13921594619751,3.12258911132813
Tfam,"Transcription factor A, mitochondrial;Transcription factor A, mitochondrial;Isoform Nuclear of Transcription factor A, mitochondrial",A0A0R4J1N9_MOUSE;TFAM_MOUSE;TFAM_MOUSE,A0A0R4J1N9;P40630;P40630-2,";transcription from mitochondrial promoter,transcription initiation from mitochondrial promoter,mitochondrial respiratory chain complex assembly,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter;",";nucleus,transcription factor complex,mitochondrion,mitochondrial nucleoid;",";RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcription coactivator binding,chromatin binding,transcription factor activity, sequence-specific DNA binding,RNA binding,DNA binding, bending,heat shock protein binding,mitochondrial light strand promoter sense binding;",0,3,3,3,2,3,1,3,0,3,3,3,3,3,3,3,3,9.72965908050537,9.87091636657715,11.8434181213379,6.60918712615967,12.7614135742188,7.09207201004028,9.60949325561523,2.59599375724792
Sorbs2,Sorbin and SH3 domain-containing protein 2;Sorbin and SH3 domain-containing protein 2;Sorbin and SH3 domain-containing protein 2;Isoform 3 of Sorbin and SH3 domain-containing protein 2;Isoform 4 of Sorbin and SH3 domain-containing protein 2,A0A0R4J1W0_MOUSE;B7ZWM6_MOUSE;SRBS2_MOUSE;SRBS2_MOUSE;SRBS2_MOUSE,A0A0R4J1W0;B7ZWM6;Q3UTJ2;Q3UTJ2-3;Q3UTJ2-4,";;actin filament organization,Notch signaling pathway;;",";;cytoskeleton,plasma membrane,focal adhesion,apical plasma membrane,Z disc,lamellipodium,perinuclear region of cytoplasm;;",";;RNA binding,protein domain specific binding,protein dimerization activity;;",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,8.60580635070801,13.7182102203369,8.75615310668945,8.98254299163818,4.01522302627563,9.41398334503174,5.00740623474121,1.24233424663544
Txndc5,Thioredoxin domain-containing protein 5,A0A0R4J1Y7_MOUSE;E9PXX7_MOUSE;TXND5_MOUSE,A0A0R4J1Y7;E9PXX7;Q91W90,";;protein folding,response to endoplasmic reticulum stress,apoptotic cell clearance,cell redox homeostasis",";;endoplasmic reticulum lumen,extracellular exosome",;;protein disulfide isomerase activity,0,7,7,7,7,6,7,7,0,7,7,7,7,7,7,7,7,31.3652687072754,80.986686706543,23.488037109375,89.6000137329102,25.2913093566895,66.1844635009766,37.683422088623,5.42017316818237
Tmem33,Transmembrane protein 33,A0A0R4J1Z3_MOUSE;TMM33_MOUSE,A0A0R4J1Z3;Q9CR67,";cellular protein localization,response to endoplasmic reticulum stress,nuclear pore complex assembly,endoplasmic reticulum tubular network organization,regulation of endoplasmic reticulum tubular network organization,positive regulation of IRE1-mediated unfolded protein response,positive regulation of PERK-mediated unfolded protein response",";nuclear envelope,nuclear pore,endoplasmic reticulum,endoplasmic reticulum membrane,integral component of endoplasmic reticulum membrane,melanosome,extracellular exosome",";protein binding,structural constituent of nuclear pore",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,16.9676151275635,17.9844188690186,22.3622913360596,32.286865234375,22.0573348999023,12.0994176864624,20.527006149292,3.41747426986694
Dao,D-amino-acid oxidase,A0A0R4J203_MOUSE;OXDA_MOUSE,A0A0R4J203;P18894,";leucine metabolic process,proline catabolic process,D-serine catabolic process,dopamine biosynthetic process,oxidation-reduction process,D-alanine catabolic process,D-serine metabolic process",";peroxisome,peroxisomal membrane,cytosol,mitochondrial outer membrane",";D-amino-acid oxidase activity,receptor binding,protein dimerization activity,cofactor binding,FAD binding",0,11,10,11,10,11,11,11,1,11,11,11,11,11,11,11,11,281.770172119141,189.522720336914,331.696746826172,114.51993560791,314.070251464844,162.368850708008,246.563598632813,18.290563583374
Syncrip,Heterogeneous nuclear ribonucleoprotein Q;Heterogeneous nuclear ribonucleoprotein Q;Heterogeneous nuclear ribonucleoprotein Q;Heterogeneous nuclear ribonucleoprotein Q;Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q,A0A0R4J259_MOUSE;G3UZI2_MOUSE;G3V018_MOUSE;HNRPQ_MOUSE;HNRPQ_MOUSE,A0A0R4J259;G3UZI2;G3V018;Q7TMK9;Q7TMK9-2,";;;osteoblast differentiation,mRNA processing,RNA splicing,negative regulation of translation,CRD-mediated mRNA stabilization,cellular response to interferon-gamma;",";;;nucleoplasm,cytoplasm,endoplasmic reticulum,membrane,intracellular ribonucleoprotein complex,CRD-mediated mRNA stability complex,catalytic step 2 spliceosome,histone pre-mRNA 3'end processing complex,GAIT complex;",";;;RNA binding,poly(A) binding;",0,14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,90.4059982299805,210.291305541992,76.2108993530273,216.650527954102,77.6637878417969,187.838684082031,94.0372619628906,7.8104510307312
Ndufa12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,A0A0R4J275_MOUSE;NDUAC_MOUSE,A0A0R4J275;Q7TMF3,";response to oxidative stress,mitochondrial ATP synthesis coupled electron transport",";mitochondrion,mitochondrial respiratory chain complex I,cytosol",";molecular_function,NADH dehydrogenase (ubiquinone) activity,electron carrier activity",0,11,11,11,11,11,11,11,0,11,11,11,11,11,11,11,11,141.624557495117,77.6182022094727,125.323135375977,88.1383590698242,137.328887939453,67.7998352050781,133.446395874023,3.46101641654968
Tgm1,Protein-glutamine gamma-glutamyltransferase K,A0A0R4J293_MOUSE;TGM1_MOUSE,A0A0R4J293;Q9JLF6,";animal organ morphogenesis,positive regulation of keratinocyte proliferation,peptide cross-linking,protein metabolic process,keratinocyte differentiation,keratinization,positive regulation of cell cycle",";cell-cell adherens junction,intrinsic component of membrane,extracellular exosome",";protein-glutamine gamma-glutamyltransferase activity,metal ion binding",0,5,4,5,4,5,5,5,0,5,5,5,5,5,5,5,5,4.11157655715942,3.6438353061676,5.25413608551025,3.07713317871094,5.46586561203003,5.43204116821289,5.15757274627686,2.76865363121033
Kctd12,BTB/POZ domain-containing protein KCTD12,A0A0R4J2B2_MOUSE;KCD12_MOUSE,A0A0R4J2B2;Q6WVG3,";regulation of G-protein coupled receptor protein signaling pathway,protein homooligomerization",";cell junction,presynaptic membrane,receptor complex,postsynaptic membrane,extracellular exosome",";RNA binding,protein binding,identical protein binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,12.0105142593384,30.3309364318848,8.98193836212158,34.2957534790039,11.7123870849609,30.9217834472656,15.7559432983398,2.21972894668579
Mat2a,S-adenosylmethionine synthase;S-adenosylmethionine synthase;S-adenosylmethionine synthase isoform type-2,A0A0U1RNK6_MOUSE;A0A0U1RNT6_MOUSE;METK2_MOUSE,A0A0U1RNK6;A0A0U1RNT6;Q3THS6,";;S-adenosylmethionine biosynthetic process,one-carbon metabolic process,protein hexamerization,protein heterooligomerization,cellular response to leukemia inhibitory factor",";;cytosol,methionine adenosyltransferase complex",";;methionine adenosyltransferase activity,ATP binding,identical protein binding,metal ion binding",0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,66.583625793457,94.3356399536133,77.5081481933594,53.4861488342285,70.9226379394531,70.0830535888672,63.6066055297852,5.57513666152954
Cdipt,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,A0A0U1RP13_MOUSE;CDIPT_MOUSE,A0A0U1RP13;Q8VDP6,";phosphatidylinositol biosynthetic process,CDP-diacylglycerol metabolic process",";Golgi membrane,endoplasmic reticulum membrane,Golgi apparatus,plasma membrane,membrane,integral component of membrane",";CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity,diacylglycerol binding,manganese ion binding,carbohydrate binding,alcohol binding",0,2,2,2,1,2,2,2,0,2,2,2,2,2,2,2,2,17.1033687591553,12.8965215682983,9.76507949829102,10.7011041641235,9.24120330810547,11.1313047409058,6.82021903991699,1.60327863693237
Ap2s1,AP-2 complex subunit sigma,A0A0U1RPS0_MOUSE;AP2S1_MOUSE,A0A0U1RPS0;P62743,";intracellular protein transport,endocytosis",;AP-2 adaptor complex,";protein binding,protein transporter activity",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,117.113586425781,156.236724853516,94.9407958984375,200.936599731445,105.448127746582,149.562591552734,114.573875427246,0.889962077140808
Mcee,"Methylmalonyl CoA epimerase, isoform CRA_c;Methylmalonyl-CoA epimerase, mitochondrial",A0A0U1RQ27_MOUSE;MCEE_MOUSE,A0A0U1RQ27;Q9D1I5,;L-methylmalonyl-CoA metabolic process,;mitochondrion,";methylmalonyl-CoA epimerase activity,metal ion binding",0,1,1,1,1,2,1,2,0,2,2,2,2,2,2,2,2,72.741096496582,46.4930839538574,72.4164962768555,33.26220703125,77.2322769165039,23.926233291626,44.4799385070801,1.09371829032898
Bub3,Mitotic checkpoint protein BUB3,A0A140LHA2_MOUSE;BUB3_MOUSE,A0A140LHA2;Q9WVA3,";mitotic sister chromatid segregation,chromosome segregation,mitotic spindle assembly checkpoint,attachment of spindle microtubules to kinetochore,cell division,meiotic cell cycle,regulation of chromosome segregation",";kinetochore,condensed chromosome kinetochore,nucleoplasm,mitotic checkpoint complex,bub1-bub3 complex",;ubiquitin binding,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,12.0021486282349,27.4672069549561,8.64204025268555,46.4076385498047,10.1087532043457,35.2134475708008,11.0580224990845,4.10252237319946
Eif3k,Eukaryotic translation initiation factor 3 subunit K,A0A140LJ59_MOUSE;EIF3K_MOUSE,A0A140LJ59;Q9DBZ5,";translational initiation,regulation of translational initiation",";nucleus,cytosol,eukaryotic translation initiation factor 3 complex,membrane,extracellular exosome",";RNA binding,ribosome binding,translation initiation factor activity",0,2,2,1,2,2,2,1,0,2,2,2,2,2,2,2,2,10.8393316268921,29.5263385772705,12.9215793609619,31.2628803253174,10.9261150360107,20.9579830169678,9.48721027374268,1.50107669830322
Pi4ka,Phosphatidylinositol 4-kinase alpha,A0A140T8I9_MOUSE;PI4KA_MOUSE,A0A140T8I9;E9Q3L2,";phosphorylation,actin cytoskeleton organization,viral RNA genome replication,multi-organism membrane organization,viral replication complex formation and maintenance,phosphatidylinositol phosphorylation,phosphatidylinositol-mediated signaling",";cytoplasm,plasma membrane,focal adhesion,membrane,viral replication complex,extracellular exosome",";1-phosphatidylinositol 4-kinase activity,ATP binding,kinase activity,cadherin binding",0,1,2,1,2,2,2,1,0,2,2,2,2,2,2,2,2,9.50799942016602,7.39994382858276,6.68286228179932,3.53281474113464,9.42051410675049,7.3539400100708,3.24103879928589,1.43406820297241
