PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
5.43E-86,Gpx1,Glutathione peroxidase 1,P11352,GPX1_MOUSE,"cytoplasm,mitochondrion,cytosol,extracellular exosome,Lewy body","response to reactive oxygen species,temperature homeostasis,endothelial cell development,negative regulation of inflammatory response to antigenic stimulus,lipid metabolic process,triglyceride metabolic process,glutathione metabolic process,apoptotic process,response to oxidative stress,sensory perception of sound,cell proliferation,intrinsic apoptotic signaling pathway in response to oxidative stress,response to xenobiotic stimulus,response to symbiotic bacterium,response to wounding,response to toxic substance,UV protection,response to selenium ion,response to gamma radiation,myotube differentiation,protein oxidation,response to hydroperoxide,regulation of mammary gland epithelial cell proliferation,regulation of gene expression, epigenetic,vasodilation,response to hydrogen peroxide,hydrogen peroxide catabolic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,skeletal muscle tissue regeneration,regulation of neuron apoptotic process,blood vessel endothelial cell migration,fat cell differentiation,cell redox homeostasis,skeletal muscle fiber development,myoblast proliferation,interaction with symbiont,positive regulation of protein kinase B signaling,heart contraction,angiogenesis involved in wound healing,regulation of proteasomal protein catabolic process,negative regulation of release of cytochrome c from mitochondria,cellular oxidant detoxification,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","glutathione peroxidase activity,protein binding,SH3 domain binding",18,20,19,20,19,20,19,3,20,20,20,20,20,20,20,20,776.6257935,578.8626709,864.1237183,447.9837341,852.4353027,590.4026489,715.4238892,22.76369095
3.33E-55,Lamp1,Lysosome-associated membrane glycoprotein 1,P11438,LAMP1_MOUSE,"cytoplasm,lysosome,endosome,late endosome,multivesicular body,cytosol,plasma membrane,synaptic vesicle,external side of plasma membrane,cell surface,endosome membrane,membrane,integral component of membrane,dendrite,vesicle,sarcolemma,melanosome,neuronal cell body,cytolytic granule,autolysosome,phagocytic vesicle,perinuclear region of cytoplasm,phagolysosome membrane,extracellular exosome,alveolar lamellar body","spermatogenesis,granzyme-mediated apoptotic signaling pathway,positive regulation of natural killer cell degranulation,positive regulation of natural killer cell mediated cytotoxicity,autophagic cell death,protein stabilization,establishment of protein localization to organelle,Golgi to lysosome transport,regulation of organelle transport along microtubule","protein binding,enzyme binding,protein domain specific binding",3,4,4,4,3,4,3,0,4,4,4,4,4,4,4,4,43.14043045,61.23257446,26.19057465,54.80797958,28.49347115,47.01657867,33.45908356,3.336327076
2.68E-85,Hsp90ab1,Heat shock protein HSP 90-beta,P11499,HS90B_MOUSE,"extracellular region,intracellular,nucleus,cytoplasm,mitochondrion,lysosomal membrane,cytosol,cell surface,membrane,inclusion body,basolateral plasma membrane,apical plasma membrane,brush border membrane,aryl hydrocarbon receptor complex,melanosome,protein complex,extracellular exosome,sperm head plasma membrane,ooplasm,COP9 signalosome","placenta development,protein folding,telomere maintenance via telomerase,response to salt stress,response to organic substance,virion attachment to host cell,positive regulation of transforming growth factor beta receptor signaling pathway,regulation of protein ubiquitination,positive regulation of protein binding,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of phosphoprotein phosphatase activity,positive regulation of protein import into nucleus, translocation,cellular response to drug,response to cocaine,negative regulation of apoptotic process,negative regulation of neuron apoptotic process,positive regulation of nitric oxide biosynthetic process,positive regulation of cell differentiation,positive regulation of cell size,chaperone-mediated protein complex assembly,positive regulation of telomerase activity,regulation of interferon-gamma-mediated signaling pathway,regulation of type I interferon-mediated signaling pathway,negative regulation of cell cycle arrest,cellular response to interleukin-4,cellular response to organic cyclic compound,positive regulation of protein serine/threonine kinase activity,fibril organization,negative regulation of transforming growth factor beta activation,negative regulation of complement-dependent cytotoxicity,telomerase holoenzyme complex assembly,positive regulation of protein localization to cell surface","UTP binding,CTP binding,RNA binding,double-stranded RNA binding,protein binding,ATP binding,GTP binding,drug binding,sulfonylurea receptor binding,kinase binding,protein kinase binding,MHC class II protein complex binding,nitric-oxide synthase regulator activity,TPR domain binding,heat shock protein binding,dATP binding,peptide binding,protein homodimerization activity,histone deacetylase binding,ATP-dependent protein binding,ion channel binding,cadherin binding,protein dimerization activity,unfolded protein binding,DNA polymerase binding,disordered domain specific binding,histone methyltransferase binding,protein kinase regulator activity",62,62,60,60,59,61,62,8,63,63,63,63,63,63,63,63,383.3200073,447.533783,401.0045166,494.7759399,350.2092896,400.1263733,338.4260559,22.52664566
2.65E-79,Lcn2,Neutrophil gelatinase-associated lipocalin,P11672,NGAL_MOUSE,"extracellular region,extracellular space,cytosol,extracellular exosome","ion transport,cellular iron ion homeostasis,response to virus,response to herbicide,response to mycotoxin,positive regulation of gene expression,siderophore transport,positive regulation of cell projection organization,cellular response to nutrient levels,response to drug,innate immune response,protein homotrimerization,cellular response to hydrogen peroxide,cellular response to lipopolysaccharide,cellular response to interleukin-1,cellular response to tumor necrosis factor,extrinsic apoptotic signaling pathway in absence of ligand","protease binding,transporter activity,iron ion binding,protein binding,small molecule binding,protein homodimerization activity",6,9,5,8,3,9,6,0,9,9,9,9,9,9,9,9,27.76128769,447.9575806,12.04062748,205.8534088,5.698984146,372.4044495,17.91205025,4.043567181
1.12E-66,Krt8,"Keratin, type II cytoskeletal 8",P11679,K2C8_MOUSE,"nucleus,nucleoplasm,cytoplasm,intermediate filament,cell-cell junction,dystrophin-associated glycoprotein complex,apicolateral plasma membrane,nuclear matrix,Z disc,sarcolemma,costamere,keratin filament,intermediate filament cytoskeleton,extracellular exosome,cell periphery","cell morphogenesis involved in differentiation,multicellular organism development,tumor necrosis factor-mediated signaling pathway,sarcomere organization,response to hydrostatic pressure,response to other organism,cell differentiation involved in embryonic placenta development,extrinsic apoptotic signaling pathway,hepatocyte apoptotic process","structural molecule activity,protein binding,protein complex binding,scaffold protein binding",24,29,20,29,22,29,15,0,29,29,29,29,29,29,29,29,20.37956238,161.6807098,10.04149628,133.9748993,10.37457752,115.0054779,8.62355423,5.454395771
3.25E-06,Cyp2d9,Cytochrome P450 2D9,P11714,CP2D9_MOUSE,"endoplasmic reticulum membrane,organelle membrane","arachidonic acid metabolic process,oxidation-reduction process","iron ion binding,steroid hydroxylase activity,heme binding,aromatase activity",4,1,3,1,3,1,3,0,4,4,4,4,4,4,4,4,6.067296505,3.297224045,4.952751637,3.053242683,6.507703304,2.286409378,4.139873981,2.412832737
9.98E-36,Itgb2,Integrin beta-2;Integrin beta,P11835;Q542I8,ITB2_MOUSE;Q542I8_MOUSE,"cell surface,membrane,integrin alphaL-beta2 complex,receptor complex,membrane raft,extracellular exosome,extracellular vesicle;","phagocytosis, engulfment,cell adhesion,leukocyte cell-cell adhesion,cell-matrix adhesion,integrin-mediated signaling pathway,neutrophil chemotaxis,receptor internalization,heterotypic cell-cell adhesion,receptor clustering,cellular extravasation,regulation of peptidyl-tyrosine phosphorylation,activated T cell proliferation,cellular response to low-density lipoprotein particle stimulus,beta-amyloid clearance,cell-cell adhesion;","beta-amyloid binding,complement component C3b binding,protein binding,protein kinase binding,ICAM-3 receptor activity,heat shock protein binding,metal ion binding,cell adhesion molecule binding;",4,8,2,11,2,7,9,0,11,11,11,11,11,11,11,11,3.744063854,6.579073906,2.701197863,28.39471436,3.612514496,5.976689816,7.936215401,2.850262403
4.71E-66,Agt,Angiotensinogen,P11859;Q3UTR7,ANGT_MOUSE;Q3UTR7_MOUSE,"extracellular space,intracellular,extracellular exosome,blood microparticle;","ovarian follicle rupture,blood vessel development,branching involved in ureteric bud morphogenesis,kidney development,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,angiotensin mediated vasoconstriction involved in regulation of systemic arterial blood pressure,renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure,renin-angiotensin regulation of aldosterone production,regulation of renal output by angiotensin,brain renin-angiotensin system,renal system process,cell-matrix adhesion,G-protein coupled receptor signaling pathway,activation of NF-kappaB-inducing kinase activity,excretion,establishment of blood-nerve barrier,regulation of blood pressure,negative regulation of cell proliferation,response to cold,response to salt stress,regulation of gene expression,positive regulation of activation of Janus kinase activity,positive regulation of endothelial cell migration,positive regulation of gene expression,positive regulation of cholesterol esterification,negative regulation of endopeptidase activity,positive regulation of phosphatidylinositol 3-kinase signaling,extracellular matrix organization,peristalsis,positive regulation of cellular protein metabolic process,positive regulation of peptidyl-serine phosphorylation,positive regulation of multicellular organism growth,hormone metabolic process,drinking behavior,regulation of apoptotic process,positive regulation of MAPK cascade,negative regulation of neuron apoptotic process,positive regulation of fatty acid biosynthetic process,positive regulation of epidermal growth factor receptor signaling pathway,positive regulation of transcription, DNA-templated,positive regulation of organ growth,astrocyte activation,smooth muscle cell proliferation,positive regulation of cytokine secretion,regulation of inflammatory response,positive regulation of peptidyl-tyrosine phosphorylation,smooth muscle cell differentiation,negative regulation of neurotrophin TRK receptor signaling pathway,positive regulation of protein tyrosine kinase activity,positive regulation of branching involved in ureteric bud morphogenesis,positive regulation of protein kinase C activity,regulation of extracellular matrix assembly,positive regulation of gap junction assembly,regulation of cardiac conduction,positive regulation of extrinsic apoptotic signaling pathway;","serine-type endopeptidase inhibitor activity,type 1 angiotensin receptor binding,type 2 angiotensin receptor binding;",7,8,7,8,7,8,7,0,8,8,8,8,8,8,8,8,6.912521362,32.84972382,6.50398016,82.01608276,5.073025703,34.90248871,5.533995152,4.085857868
4.32E-50,Gas2,Growth arrest-specific protein 2,P11862,GAS2_MOUSE,"cytoplasm,cytoskeleton,membrane","apoptotic process,cell cycle arrest,regulation of cell shape",microtubule binding,13,12,13,9,13,13,13,0,13,13,13,13,13,13,13,13,41.55997086,47.9473381,47.37825012,12.07878876,44.32575989,43.57391357,40.82507706,3.924976587
1.15E-24,Itpr1,"Inositol 1,4,5-trisphosphate receptor type 1;Isoform 2 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 3 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 4 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 5 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 6 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 7 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 8 of Inositol 1,4,5-trisphosphate receptor type 1",P11881;P11881-2;P11881-3;P11881-4;P11881-5;P11881-6;P11881-7;P11881-8,ITPR1_MOUSE,"nuclear envelope,nuclear inner membrane,nucleolus,cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,plasma membrane,calcineurin complex,postsynaptic density,membrane,integral component of membrane,sarcoplasmic reticulum,transport vesicle membrane,platelet dense granule membrane,platelet dense tubular network,protein complex,perinuclear region of cytoplasm;;;;;;;","response to hypoxia,calcium ion transport,post-embryonic development,endoplasmic reticulum calcium ion homeostasis,epithelial fluid transport,inositol phosphate-mediated signaling,negative regulation of calcium-mediated signaling,voluntary musculoskeletal movement,release of sequestered calcium ion into cytosol,regulation of molecular function,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;;;;;;;","inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity,calcium ion binding,protein binding,calcium-release channel activity,calcium channel inhibitor activity,phosphatidylinositol binding;;;;;;;",5,7,7,7,7,6,7,0,7,7,7,7,7,7,7,7,9.549794197,14.17447948,10.86373806,11.59888649,8.978496552,12.72821617,10.22807407,3.286125898
9.31E-80,Nudt19,Nucleoside diphosphate-linked moiety X motif 19,P11930,NUD19_MOUSE,"mitochondrion,peroxisome",,"receptor binding,hydrolase activity,metal ion binding",34,32,34,32,32,28,34,3,34,34,34,34,34,34,34,34,1732.553223,930.9033813,2216.515869,758.2079468,1676.82019,680.0887451,1589.108887,69.10092163
8.17E-82,Tcp1,T-complex protein 1 subunit alpha,P11983,TCPA_MOUSE,"pericentriolar material,acrosomal vesicle,zona pellucida receptor complex,nuclear heterochromatin,Golgi apparatus,centrosome,microtubule organizing center,chaperonin-containing T-complex,microtubule,myelin sheath,cell body,extracellular exosome","'de novo' protein folding,binding of sperm to zona pellucida,positive regulation of telomere maintenance via telomerase,translocation of peptides or proteins into host cell cytoplasm,protein stabilization,positive regulation of telomerase activity,chaperone-mediated protein folding,scaRNA localization to Cajal body,toxin transport,positive regulation of establishment of protein localization to telomere,positive regulation of protein localization to Cajal body,positive regulation of telomerase RNA localization to Cajal body,regulation of macrophage apoptotic process","RNA binding,protein binding,ATP binding,ubiquitin protein ligase binding,protein binding involved in protein folding,unfolded protein binding",24,21,22,24,24,24,23,1,24,24,24,24,24,24,24,24,101.4400482,147.6543732,98.88844299,182.0196991,93.88938904,139.6928101,83.00720215,6.987893581
5.15E-23,App,Amyloid beta A4 protein;Isoform APP695 of Amyloid beta A4 protein;Isoform APP751 of Amyloid beta A4 protein,P12023;P12023-2;P12023-3,A4_MOUSE,"extracellular space,nuclear envelope lumen,cytoplasm,endosome,smooth endoplasmic reticulum,rough endoplasmic reticulum,Golgi apparatus,plasma membrane,clathrin-coated pit,cell-cell junction,cell surface,membrane,integral component of membrane,ER to Golgi transport vesicle,axon,cytoplasmic vesicle,neuromuscular junction,ciliary rootlet,neuron projection,terminal bouton,dendritic spine,dendritic shaft,receptor complex,main axon,membrane raft,apical part of cell,perinuclear region of cytoplasm,spindle midzone,extracellular exosome,astrocyte projection,growth cone lamellipodium,growth cone filopodium;;","positive regulation of protein phosphorylation,suckling behavior,astrocyte activation involved in immune response,mRNA polyadenylation,regulation of translation,protein phosphorylation,cellular copper ion homeostasis,endocytosis,response to oxidative stress,cell adhesion,regulation of epidermal growth factor-activated receptor activity,Notch signaling pathway,axonogenesis,learning or memory,learning,memory,mating behavior,locomotory behavior,axo-dendritic transport,cholesterol metabolic process,negative regulation of cell proliferation,adult locomotory behavior,visual learning,cellular process,response to lead ion,regulation of gene expression,positive regulation of gene expression,negative regulation of gene expression,positive regulation of peptidyl-threonine phosphorylation,negative regulation of endopeptidase activity,positive regulation of peptidase activity,positive regulation of G2/M transition of mitotic cell cycle,microglia development,axon midline choice point recognition,neuron remodeling,dendrite development,extracellular matrix organization,forebrain development,neuron projection development,positive regulation of protein binding,tumor necrosis factor production,positive regulation of peptidyl-serine phosphorylation,ionotropic glutamate receptor signaling pathway,regulation of multicellular organism growth,regulation of protein binding,negative regulation of neuron differentiation,positive regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,astrocyte activation,regulation of long-term neuronal synaptic plasticity,collateral sprouting in absence of injury,regulation of synapse structure or activity,synapse organization,neuromuscular process controlling balance,positive regulation of sequence-specific DNA binding transcription factor activity,synaptic growth at neuromuscular junction,positive regulation of protein metabolic process,protein homooligomerization,neuron apoptotic process,smooth endoplasmic reticulum calcium ion homeostasis,long-term synaptic potentiation,cellular response to cAMP,cellular response to norepinephrine stimulus,modulation of age-related behavioral decline,modulation of excitatory postsynaptic potential,positive regulation of long-term synaptic potentiation,positive regulation of beta-amyloid formation,cellular response to beta-amyloid,Requires Ontology,amyloid fibril formation,cellular response to nerve growth factor stimulus,neuron projection maintenance,positive regulation of T cell migration;;","DNA binding,serine-type endopeptidase inhibitor activity,receptor binding,protein binding,heparin binding,peptidase activator activity,enzyme binding,identical protein binding,transition metal ion binding,PTB domain binding,growth factor receptor binding;;",4,4,2,3,2,4,2,0,4,4,4,4,4,4,4,4,5.385008335,11.6409502,5.568180084,10.25487423,5.090176105,7.713800907,4.859601974,3.141234636
