PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity
;,;,Sypl;Sypl1,;,Synaptophysin-like protein 1;Isoform 2 of Synaptophysin-like protein 1,D6RFU9_MOUSE;SYPL1_MOUSE,5.90E-29,D6RFU9;O09117-2,4,4,4,4,4,4,4,4,573.8300171,557.6386719,552.6326904,332.3005981
,,Bud31,,Protein BUD31 homolog,E0CX20_MOUSE,1.45E-27,E0CX20,5,3,3,5,5,5,5,5,20.86413193,13.32509327,22.08607483,26.51007652
;;cellular modified amino acid catabolic process,;;extracellular exosome,Ggact,;;gamma-glutamylcyclotransferase activity,Gamma-glutamylaminecyclotransferase (Fragment);Gamma-glutamylaminecyclotransferase (Fragment);Gamma-glutamylaminecyclotransferase,E0CX39_MOUSE;E0CZ04_MOUSE;GGACT_MOUSE,3.61E-41,E0CX39;E0CZ04;Q923B0,6,6,6,6,6,6,6,6,221.5229645,186.9285126,168.5466919,157.9859619
";;;;biological_process,vesicle-mediated transport",";;;;Golgi apparatus,integral component of membrane",Zfpl1,";;;;protein binding,metal ion binding",Zinc finger protein-like 1 (Fragment);Zinc finger protein-like 1 (Fragment);Zinc finger protein-like 1 (Fragment);Zinc finger protein-like 1 (Fragment);Zinc finger protein-like 1,E0CX79_MOUSE;E0CXM9_MOUSE;E0CXR3_MOUSE;E0CZD9_MOUSE;ZFPL1_MOUSE,8.06E-06,E0CX79;E0CXM9;E0CXR3;E0CZD9;Q9DB43,2,3,3,3,3,3,3,3,11.15011024,22.13031769,23.1592598,19.01386452
;;;transport,";;;cytoplasm,Golgi apparatus,cytosol,Golgi cisterna membrane,neuronal cell body,dendritic spine,perinuclear region of cytoplasm",Mob4,";;;kinase binding,metal ion binding",MOB-like protein phocein;MOB-like protein phocein (Fragment);MOB-like protein phocein (Fragment);MOB-like protein phocein,E0CXA9_MOUSE;E0CYJ0_MOUSE;G8JL35_MOUSE;PHOCN_MOUSE,6.23E-24,E0CXA9;E0CYJ0;G8JL35;Q6PEB6,2,2,2,2,2,2,2,2,32.33019257,38.64354706,40.41448212,37.10731125
";;protein import into nucleus,ribosomal protein import into nucleus,ribosome biogenesis,protein stabilization",";;nuclear envelope,cytoplasm,cytosol,membrane",Ipo9,";;Ran GTPase binding,protein transporter activity,histone binding",Importin-9,E0CXB2_MOUSE;E9QKZ2_MOUSE;IPO9_MOUSE,2.81E-16,E0CXB2;E9QKZ2;Q91YE6,4,4,4,3,5,5,5,5,265.534668,278.2983704,238.320755,154.2281036
";;protein import into nucleus,positive regulation of protein ubiquitination,negative regulation of DNA damage response, signal transduction by p53 class mediator,negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator,positive regulation of cellular protein catabolic process",";;nucleus,nucleoplasm,cytoplasm,plasma membrane,membrane,integral component of membrane,extracellular exosome",Pttg1ip,;;p53 binding,Pituitary tumor-transforming gene 1 protein-interacting protein (Fragment);Pituitary tumor-transforming gene 1 protein-interacting protein (Fragment);Pituitary tumor-transforming gene 1 protein-interacting protein,E0CXB5_MOUSE;F6TFF2_MOUSE;PTTG_MOUSE,1.57E-25,E0CXB5;F6TFF2;Q8R143,2,2,2,2,2,2,2,2,60.63660812,44.06636047,88.55110168,59.36731339
;,;,Adck5,;,Uncharacterized aarF domain-containing protein kinase 5,E0CXW2_MOUSE;E9PUK2_MOUSE,4.56E-17,E0CXW2;E9PUK2,1,1,2,1,2,2,2,2,26.94910049,13.53572464,19.73398781,3.45581007
";;;;;mRNA splicing, via spliceosome,cellular protein modification process,positive regulation of protein targeting to mitochondrion",";;;;;nucleus,cytoplasm",Ubl5;Ubl5;Ubl5;Ubl5;Gm16381;Ubl5,;;;;;protein tag,"Ubiquitin-like 5, isoform CRA_a;Ubiquitin-like protein 5;Ubiquitin-like protein 5 (Fragment);Ubiquitin-like protein 5;Protein Gm16381;Ubiquitin-like protein 5",E0CY38_MOUSE;E0CY91_MOUSE;E0CYW1_MOUSE;E0CZB3_MOUSE;E9QJZ1_MOUSE;UBL5_MOUSE,1.10E-24,E0CY38;E0CY91;E0CYW1;E0CZB3;E9QJZ1;Q9EPV8,2,2,2,2,2,2,2,2,46.89548874,62.692276,60.76268387,73.07223511
";;;mitochondrial fission,release of cytochrome c from mitochondria,protein targeting to mitochondrion,mitochondrial fusion,peroxisome fission,mitochondrial fragmentation involved in apoptotic process,protein homooligomerization,mitochondrion morphogenesis,positive regulation of mitochondrial fission,positive regulation of release of cytochrome c from mitochondria,positive regulation of protein targeting to membrane,regulation of peroxisome organization;;",";;;mitochondrion,mitochondrial outer membrane,peroxisome,synaptic vesicle,cell junction,integral component of mitochondrial membrane;;",Mff,";;;protein binding,protein homodimerization activity;;",Mitochondrial fission factor;Mitochondrial fission factor;Mitochondrial fission factor (Fragment);Mitochondrial fission factor;Isoform 3 of Mitochondrial fission factor;Isoform 4 of Mitochondrial fission factor,E0CYB9_MOUSE;E0CYI3_MOUSE;F7CTF8_MOUSE;MFF_MOUSE;MFF_MOUSE;MFF_MOUSE,3.91E-26,E0CYB9;E0CYI3;F7CTF8;Q6PCP5;Q6PCP5-3;Q6PCP5-4,3,3,3,3,3,3,3,3,47.29389572,45.6679039,31.28678703,58.40244675
;biological_process,";nucleoplasm,cytoplasm,cytosol",Wdr26,;molecular_function,WD repeat-containing protein 26,E0CYH4_MOUSE;WDR26_MOUSE,0.001044997,E0CYH4;Q8C6G8,2,2,1,2,2,2,2,2,13.88735294,7.673940659,9.533761978,5.379846573
";protein folding,developmental process",";condensed chromosome kinetochore,spindle pole,intracellular,cytoplasm,microtubule organizing center,cytosol,microtubule cytoskeleton,extracellular exosome",Nudcd2,;unfolded protein binding,NudC domain-containing protein 2,E0CYQ2_MOUSE;NUDC2_MOUSE,1.90E-21,E0CYQ2;Q9CQ48,2,2,2,2,2,2,2,2,36.02072906,43.13860321,45.76640701,68.6008606
;;;protein methylation;,;;;cytoplasm;,Pcmt1,;;;protein-L-isoaspartate (D-aspartate) O-methyltransferase activity;,Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate O-methyltransferase;Protein-L-isoaspartate O-methyltransferase (Fragment);Protein-L-isoaspartate(D-aspartate) O-methyltransferase;Isoform 2 of Protein-L-isoaspartate(D-aspartate) O-methyltransferase,E0CYV0_MOUSE;E9PWE0_MOUSE;F7D432_MOUSE;PIMT_MOUSE;PIMT_MOUSE,8.14E-29,E0CYV0;E9PWE0;F7D432;P23506;P23506-2,4,5,6,6,7,7,7,7,70.33062744,66.64079285,93.15428162,64.39759064
biological_process;,cellular_component;,Mroh1,molecular_function;,"Protein Mroh1;MCG134445, isoform CRA_a",E0CZ22_MOUSE;G3XA21_MOUSE,0.00611718,E0CZ22;G3XA21,3,1,2,2,3,3,3,3,3,3.86781764,5.564754486,6.174633026
";;tRNA wobble position uridine thiolation,mitochondrial tRNA thio-modification",";;nucleoplasm,mitochondrion",Trmu,";;tRNA binding,ATP binding,sulfurtransferase activity",Mitochondrial tRNA-specific 2-thiouridylase 1;Mitochondrial tRNA-specific 2-thiouridylase 1 (Fragment);Mitochondrial tRNA-specific 2-thiouridylase 1,E0CZ49_MOUSE;F7CCK8_MOUSE;MTU1_MOUSE,7.78E-05,E0CZ49;F7CCK8;Q9DAT5,1,1,2,1,2,2,2,2,8.318105698,3.208441973,17.16427231,10.78343678
";;microtubule-based movement,mitotic spindle organization,nervous system development,cell differentiation,cell division,mitotic spindle assembly;;",";;nucleus,nucleolus,lysosome,centrosome,kinesin complex,membrane,nuclear body,sperm principal piece,spindle pole,spindle microtubule;;",Kif2a,";;microtubule motor activity,ATP binding,microtubule binding,ATPase activity;;",Kinesin-like protein;Kinesin-like protein (Fragment);Kinesin-like protein KIF2A;Isoform 1 of Kinesin-like protein KIF2A;Isoform 2 of Kinesin-like protein KIF2A,E0CZ72_MOUSE;F8VQ42_MOUSE;KIF2A_MOUSE;KIF2A_MOUSE;KIF2A_MOUSE,0.000324791,E0CZ72;F8VQ42;P28740;P28740-1;P28740-2,3,3,2,2,4,4,4,4,26.54828835,44.36355591,9.873187065,15.01932526
";mitotic DNA replication checkpoint,regulation of apoptotic process,regulation of neuron apoptotic process,protein neddylation,neuron apoptotic process",";cytoplasm,plasma membrane",Nae1,";NEDD8 activating enzyme activity,ubiquitin protein ligase binding,protein heterodimerization activity",NEDD8-activating enzyme E1 regulatory subunit,E0CZE0_MOUSE;ULA1_MOUSE,2.85E-36,E0CZE0;Q8VBW6,6,5,4,4,6,6,6,6,34.21965408,40.6181221,36.73754501,27.71661568
;;,;;,Tpd52,;;,Tumor protein D52;Isoform 2 of Tumor protein D52;Isoform 3 of Tumor protein D52,E9PUA7_MOUSE;TPD52_MOUSE;TPD52_MOUSE,1.83E-31,E9PUA7;Q62393-2;Q62393-3,13,14,12,14,10,10,10,10,768.9259644,836.4248047,836.2615356,963.7949219
";mitochondrial fission,release of cytochrome c from mitochondria,dynamin family protein polymerization involved in mitochondrial fission,endocytosis,mitochondrion organization,negative regulation of mitochondrial fusion,regulation of mitochondrion organization,peroxisome fission,regulation of protein oligomerization,synaptic vesicle recycling via endosome,positive regulation of apoptotic process,mitochondrial fragmentation involved in apoptotic process,intracellular distribution of mitochondria,positive regulation of protein secretion,protein oligomerization,protein homotetramerization,heart contraction,positive regulation of dendritic spine morphogenesis,membrane fusion,necroptotic process,mitochondrion morphogenesis,protein localization to mitochondrion,positive regulation of mitochondrial fission,mitochondrial membrane fission,positive regulation of release of cytochrome c from mitochondria,cellular response to oxygen-glucose deprivation,regulation of peroxisome organization,positive regulation of synaptic vesicle endocytosis,regulation of mitophagy,regulation of ATP metabolic process,cellular response to thapsigargin,response to flavonoid,response to hypobaric hypoxia,positive regulation of synaptic vesicle exocytosis,positive regulation of intrinsic apoptotic signaling pathway;;",";Golgi membrane,cytoplasm,mitochondrion,mitochondrial outer membrane,peroxisome,endoplasmic reticulum,Golgi apparatus,cytosol,microtubule,brush border,clathrin-coated pit,microtubule cytoskeleton,membrane,cell junction,synaptic vesicle membrane,intracellular membrane-bounded organelle,protein complex,perinuclear region of cytoplasm,mitochondrion-derived vesicle;;",Dnm1l,";GTPase activity,protein binding,GTP binding,microtubule binding,lipid binding,Rab GTPase binding,clathrin binding,GTP-dependent protein binding,ubiquitin protein ligase binding,protein complex binding,identical protein binding,protein homodimerization activity,BH2 domain binding;;",Dynamin-1-like protein;Dynamin-1-like protein;Isoform 2 of Dynamin-1-like protein;Isoform 3 of Dynamin-1-like protein,E9PUD2_MOUSE;DNM1L_MOUSE;DNM1L_MOUSE;DNM1L_MOUSE,1.77E-68,E9PUD2;Q8K1M6;Q8K1M6-2;Q8K1M6-3,24,25,24,23,7,7,7,7,818.432373,842.8168335,636.2072754,614.7300415
";regulation of Rho protein signal transduction,positive regulation of GTPase activity;;",";cytosol,plasma membrane;;",Arhgef1,";RNA binding,Rho guanyl-nucleotide exchange factor activity,GTPase activator activity,protein binding;;",Rho guanine nucleotide exchange factor 1;Rho guanine nucleotide exchange factor 1;Isoform 2 of Rho guanine nucleotide exchange factor 1;Isoform 5 of Rho guanine nucleotide exchange factor 1,E9PUF7_MOUSE;ARHG1_MOUSE;ARHG1_MOUSE;ARHG1_MOUSE,5.87E-11,E9PUF7;Q61210;Q61210-2;Q61210-5,3,2,4,6,6,6,6,6,29.86202049,23.68577957,40.13718414,62.19952011
";gastrulation with mouth forming second,negative regulation of cell adhesion,positive regulation of gene expression,peptidyl-lysine N6-acetylation,negative regulation of apoptotic process,beta-amyloid metabolic process",";mitochondrial inner membrane,endoplasmic reticulum,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,integral component of membrane,endoplasmic reticulum-Golgi intermediate compartment membrane,extracellular space",Nat8f1;Cml1,";lysine N-acetyltransferase activity, acting on acetyl phosphate as donor,N-acetyltransferase activity",Protein Nat8f1;Probable N-acetyltransferase CML1,E9PUL7_MOUSE;CMLO1_MOUSE,5.81E-37,E9PUL7;Q9JIZ0,6,7,7,6,7,7,7,7,4338.353516,4856.310059,4121.371094,4022.435547
,,Tln2,,Talin-2,E9PUM4_MOUSE,5.44E-49,E9PUM4,40,39,41,36,7,7,7,7,438.0767517,449.9768372,382.9786377,368.5955505
";protein glycosylation,ER to Golgi vesicle-mediated transport,microtubule nucleation,centrosome cycle,asymmetric cell division,negative regulation of autophagy,negative regulation of protein binding,positive regulation of axonogenesis,spindle assembly,protein homotetramerization,Golgi localization,positive regulation of protein glycosylation,Golgi ribbon formation,Golgi disassembly,spindle assembly involved in meiosis,mitotic spindle assembly;;",";Golgi cis cisterna,Golgi membrane,spindle pole,nucleus,Golgi apparatus,cis-Golgi network,microtubule,ER to Golgi transport vesicle,Golgi cisterna membrane,mitotic spindle;;",Golga2,";protein binding,microtubule binding,protein kinase binding,syntaxin binding,cadherin binding,importin-alpha family protein binding;;",Golgin subfamily A member 2;Golgin subfamily A member 2;Isoform 2 of Golgin subfamily A member 2;Golgin subfamily A member 2 (Fragment),E9PUQ5_MOUSE;GOGA2_MOUSE;GOGA2_MOUSE;Z4YJU8_MOUSE,2.33E-25,E9PUQ5;Q921M4;Q921M4-2;Z4YJU8,2,4,3,3,5,5,5,5,40.24609375,55.99663162,42.5763855,41.22333527
";protein phosphorylation,cellular respiration;",;mitochondrion;,Tbrg4,";RNA binding,protein kinase activity;",Protein TBRG4;Protein TBRG4;Isoform 2 of Protein TBRG4,E9PUT1_MOUSE;TBRG4_MOUSE;TBRG4_MOUSE,1.08E-05,E9PUT1;Q91YM4;Q91YM4-2,2,2,2,2,2,2,2,2,52.51852417,56.59221268,52.02287292,52.89526367
";protein export from nucleus,nucleocytoplasmic transport,mRNA transport;",";nucleus,nuclear pore,cytoplasm;",Xpo7,";nuclear export signal receptor activity,protein binding,Ran GTPase binding;",Exportin-7;Exportin-7;Isoform 2 of Exportin-7,E9PUW7_MOUSE;XPO7_MOUSE;XPO7_MOUSE,6.47E-06,E9PUW7;Q9EPK7;Q9EPK7-2,4,4,4,3,5,5,5,5,29.02667046,26.22523308,37.49235535,15.91375828
";translation,mitochondrial translation",";mitochondrion,mitochondrial ribosome,mitochondrial small ribosomal subunit",Mrps12,";RNA binding,structural constituent of ribosome","28S ribosomal protein S12, mitochondrial (Fragment);28S ribosomal protein S12, mitochondrial",E9PUY1_MOUSE;RT12_MOUSE,0.000263217,E9PUY1;O35680,3,3,3,3,3,3,3,3,28.16802025,33.65412903,40.25089264,30.0960083
";;;cellular response to DNA damage stimulus,protein ubiquitination,cerebral cortex radially oriented cell migration,radial glia guided migration of Purkinje cell,protein ubiquitination involved in ubiquitin-dependent protein catabolic process",";;;Cul5-RING ubiquitin ligase complex,Cul4-RING E3 ubiquitin ligase complex",Cul5,";;;protein binding,ubiquitin protein ligase binding,protein heterodimerization activity,ubiquitin protein ligase activity",Cullin-5;Cullin-5;Cullin 5;Cullin-5,E9PV12_MOUSE;E9Q6Z0_MOUSE;G3X914_MOUSE;CUL5_MOUSE,2.89E-31,E9PV12;E9Q6Z0;G3X914;Q9D5V5,4,3,4,6,6,6,6,6,99.8615799,82.65294647,98.21031952,107.0796356
";biological_process,phenylalanyl-tRNA aminoacylation",";cellular_component,phenylalanine-tRNA ligase complex",Lrrc47,";RNA binding,phenylalanine-tRNA ligase activity",Leucine-rich repeat-containing protein 47,E9PV22_MOUSE;LRC47_MOUSE,4.97E-31,E9PV22;Q505F5,12,11,12,13,8,8,8,8,426.492981,414.0230103,421.506134,477.2182617
"adaptive immune response,protein complex assembly,cell-matrix adhesion,signal transduction,blood coagulation,plasminogen activation,positive regulation of heterotypic cell-cell adhesion,fibrinolysis,induction of bacterial agglutination,cellular protein complex assembly,innate immune response,positive regulation of vasoconstriction,positive regulation of exocytosis,positive regulation of protein secretion,protein polymerization,response to calcium ion,positive regulation of ERK1 and ERK2 cascade,platelet aggregation,blood coagulation, common pathway,blood coagulation, fibrin clot formation,positive regulation of peptide hormone secretion,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of endothelial cell apoptotic process","fibrinogen complex,extracellular space,cell cortex,external side of plasma membrane,cell surface,platelet alpha granule,extracellular exosome,blood microparticle,extracellular vesicle",Fga,"structural molecule activity,protein binding, bridging,metal ion binding,receptor binding,cell adhesion molecule binding",Fibrinogen alpha chain,FIBA_MOUSE,6.16E-40,E9PV24,27,25,30,28,10,10,10,10,4676.140137,4517.459961,4066.081787,4874.754395
,,Atpif1,,"ATPase inhibitor, mitochondrial",E9PV44_MOUSE,3.64E-23,E9PV44,5,5,5,5,5,5,5,5,2444.385254,2794.848877,2728.310059,2189.05835
"regulation of translation,positive regulation of kinase activity,cellular response to amino acid starvation,positive regulation of transcription from RNA polymerase II promoter in response to stress,regulation of protein kinase activity,cellular response to leucine starvation","cytosol,polysome,membrane",Gcn1,"RNA binding,protein binding,protein kinase regulator activity,protein kinase binding,ribosome binding,cadherin binding",eIF-2-alpha kinase activator GCN1,GCN1_MOUSE,4.61E-61,E9PVA8,29,31,32,33,8,8,8,8,192.5992126,202.4698639,193.7897797,193.4491119
";;;behavioral fear response,translation,translational initiation,regulation of translational initiation,mitochondrion organization,positive regulation of cell proliferation,negative regulation of autophagy,negative regulation of peptidyl-threonine phosphorylation,positive regulation of cell death,positive regulation of cell growth,positive regulation of cellular protein metabolic process,positive regulation of peptidyl-serine phosphorylation,cellular macromolecule biosynthetic process,positive regulation of neuron differentiation,positive regulation of G1/S transition of mitotic cell cycle,Requires Ontology,positive regulation of energy homeostasis",";;;nucleus,cytoplasm,polysome,membrane,eukaryotic translation initiation factor 4F complex",Eif4g1,";;;RNA binding,mRNA binding,translation initiation factor activity,protein binding,ATP binding,translation factor activity, RNA binding,eukaryotic initiation factor 4E binding,identical protein binding,cadherin binding",Eukaryotic translation initiation factor 4 gamma 1,E9PVC5_MOUSE;E9PVC6_MOUSE;E9Q9E1_MOUSE;IF4G1_MOUSE,2.75E-46,E9PVC5;E9PVC6;E9Q9E1;Q6NZJ6,24,24,24,23,7,7,7,7,285.6835327,359.3375244,397.1168213,364.1055603
