PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
";;;;;;;negative regulation of transcription from RNA polymerase II promoter,kidney development,transcription from RNA polymerase II promoter,lung development,auditory receptor cell differentiation,positive regulation of transcription from RNA polymerase II promoter,Golgi vesicle transport,positive regulation of dendrite morphogenesis;;",";;;;;;;Golgi membrane,nucleus,cytoplasm,neuron projection;;",Cux1,";;;;;;;RNA polymerase II regulatory region sequence-specific DNA binding,transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,DNA binding,chromatin binding,sequence-specific DNA binding;;",Homeobox protein cut-like;Protein CASP;Protein CASP;Homeobox protein cut-like;Homeobox protein cut-like;Protein CASP;Homeobox protein cut-like;Homeobox protein cut-like 1;Isoform 2 of Homeobox protein cut-like 1;Isoform 3 of Homeobox protein cut-like 1,E9QKE9_MOUSE;H3BJ26_MOUSE;H3BJN3_MOUSE;H3BJQ9_MOUSE;H3BK24_MOUSE;H3BKT0_MOUSE;H3BLS0_MOUSE;CUX1_MOUSE;CUX1_MOUSE;CUX1_MOUSE,3.09E-09,E9QKE9;H3BJ26;H3BJN3;H3BJQ9;H3BK24;H3BKT0;H3BLS0;P53564;P53564-2;P53564-3,2,0,2,1,2,2,2,2,3.892926455,7.656079292,10.27250862,7.808293343
";negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,cellular response to interferon-alpha,cellular response to interferon-beta,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,positive regulation of osteoblast differentiation,inner ear development",";nucleus,nucleoplasm,nucleolus,cytosol,membrane,nuclear speck,nuclear inclusion body",Ifi204,";RNA polymerase II core promoter proximal region sequence-specific DNA binding,core promoter binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,double-stranded DNA binding,transcription cofactor activity,RNA binding,protein binding,transcription factor binding,identical protein binding",Interferon-activable protein 204,E9QKL6_MOUSE;IFI4_MOUSE,0.001044115,E9QKL6;P0DOV2,2,2,3,1,3,3,3,3,13.2032032,85.21478271,44.88670731,48.62908554
";protein import into nucleus,ribosomal protein import into nucleus,ribosome biogenesis,protein stabilization",";nuclear envelope,cytoplasm,cytosol,membrane",Ipo9,";Ran GTPase binding,protein transporter activity,histone binding",Importin-9,E9QKZ2_MOUSE;IPO9_MOUSE,8.62E-68,E9QKZ2;Q91YE6,6,5,6,6,6,6,6,6,327.8331299,576.4693604,389.5057983,367.8381958
,,Cog3,,Conserved oligomeric Golgi complex subunit 3,E9QL65_MOUSE,0.000192509,E9QL65,3,2,3,3,4,4,4,4,19.85629845,11.59691238,27.98894882,13.51244545
";protein depalmitoylation,negative regulation of Golgi to plasma membrane protein transport",";cytosol,extracellular exosome",Lyplal1,";palmitoyl-(protein) hydrolase activity,carboxylic ester hydrolase activity",Lysophospholipase-like protein 1,E9QLB2_MOUSE;LYPL1_MOUSE,9.73E-41,E9QLB2;Q3UFF7,9,5,9,9,7,7,7,7,277.0793762,186.100235,241.7275238,331.7724915
";potassium ion transport,sodium ion transport,ammonium transport,transepithelial chloride transport,multicellular organism growth,detection of mechanical stimulus involved in sensory perception of sound,branching involved in mammary gland duct morphogenesis,mammary duct terminal end bud growth,transepithelial ammonium transport,ammonium transmembrane transport,chloride transmembrane transport",";integral component of membrane,basolateral plasma membrane,apical plasma membrane,extracellular exosome,extracellular vesicle",Slc12a2,";protein binding,ATP binding,ammonium transmembrane transporter activity,cation:chloride symporter activity,protein kinase binding,ATPase activity, coupled to transmembrane movement of substances",Solute carrier family 12 member 2,E9QM38_MOUSE;S12A2_MOUSE,0.003514937,E9QM38;P55012,1,1,1,0,2,2,2,2,10.36937523,10.50660324,4.250750065,2.252833366
";negative regulation of receptor internalization,regulation of cytoplasmic mRNA processing body assembly,cerebellar Purkinje cell differentiation,cytoplasmic mRNA processing body assembly,stress granule assembly,negative regulation of multicellular organism growth,neuron projection morphogenesis,homeostasis of number of cells,neuromuscular process;",";cytoplasm,Golgi apparatus,trans-Golgi network,polysome,cytoplasmic stress granule,membrane,intracellular ribonucleoprotein complex,perinuclear region of cytoplasm;",Atxn2,";RNA binding,epidermal growth factor receptor binding,protein C-terminus binding,DBD domain binding;",Ataxin-2;Ataxin-2;Isoform 2 of Ataxin-2,E9QM77_MOUSE;ATX2_MOUSE;ATX2_MOUSE,2.94E-21,E9QM77;O70305;O70305-2,5,1,5,5,5,5,5,5,25.07395172,276.0310669,60.30263138,39.43476105
;glutamate metabolic process,";mitochondrion,mitochondrial matrix",9030617O03Rik;,;D-glutamate cyclase activity,"Protein 9030617O03Rik;UPF0317 protein C14orf159 homolog, mitochondrial",E9QMK9_MOUSE;CN159_MOUSE,1.61E-60,E9QMK9;Q8BH86,21,20,22,22,9,9,9,9,922.0704346,449.9871216,576.6605225,936.7851563
";blood vessel development,in utero embryonic development,neural fold formation,transcription, DNA-templated,embryonic body morphogenesis,programmed cell death,anterior neuropore closure,negative regulation of transcription, DNA-templated",";nucleus,nucleoplasm,NuRD complex,nuclear speck",Gatad2a,";zinc ion binding,protein binding, bridging",Transcriptional repressor p66 alpha,E9QMN5_MOUSE;P66A_MOUSE,4.93E-28,E9QMN5;Q8CHY6,6,5,6,6,6,6,6,6,88.7274704,66.06279755,78.8720932,68.84432983
";cell cycle,regulation of actin cytoskeleton organization,cell division,positive regulation of substrate adhesion-dependent cell spreading;;;",";nucleus,cytoplasm,microtubule organizing center,focal adhesion,actin cytoskeleton,midbody;;;",Triobp,";ubiquitin protein ligase binding,actin filament binding;;;",TRIO and F-actin-binding protein;TRIO and F-actin-binding protein;Isoform 1 of TRIO and F-actin-binding protein;Isoform 2 of TRIO and F-actin-binding protein;Isoform 4 of TRIO and F-actin-binding protein,E9QMQ3_MOUSE;TARA_MOUSE;TARA_MOUSE;TARA_MOUSE;TARA_MOUSE,1.11E-14,E9QMQ3;Q99KW3;Q99KW3-1;Q99KW3-2;Q99KW3-4,3,4,6,6,6,6,6,6,52.55613708,52.88236237,55.98070526,64.24620056
;biological_process,;cellular_component,Abracl,;molecular_function,Costars family protein ABRACL,E9QMV2_MOUSE;ABRAL_MOUSE,3.09E-25,E9QMV2;Q4KML4,4,3,4,4,4,4,4,4,2320.344971,2080.644287,2718.740234,2240.505127
";;blood vessel development,in utero embryonic development,kidney development,tissue homeostasis,nitrogen compound metabolic process,signal transduction,positive regulation of cell proliferation,positive regulation of phospholipase C activity,positive regulation of phosphatidylinositol 3-kinase signaling,positive regulation of smooth muscle cell migration,cell migration,peptidyl-tyrosine phosphorylation,adrenal gland development,positive regulation of cell migration,positive regulation of phosphoprotein phosphatase activity,regulation of actin cytoskeleton organization,cell migration involved in vasculogenesis,platelet-derived growth factor receptor-beta signaling pathway,positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway,aorta morphogenesis,positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway,positive regulation of MAP kinase activity,positive regulation of phosphatidylinositol 3-kinase activity,positive regulation of mitotic nuclear division,phosphatidylinositol metabolic process,protein autophosphorylation,platelet-derived growth factor receptor signaling pathway,phosphatidylinositol-mediated signaling,embryonic organ development,positive regulation of smooth muscle cell proliferation,skeletal system morphogenesis,smooth muscle tissue development,regulation of peptidyl-tyrosine phosphorylation,positive regulation of chemotaxis,cardiac myofibril assembly,cell chemotaxis,cardiac vascular smooth muscle cell differentiation,cell migration involved in coronary angiogenesis,retina vasculature development in camera-type eye,positive regulation of ERK1 and ERK2 cascade,smooth muscle cell chemotaxis,metanephric glomerular mesangium development,metanephric glomerular mesangial cell proliferation involved in metanephros development,metanephric glomerular capillary formation,positive regulation of calcium ion import,positive regulation of reactive oxygen species metabolic process,positive regulation of DNA biosynthetic process,hemopoiesis",";;nucleus,cytoplasm,plasma membrane,focal adhesion,cell surface,membrane,integral component of membrane,apical plasma membrane,intrinsic component of plasma membrane,cytoplasmic vesicle,lysosomal lumen,extracellular exosome",Pdgfrb,";;protein tyrosine kinase activity,signal transducer activity,platelet-derived growth factor beta-receptor activity,receptor binding,platelet-derived growth factor receptor binding,protein binding,ATP binding,kinase activity,enzyme binding,protein kinase binding,vascular endothelial growth factor binding,platelet-derived growth factor binding",Platelet-derived growth factor receptor beta,E9QN12_MOUSE;E9QPE2_MOUSE;PGFRB_MOUSE,1.39E-25,E9QN12;E9QPE2;P05622,4,3,5,4,5,5,5,5,43.08374023,27.71960258,60.6844902,56.8229599
,,Nop2,,Probable 28S rRNA (cytosine-C(5))-methyltransferase,E9QN31_MOUSE,5.92E-05,E9QN31,3,2,3,2,3,3,3,3,87.3578949,55.86572647,88.48521423,67.36428833
";response to manganese ion,response to zinc ion,lactate oxidation,respiratory electron transport chain,response to cobalt ion,cellular protein metabolic process,response to magnesium ion,response to calcium ion",;mitochondrion,D2hgdh,";D-lactate dehydrogenase (cytochrome) activity,(R)-2-hydroxyglutarate dehydrogenase activity,FAD binding","D-2-hydroxyglutarate dehydrogenase, mitochondrial;D-2-hydroxyglutarate dehydrogenase, mitochondrial",E9QN44_MOUSE;D2HDH_MOUSE,3.89E-44,E9QN44;Q8CIM3,9,8,7,9,7,7,7,7,151.5044556,101.8093491,106.1491089,140.5476379
";MyD88-independent toll-like receptor signaling pathway,Wnt signaling pathway,MyD88-dependent toll-like receptor 4 signaling pathway,positive regulation of NF-kappaB transcription factor activity,positive regulation of tumor necrosis factor secretion",;,Lrrfip2,;protein binding,Leucine-rich repeat flightless-interacting protein 2,E9QN52_MOUSE;LRRF2_MOUSE,4.11E-05,E9QN52;Q91WK0,4,1,5,5,5,5,5,5,42.62841415,37.53797913,25.20789337,67.54588318
";receptor-mediated endocytosis,negative regulation of cell adhesion,axon guidance,embryo implantation,learning or memory,cell migration,neuronal-glial interaction involved in cerebral cortex radial glia guided migration,extracellular matrix disassembly,extracellular matrix organization,positive regulation of cell migration,neuron projection development,substrate adhesion-dependent cell spreading,odontogenesis",";extracellular region,proteinaceous extracellular matrix,basement membrane,basal lamina,laminin-1 complex,laminin-2 complex,extracellular space,nucleus,extracellular matrix,laminin complex,laminin-8 complex,laminin-10 complex,perinuclear region of cytoplasm,extracellular exosome",Lamb1,";integrin binding,extracellular matrix structural constituent,protein binding,enzyme binding,glycosphingolipid binding",Laminin subunit beta-1,E9QN70_MOUSE;LAMB1_MOUSE,4.78E-41,E9QN70;P02469,22,24,21,24,7,7,7,7,446.3346863,946.4869385,485.4307556,451.3623047
,,Abhd14b,,Protein ABHD14B,E9QN99_MOUSE,2.59E-40,E9QN99,13,11,15,14,8,8,8,8,7238.441406,1323.007202,5779.461914,8000.987305
;,;,Sorbs1,;,Sorbin and SH3 domain-containing protein 1;Isoform 2 of Sorbin and SH3 domain-containing protein 1,E9QNA7_MOUSE;SRBS1_MOUSE,4.80E-42,E9QNA7;Q62417-2,17,7,17,15,7,7,7,7,487.4815674,153.6297607,437.2935791,521.008667
";endoplasmic reticulum organization,Golgi organization,protein homooligomerization;",";endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane;",Atl2,";GTPase activity,protein binding,GTP binding,identical protein binding;",Atlastin-2;Atlastin-2;Isoform 2 of Atlastin-2,E9QND8_MOUSE;ATLA2_MOUSE;ATLA2_MOUSE,1.05E-05,E9QND8;Q6PA06;Q6PA06-2,5,2,4,4,6,6,6,6,28.68821526,48.00369263,58.51604843,62.05228424
";endocytosis,regulation of Rho protein signal transduction,positive regulation of GTPase activity,positive regulation of dendrite extension;",";cytoplasm,centrosome,extracellular exosome;",Itsn2,";Rho guanyl-nucleotide exchange factor activity,calcium ion binding,protein binding;",Intersectin-2;Intersectin-2;Isoform 2 of Intersectin-2,E9QNG1_MOUSE;ITSN2_MOUSE;ITSN2_MOUSE,8.51E-06,E9QNG1;Q9Z0R6;Q9Z0R6-2,3,1,2,4,4,4,4,4,37.58394241,17.64267921,37.08808899,35.56173706
";transport,pexophagy;;",";nucleus,nucleoplasm,peroxisome,peroxisomal membrane,membrane,integral component of membrane;;",Acbd5,";fatty-acyl-CoA binding,molecular_function,lipid binding;;",Acyl-CoA-binding domain-containing protein 5;Acyl-CoA-binding domain-containing protein 5;Isoform 2 of Acyl-CoA-binding domain-containing protein 5;Isoform 3 of Acyl-CoA-binding domain-containing protein 5,E9QNH7_MOUSE;ACBD5_MOUSE;ACBD5_MOUSE;ACBD5_MOUSE,2.51E-44,E9QNH7;Q5XG73;Q5XG73-2;Q5XG73-3,6,4,6,6,6,6,6,6,86.72930908,56.33176041,37.11993027,63.74092484
,,Dhx9,,ATP-dependent RNA helicase A,E9QNN1_MOUSE,2.76E-40,E9QNN1,42,42,43,43,9,9,9,9,2588.024414,1987.942383,2976.179199,2434.516357
;biological_process,;cellular_component,AI837181;Bles03,;RNA binding,Protein AI837181;UPF0696 protein C11orf68 homolog,E9QNR6_MOUSE;CK068_MOUSE,3.81E-27,E9QNR6;Q8VD62,3,2,2,1,3,3,3,3,61.99755859,59.87345505,63.64125443,56.23540115
;lipid catabolic process,;cytoplasm,Pafah2,;1-alkyl-2-acetylglycerophosphocholine esterase activity,"Platelet-activating factor acetylhydrolase 2, cytoplasmic;Platelet-activating factor acetylhydrolase 2, cytoplasmic",E9QNW6_MOUSE;PAFA2_MOUSE,1.68E-22,E9QNW6;Q8VDG7,3,3,3,4,4,4,4,4,83.79969788,104.0439453,87.44914246,107.7050781
";protein phosphorylation,immune response,brain development,epidermis development,animal organ morphogenesis,male sex determination,adrenal gland development,positive regulation of cell migration,mammary gland development,exocrine pancreas development,cellular response to insulin stimulus,peptidyl-tyrosine autophosphorylation,negative regulation of apoptotic process,negative regulation of MAPK cascade,positive regulation of MAPK cascade,negative regulation of sequence-specific DNA binding transcription factor activity,positive regulation of DNA replication,positive regulation of mitotic nuclear division,positive regulation of transcription, DNA-templated,regulation of JNK cascade,protein autophosphorylation,insulin-like growth factor receptor signaling pathway,phosphatidylinositol-mediated signaling,protein tetramerization,inactivation of MAPKK activity,positive regulation of meiotic cell cycle,positive regulation of protein kinase B signaling,negative regulation of protein kinase B signaling,prostate gland epithelium morphogenesis,cellular response to glucose stimulus,beta-amyloid clearance",";plasma membrane,membrane,integral component of membrane,T-tubule,alphav-beta3 integrin-IGF-1-IGF1R complex,intracellular membrane-bounded organelle,receptor complex",Igf1r,";protein tyrosine kinase activity,insulin-like growth factor-activated receptor activity,insulin receptor binding,protein binding,insulin-like growth factor binding,ATP binding,insulin-like growth factor I binding,identical protein binding,phosphatidylinositol 3-kinase binding,insulin binding,insulin receptor substrate binding",Tyrosine-protein kinase receptor;Insulin-like growth factor 1 receptor,E9QNX9_MOUSE;IGF1R_MOUSE,0.000151357,E9QNX9;Q60751,2,1,1,1,2,2,2,2,158.642334,109.6339264,55.44271088,58.8615036
";nuclear envelope organization,nuclear migration,establishment or maintenance of cell polarity,fibroblast migration,nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration,positive regulation of cell migration,nuclear migration along microfilament,protein localization to nucleus,centrosome localization,cytoskeletal anchoring at nuclear membrane,regulation of cilium assembly",";nucleus,nuclear envelope,nuclear outer membrane,nucleoplasm,cytoplasm,mitochondrion,focal adhesion,integral component of membrane,aggresome,sarcoplasmic reticulum,Z disc,lamellipodium membrane,filopodium membrane,nuclear membrane,nuclear lumen,sarcoplasmic reticulum membrane,LINC complex,intermediate filament cytoskeleton,extracellular exosome,myofibril",Syne2,";actin binding,actin filament binding",Nesprin-2,E9QP46_MOUSE;SYNE2_MOUSE,2.97E-33,E9QP46;Q6ZWQ0,28,14,29,28,7,7,7,7,120.1345367,54.04994202,134.994812,104.3058853
;,;,Pcx,;,Pyruvate carboxylase,E9QPD7_MOUSE;G5E8R3_MOUSE,2.39E-58,E9QPD7;G5E8R3,108,100,106,110,9,9,9,9,23375.36914,19094.47656,12238.30566,24924.89258
