"","PG.Genes","PG.ProteinDescriptions","PG.UniProtIds","PG.ProteinNames","PG.CellularComponent","PG.BiologicalProcess","PG.MolecularFunction","PG.Qvalue","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity","X.2..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.3..22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity","X.4..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.5..22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity","X.6..22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity","X.7..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.8..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"229","rfc4","Replication factor C subunit 4","Q3UI84;Q99J62","Q3UI84_MOUSE;RFC4_MOUSE",";nucleus,DNA replication factor C complex,Ctf18 RFC-like complex",";DNA-dependent DNA replication,DNA repair,positive regulation of DNA-directed DNA polymerase activity",";ATP binding,enzyme binding,DNA clamp loader activity,single-stranded DNA-dependent ATPase activity",1.30216911345881e-16,"1","1","2","1","1","1","2","1","1","1","2","1","1","1","2","1","119.68531036376953","102.33467102050781","101.77872467041016","78.998046875","94.58587646484375","82.5109634399414","84.89137268066406","113.03805541992188"
"230","vps51","Vacuolar protein sorting-associated protein 51 homolog;Isoform 2 of Vacuolar protein sorting-associated protein 51 homolog","Q3UVL4;Q3UVL4-2","VPS51_MOUSE","GARP complex,nucleolus,Golgi apparatus,trans-Golgi network,cytosol,membrane,integral component of membrane,intracellular membrane-bounded organelle,recycling endosome,EARP complex;","lipid transport,autophagy,Golgi organization,lysosomal transport,protein transport,endocytic recycling,retrograde transport, endosome to Golgi,Golgi vesicle transport;","molecular_function;",1.61039195666738e-13,"3","5","4","4","5","4","4","4","3","5","4","4","5","4","4","4","25.416603088378906","19.680561065673828","25.04680633544922","13.126160621643066","16.087665557861328","18.360694885253906","15.591869354248047","13.323723793029785"
"231","ncbp1","Nuclear cap-binding protein subunit 1","Q3UYV9","NCBP1_MOUSE","nucleus,nucleoplasm,mitochondrion,cytosol,mRNA cap binding complex,nuclear cap binding complex,intracellular ribonucleoprotein complex,RNA cap binding complex","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,spliceosomal complex assembly,mRNA splicing, via spliceosome,7-methylguanosine mRNA capping,mRNA export from nucleus,regulation of translational initiation,positive regulation of cell growth,primary miRNA processing,positive regulation of mRNA 3'-end processing,mRNA cis splicing, via spliceosome,positive regulation of mRNA splicing, via spliceosome,pre-mRNA cleavage required for polyadenylation,positive regulation of RNA binding,regulation of mRNA polyadenylation","RNA cap binding,RNA 7-methylguanosine cap binding,RNA binding,mRNA binding,protein binding",2.6424693568861e-06,"Filtered","2","1","1","1","1","2","2","Filtered","2","0","0","1","1","2","2","Filtered","1.3112164735794067","NaN","NaN","0.4321953058242798","0.38463038206100464","2.1178674697875977","1.2299951314926147"
"232","lrrfip1","Leucine-rich repeat flightless-interacting protein 1","Q3UZ39","LRRF1_MOUSE","nucleus,cytosol,plasma membrane","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,positive regulation of NF-kappaB transcription factor activity","RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,DNA binding,protein binding,protein homodimerization activity,cadherin binding",3.26193173401878e-06,"Filtered","2","Filtered","3","1","Filtered","4","1","Filtered","2","Filtered","3","1","Filtered","4","1","Filtered","13.969141006469727","Filtered","20.42913818359375","2.9274075031280518","Filtered","4.071223735809326","3.0214900970458984"
"233","tmed1","Transmembrane emp24 domain-containing protein 1;Isoform 2 of Transmembrane emp24 domain-containing protein 1","Q3V009;Q3V009-2","TMED1_MOUSE","endoplasmic reticulum,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,plasma membrane,integral component of membrane,endoplasmic reticulum-Golgi intermediate compartment membrane,intracellular membrane-bounded organelle;","protein transport;",";",1.63336847132697e-05,"1","2","1","1","1","1","2","1","0","2","1","1","1","1","2","1","NaN","1.4052202701568604","1.0424543619155884","4.1758551597595215","2.0200066566467285","3.979865789413452","3.529334783554077","4.786229610443115"
"234","commd6","COMM domain-containing protein 6","Q3V4B5","COMD6_MOUSE","cellular_component,nucleus,cytoplasm","transcription, DNA-templated,negative regulation of NF-kappaB transcription factor activity","NF-kappaB binding",3.06802051324244e-25,"2","2","1","2","2","1","2","2","2","2","1","2","2","1","2","2","11.227974891662598","17.719585418701172","9.932353973388672","14.713114738464355","8.588337898254395","10.494636535644531","14.51826000213623","7.866812229156494"
"235","mars2","Methionine--tRNA ligase, mitochondrial","Q499X9","SYMM_MOUSE","mitochondrion,mitochondrial matrix","methionyl-tRNA aminoacylation","methionine-tRNA ligase activity,ATP binding",5.4003876754993e-05,"1","1","2","Filtered","1","1","1","Filtered","1","1","2","Filtered","1","1","1","Filtered","15.097050666809082","45.16844177246094","2.672370672225952","Filtered","8.34075927734375","17.900606155395508","8.046585083007812","Filtered"
"236","odr4","Protein odr-4 homolog;Isoform 3 of Protein odr-4 homolog","Q4PJX1;Q4PJX1-3","ODR4_MOUSE","cellular_component,integral component of membrane;","biological_process;","molecular_function;",3.02555327335021e-08,"3","5","5","5","5","4","5","4","3","5","5","5","5","4","5","4","3.0004875659942627","2.211275339126587","6.708941459655762","5.3502726554870605","4.6002726554870605","3.9277937412261963","3.9506239891052246","4.795144557952881"
"237","fam173a","Protein FAM173A","Q501J2","F173A_MOUSE","cellular_component,integral component of membrane","biological_process","molecular_function",0.00218782630618074,"1","Filtered","1","Filtered","2","1","Filtered","1","0","Filtered","0","Filtered","0","0","Filtered","0","NaN","Filtered","NaN","Filtered","NaN","NaN","Filtered","NaN"
"238","opa3","Optic atrophy 3 protein homolog","Q505D7","OPA3_MOUSE","mitochondrion","visual perception,regulation of lipid metabolic process,growth,neuromuscular process,mitochondrion morphogenesis","molecular_function",5.68713667435527e-46,"1","2","1","2","1","1","1","1","1","2","1","2","1","1","1","1","44.01612854003906","7.546117305755615","67.12608337402344","30.508630752563477","47.15333557128906","48.86895751953125","8.030208587646484","24.349349975585938"
"239","pex1","Peroxisome biogenesis factor 1;Isoform 2 of Peroxisome biogenesis factor 1","Q5BL07;Q5BL07-2","PEX1_MOUSE","cytoplasm,peroxisome,peroxisomal membrane,cytosol,extracellular exosome;","protein targeting to peroxisome,peroxisome organization,protein import into peroxisome matrix,microtubule-based peroxisome localization;","ATP binding,protein C-terminus binding,lipid binding,protein complex binding,ATPase activity, coupled;",0.00682880887046869,"1","Filtered","Filtered","Filtered","1","Filtered","1","1","1","Filtered","Filtered","Filtered","1","Filtered","1","0","4.443098068237305","Filtered","Filtered","Filtered","12.799577713012695","Filtered","4.510164260864258","NaN"
"240","serpinf2","Alpha-2-antiplasmin (Fragment);Alpha-2-antiplasmin","Q5ND35;Q61247","Q5ND35_MOUSE;A2AP_MOUSE",";fibrinogen complex,extracellular space,cell surface,extracellular exosome,blood microparticle",";regulation of blood vessel size by renin-angiotensin,acute-phase response,response to organic substance,negative regulation of plasminogen activation,negative regulation of endopeptidase activity,collagen fibril organization,positive regulation of collagen biosynthetic process,positive regulation of cell differentiation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,blood vessel morphogenesis,positive regulation of smooth muscle cell proliferation,positive regulation of stress fiber assembly,negative regulation of fibrinolysis,positive regulation of ERK1 and ERK2 cascade,positive regulation of transforming growth factor beta production",";protease binding,serine-type endopeptidase inhibitor activity,protein homodimerization activity",5.6602751087118e-05,"2","Filtered","2","1","2","1","2","2","0","Filtered","2","1","2","1","2","2","NaN","Filtered","1.9896622896194458","7.710009574890137","2.4802708625793457","3.2724952697753906","7.286200046539307","1.7369292974472046"
"241","heatr5a","HEAT repeat-containing protein 5A","Q5PRF0","HTR5A_MOUSE","cellular_component","biological_process","molecular_function",0.000549235972057428,"1","1","Filtered","Filtered","Filtered","1","2","2","0","0","Filtered","Filtered","Filtered","0","0","2","NaN","NaN","Filtered","Filtered","Filtered","NaN","NaN","1"
"242","mrpl43","39S ribosomal protein L43, mitochondrial;39S ribosomal protein L43, mitochondrial","Q5RL20;Q99N89","Q5RL20_MOUSE;RM43_MOUSE",";mitochondrion,mitochondrial large ribosomal subunit",";translation",";RNA binding,structural constituent of ribosome",1.13906688499201e-18,"2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","15.99337100982666","11.86131763458252","14.325194358825684","8.037233352661133","17.144378662109375","13.703287124633789","8.521124839782715","8.226024627685547"
"243","gm11992","Uncharacterized protein C7orf57 homolog","Q5SS90","CG057_MOUSE","cellular_component","biological_process","molecular_function",0.000353803291435738,"3","1","1","Filtered","2","2","1","1","3","0","0","Filtered","2","2","1","1","6.921939373016357","NaN","NaN","Filtered","6.718860149383545","5.054174900054932","3.0602433681488037","2.5751988887786865"
"244","rpa1","Replication protein A 70 kDa DNA-binding subunit","Q5SWN2;Q8VEE4","Q5SWN2_MOUSE;RFA1_MOUSE",";nuclear chromosome, telomeric region,condensed chromosome,condensed nuclear chromosome,lateral element,male germ cell nucleus,nucleus,nucleoplasm,DNA replication factor A complex,PML body",";telomere maintenance,double-strand break repair via homologous recombination,in utero embryonic development,DNA replication,DNA repair,base-excision repair,nucleotide-excision repair,mismatch repair,positive regulation of cell proliferation,hemopoiesis,protein localization to chromosome,homeostasis of number of cells within a tissue,chromosome organization,meiotic cell cycle",";chromatin binding,damaged DNA binding,single-stranded DNA binding,metal ion binding,G-rich strand telomeric DNA binding",5.36502967456079e-08,"1","2","1","2","Filtered","Filtered","3","1","1","2","0","2","Filtered","Filtered","3","1","6.122306823730469","2.1612706184387207","NaN","3.9333386421203613","Filtered","Filtered","4.559846878051758","6.3767900466918945"
"245","acaca","Acetyl-CoA carboxylase 1;Isoform 2 of Acetyl-CoA carboxylase 1","Q5SWU9;Q5SWU9-2","ACACA_MOUSE","fibrillar center,mitochondrion,cytosol,actin cytoskeleton,extracellular exosome;","tissue homeostasis,acetyl-CoA metabolic process,lipid metabolic process,fatty acid biosynthetic process,multicellular organismal protein metabolic process,protein homotetramerization,lipid homeostasis,cellular response to prostaglandin E stimulus,malonyl-CoA biosynthetic process;","acetyl-CoA carboxylase activity,biotin carboxylase activity,protein binding,ATP binding,identical protein binding,metal ion binding;",1.41639206578411e-23,"2","2","1","2","1","2","2","2","2","2","1","2","1","2","2","2","7.690962314605713","2.1570732593536377","5.411306858062744","10.428559303283691","5.775209426879883","5.586812496185303","10.60744857788086","15.258818626403809"
"246","bloc1s3","Biogenesis of lysosome-related organelles complex 1 subunit 3","Q5U5M8","BL1S3_MOUSE","cytoplasm,cytosol,transport vesicle,BLOC-1 complex,axon cytoplasm","eye development,blood coagulation,anterograde axonal transport,endosomal transport,platelet activation,neuron projection development,melanosome transport,melanosome organization,positive regulation of natural killer cell activation,secretion of lysosomal enzymes,endosome to melanosome transport,response to drug,pigmentation,developmental pigmentation,anterograde synaptic vesicle transport,platelet dense granule organization,protein transmembrane transport","protein binding,protein transmembrane transporter activity",0.000625104297928527,"2","Filtered","Filtered","2","1","Filtered","1","2","2","Filtered","Filtered","2","1","Filtered","1","2","31.920551300048828","Filtered","Filtered","10.227622032165527","9.612380027770996","Filtered","18.139686584472656","10.28880500793457"
"247","leo1","RNA polymerase-associated protein LEO1","Q5XJE5","LEO1_MOUSE","fibrillar center,nucleus,nucleoplasm,centrosome,Cdc73/Paf1 complex","endodermal cell fate commitment,transcription elongation from RNA polymerase II promoter,mRNA polyadenylation,histone monoubiquitination,Wnt signaling pathway,stem cell population maintenance,positive regulation of mRNA 3'-end processing,positive regulation of transcription elongation from RNA polymerase II promoter,histone H2B ubiquitination,negative regulation of myeloid cell differentiation,positive regulation of transcription from RNA polymerase II promoter","protein binding,RNA polymerase II C-terminal domain phosphoserine binding",0.00140874260557023,"1","1","1","1","2","1","2","2","1","1","1","1","2","1","2","2","210.69454956054688","372.60479736328125","258.54931640625","324.0355224609375","162.78689575195312","186.05503845214844","263.7103271484375","308.42193603515625"
"248","a1cf","APOBEC1 complementation factor;Isoform 2 of APOBEC1 complementation factor;Isoform 3 of APOBEC1 complementation factor","Q5YD48;Q5YD48-2;Q5YD48-3","A1CF_MOUSE","nucleus,nucleoplasm,cytoplasm,endoplasmic reticulum,apolipoprotein B mRNA editing enzyme complex;;","mRNA processing,embryo implantation,mRNA localization resulting in posttranscriptional regulation of gene expression,cytidine to uridine editing,mRNA modification,protein stabilization;;","RNA binding,single-stranded RNA binding,protein binding,double-stranded RNA binding;;",1.71967533971083e-29,"3","3","3","2","3","3","3","3","3","3","3","2","3","3","3","3","13.954648971557617","7.871664524078369","16.404911041259766","17.804676055908203","23.018959045410156","16.089536666870117","4.967482566833496","6.132197856903076"
"249","asns","Asparagine synthetase [glutamine-hydrolyzing]","Q61024","ASNS_MOUSE","cytosol","liver development,asparagine biosynthetic process,glutamine metabolic process,response to light stimulus,response to mechanical stimulus,response to toxic substance,response to methotrexate,response to follicle-stimulating hormone,cellular response to hormone stimulus,cellular response to glucose starvation,negative regulation of apoptotic process,response to amino acid,positive regulation of mitotic cell cycle,L-asparagine biosynthetic process","asparagine synthase (glutamine-hydrolyzing) activity,ATP binding,protein homodimerization activity,cofactor binding",4.64466969932961e-24,"Filtered","2","Filtered","2","2","1","2","2","Filtered","2","Filtered","2","2","1","2","2","Filtered","13.474379539489746","Filtered","19.542707443237305","4.810046195983887","7.3954668045043945","23.181373596191406","9.576101303100586"
