"","PG.BiologicalProcess","PG.CellularComponent","PG.Genes","PG.MolecularFunction","PG.ProteinDescriptions","PG.ProteinNames","PG.Qvalue","PG.UniProtIds","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"108","pattern recognition receptor signaling pathway,apoptotic process,peptidoglycan catabolic process,regulation of receptor activity,detection of bacterium,killing of cells of other organism,negative regulation of interferon-gamma production,negative regulation of natural killer cell differentiation involved in immune response,growth of symbiont in host,innate immune response,negative regulation of inflammatory response,defense response to Gram-positive bacterium,positive regulation of cytolysis in other organism,Requires Ontology","cytoplasm,extracellular exosome","pglyrp1","cytokine activity,zinc ion binding,N-acetylmuramoyl-L-alanine amidase activity,peptidoglycan receptor activity,peptidoglycan binding","Peptidoglycan recognition protein 1","PGRP1_MOUSE",8.76e-09,"O88593",3,3,2,1,3,3,3,3,15.69366264,13.10071278,4.773202896,3.092167377
"109","tRNA 5'-leader removal,tRNA processing,RNA phosphodiester bond hydrolysis, endonucleolytic","ribonuclease MRP complex,nucleolar ribonuclease P complex,multimeric ribonuclease P complex","rpp30","RNA binding,ribonuclease P activity","Ribonuclease P protein subunit p30","RPP30_MOUSE",9.39e-13,"O88796",2,1,2,1,2,2,2,2,44.10266495,21.51700783,33.04017639,20.40175247
"110","cell-cell adhesion","plasma membrane,cell surface,integral component of membrane,extracellular matrix,cytoplasmic vesicle","cd93","complement component C1q binding,calcium ion binding,carbohydrate binding","Complement component C1q receptor","C1QR1_MOUSE",1.41e-10,"O89103",2,1,1,2,2,2,2,2,63.09647369,184.0449829,64.71118164,97.37415314
"111","response to hypoxia,in utero embryonic development,histamine secretion,trophectodermal cell differentiation,liver development,placenta development,germinal center B cell differentiation,positive regulation of germinal center formation,negative regulation of leukocyte migration,negative regulation of mature B cell apoptotic process,adenosine catabolic process,deoxyadenosine catabolic process,cell adhesion,aging,purine ribonucleoside monophosphate biosynthetic process,positive regulation of heart rate,lung development,positive regulation of B cell proliferation,purine nucleotide salvage,positive regulation of T cell differentiation in thymus,response to vitamin E,regulation of cell-cell adhesion mediated by integrin,T cell activation,negative regulation of circadian sleep/wake cycle, non-REM sleep,response to drug,response to hydrogen peroxide,negative regulation of apoptotic process,hypoxanthine salvage,response to morphine,regulation of T cell differentiation,positive regulation of T cell differentiation,positive regulation of smooth muscle contraction,dATP catabolic process,hypoxanthine biosynthetic process,inosine biosynthetic process,xanthine biosynthetic process,positive regulation of alpha-beta T cell differentiation,lung alveolus development,Peyer's patch development,embryonic digestive tract development,negative regulation of inflammatory response,positive regulation of calcium-mediated signaling,positive regulation of T cell receptor signaling pathway,positive regulation of T cell activation,negative regulation of adenosine receptor signaling pathway,negative regulation of penile erection,negative regulation of thymocyte apoptotic process,negative regulation of mucus secretion","extracellular space,cytoplasm,lysosome,cytosol,external side of plasma membrane,cell surface,membrane,cell junction,dendrite cytoplasm,neuronal cell body,cytoplasmic membrane-bounded vesicle lumen","ada","purine nucleoside binding,adenosine deaminase activity,zinc ion binding","Adenosine deaminase","ADA_MOUSE",5.46e-13,"P03958",2,2,2,2,2,2,2,2,5.075289726,7.797213078,21.64328003,12.36122894
"112","activation of MAPK activity,negative regulation of T cell mediated cytotoxicity,positive regulation of T cell mediated cytotoxicity,negative regulation of cytokine-mediated signaling pathway,hematopoietic progenitor cell differentiation,immunoglobulin biosynthetic process,positive regulation of T cell mediated immunity,regulation of humoral immune response mediated by circulating immunoglobulin,positive regulation of humoral immune response mediated by circulating immunoglobulin,negative regulation of protein kinase activity,protein dephosphorylation,negative regulation of cell adhesion involved in substrate-bound cell migration,leukocyte cell-cell adhesion,dephosphorylation,B cell differentiation,T cell differentiation,positive regulation of B cell proliferation,negative regulation of protein autophosphorylation,heterotypic cell-cell adhesion,peptidyl-tyrosine dephosphorylation,T cell proliferation,B cell proliferation,positive regulation of T cell proliferation,positive regulation of MAPK cascade,cell cycle phase transition,positive thymic T cell selection,negative thymic T cell selection,regulation of B cell differentiation,positive regulation of T cell differentiation,positive regulation of gamma-delta T cell differentiation,positive regulation of alpha-beta T cell proliferation,positive regulation of isotype switching to IgG isotypes,bone marrow development,stem cell development,negative regulation of peptidyl-tyrosine phosphorylation,T cell receptor signaling pathway,B cell receptor signaling pathway,regulation of B cell receptor signaling pathway,positive regulation of antigen receptor-mediated signaling pathway,release of sequestered calcium ion into cytosol,defense response to virus,regulation of cell cycle,positive regulation of hematopoietic stem cell migration,positive regulation of stem cell proliferation,regulation of extrinsic apoptotic signaling pathway,positive regulation of extrinsic apoptotic signaling pathway;;;;;","plasma membrane,integral component of plasma membrane,focal adhesion,external side of plasma membrane,cell surface,membrane,membrane raft,extracellular exosome,cell periphery;;;;;","ptprc","protein tyrosine phosphatase activity,protein binding,heparin binding,protein kinase binding,identical protein binding,heparan sulfate proteoglycan binding;;;;;","Receptor-type tyrosine-protein phosphatase C;Isoform 2 of Receptor-type tyrosine-protein phosphatase C;Isoform 3 of Receptor-type tyrosine-protein phosphatase C;Receptor-type tyrosine-protein phosphatase C;Receptor-type tyrosine-protein phosphatase C;Protein tyrosine phosphatase, receptor type, C, isoform CRA_b","PTPRC_MOUSE;PTPRC_MOUSE;PTPRC_MOUSE;S4R1M0_MOUSE;S4R1S4_MOUSE;S4R2V1_MOUSE",5.93e-17,"P06800;P06800-2;P06800-3;S4R1M0;S4R1S4;S4R2V1",2,4,4,4,4,4,4,4,127.008255,1086.64624,219.49086,202.1802368
"113","regulation of immune system process,transport,acute-phase response","extracellular space","orm2","","Alpha-1-acid glycoprotein 2","A1AG2_MOUSE",1.2e-17,"P07361",2,3,2,1,3,3,3,3,109.5368195,598.9905396,147.9147186,113.6672058
"114","mitotic cell cycle,pyrimidine nucleobase metabolic process,DNA replication,male gonad development,deoxyribonucleotide biosynthetic process,response to ionizing radiation,cell proliferation in forebrain,protein oligomerization,protein heterotetramerization,oxidation-reduction process,retina development in camera-type eye","nuclear envelope,cytosol,ribonucleoside-diphosphate reductase complex,cell projection,neuronal cell body,extracellular exosome","rrm1","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor,protein binding,ATP binding,purine nucleotide binding,disordered domain specific binding","Ribonucleoside-diphosphate reductase large subunit","RIR1_MOUSE",2.23e-09,"P07742",2,2,2,2,2,2,2,2,12.33290863,33.36312103,11.88680553,4.938829422
"115","antibody-dependent cellular cytotoxicity,positive regulation of type IIa hypersensitivity,positive regulation of type III hypersensitivity,positive regulation of type I hypersensitivity,serotonin secretion,phagocytosis, recognition,phagocytosis, engulfment,cell surface receptor signaling pathway,neutrophil chemotaxis,Fc-gamma receptor signaling pathway,positive regulation of tumor necrosis factor biosynthetic process,antigen processing and presentation of exogenous peptide antigen via MHC class I,mast cell activation,positive regulation of phagocytosis,regulation of immune response","external side of plasma membrane,cell surface,integral component of membrane,extracellular exosome","fcgr3","IgG receptor activity,IgG binding","Low affinity immunoglobulin gamma Fc region receptor III","FCGR3_MOUSE",1.93e-29,"P08508",1,2,1,1,2,2,2,2,33.86732864,79.63736725,42.72417831,34.74151993
"116","positive regulation of protein phosphorylation,inflammatory response,transmembrane receptor protein tyrosine kinase signaling pathway,axon guidance,cell proliferation,positive regulation of cell proliferation,negative regulation of cell proliferation,regulation of cell shape,peptidyl-tyrosine phosphorylation,cytokine-mediated signaling pathway,olfactory bulb development,forebrain neuron differentiation,hemopoiesis,osteoclast differentiation,positive regulation of cell migration,ruffle organization,cellular response to macrophage colony-stimulating factor stimulus,macrophage colony-stimulating factor signaling pathway,positive regulation of tyrosine phosphorylation of STAT protein,negative regulation of apoptotic process,innate immune response,regulation of bone resorption,cell-cell junction maintenance,phosphatidylinositol metabolic process,protein autophosphorylation,phosphatidylinositol-mediated signaling,positive regulation of protein tyrosine kinase activity,positive regulation of ERK1 and ERK2 cascade,cellular response to cytokine stimulus,positive regulation of protein serine/threonine kinase activity,positive regulation of chemokine secretion,positive regulation of cell motility,regulation of actin cytoskeleton reorganization","nucleoplasm,plasma membrane,cell surface,membrane,integral component of membrane,intracellular membrane-bounded organelle,CSF1-CSF1R complex","csf1r","transmembrane receptor protein tyrosine kinase activity,macrophage colony-stimulating factor receptor activity,protein binding,ATP binding,protein phosphatase binding,cytokine binding,protein homodimerization activity","Macrophage colony-stimulating factor 1 receptor","CSF1R_MOUSE",3.42e-09,"P09581",0,1,1,2,2,2,2,2,2.000964165,36.02973175,8.475881577,14.19105911
"117","response to hypoxia,proteolysis,smooth muscle cell migration,plasminogen activation,negative regulation of proteolysis,platelet-derived growth factor receptor signaling pathway","extracellular space,cytoplasm,cell surface,secretory granule,apical part of cell,extracellular exosome","plat","serine-type endopeptidase activity,receptor binding,phosphoprotein binding","Tissue-type plasminogen activator","TPA_MOUSE",2.87e-38,"P11214",3,4,4,3,4,4,4,4,13.26114464,131.2987671,27.12074471,7.885435581
"118","energy reserve metabolic process,transport,biological_process,insulin receptor signaling pathway,aerobic respiration,positive regulation of gene expression,negative regulation of lipid storage,positive regulation of glucose metabolic process,heat generation,glucose homeostasis,locomotor rhythm,negative regulation of gluconeogenesis,positive regulation of lipid metabolic process,negative regulation of transcription, DNA-templated,negative regulation of lipid biosynthetic process,positive regulation of protein kinase B signaling,negative regulation of insulin secretion involved in cellular response to glucose stimulus,mitochondrion morphogenesis,cellular response to lipid","extracellular space,nucleus,cytosol","mup2","molecular_function,insulin-activated receptor activity,transporter activity,pheromone binding,small molecule binding","Major urinary protein 2","MUP2_MOUSE",1.04e-14,"P11589",17,13,15,16,17,17,17,17,137257.5469,39169.19141,94845.3125,124335.5859
"119","complement activation, alternative pathway","extracellular matrix","cfp","","Properdin","PROP_MOUSE",0.000228409,"P11680",0,3,3,0,3,3,3,3,8.37050724,79.89985657,5.270036697,7.023504734
"120","cell activation,aging,positive regulation of cell proliferation,response to hormone,regulation of receptor activity,negative regulation of endopeptidase activity,response to cytokine,wound healing,negative regulation of apoptotic process,negative regulation of catalytic activity,response to peptide hormone,negative regulation of membrane protein ectodomain proteolysis,cartilage development,negative regulation of trophoblast cell migration,negative regulation of metallopeptidase activity,regulation of integrin-mediated signaling pathway","proteinaceous extracellular matrix,basement membrane,extracellular space,extracellular exosome","timp1","protease binding,cytokine activity,growth factor activity,metalloendopeptidase inhibitor activity,zinc ion binding","Metalloproteinase inhibitor 1","TIMP1_MOUSE",9.28e-11,"P12032",1,2,1,1,2,2,2,2,707.4117432,979.008728,728.2504883,741.65271
"121","proteolysis,negative regulation of protein processing,regulation of regulatory T cell differentiation,negative regulation of inflammatory response","extracellular region,dendrite","ctla2a","cysteine-type peptidase activity","Protein CTLA-2-alpha","CTL2A_MOUSE",4.58e-18,"P12399",2,1,2,1,2,2,2,2,79.20039368,12.24659538,61.16765594,24.38940239
"122","acute-phase response,positive regulation of gene expression,negative regulation of macrophage derived foam cell differentiation,negative regulation of lipid storage,positive regulation of superoxide anion generation,Requires Ontology,regulation of interleukin-8 secretion","extracellular space,extracellular exosome","crp","complement component C1q binding,calcium ion binding,low-density lipoprotein particle binding,identical protein binding,low-density lipoprotein particle receptor binding","C-reactive protein","CRP_MOUSE",5.37e-19,"P14847",2,3,3,0,4,4,4,4,19.30159569,111.2964478,15.61269379,15.8655529
"123","glucosylceramide catabolic process,cellular response to starvation,response to pH,termination of signal transduction,regulation of cellular protein metabolic process,negative regulation of cellular protein metabolic process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,negative regulation of protein homooligomerization,negative regulation of interleukin-6 production,regulation of water loss via skin,response to testosterone,positive regulation of protein dephosphorylation,positive regulation of protein complex disassembly,negative regulation of MAP kinase activity,skin morphogenesis,response to estrogen,sphingosine biosynthetic process,ceramide biosynthetic process,regulation of protein metabolic process,positive regulation of protein metabolic process,cellular response to tumor necrosis factor,response to dexamethasone,response to thyroid hormone,negative regulation of neuron death,beta-glucoside catabolic process,positive regulation of proteolysis involved in cellular protein catabolic process,positive regulation of protein lipidation,positive regulation of neuronal action potential,positive regulation of mitophagy in response to mitochondrial depolarization,autophagosome organization","extracellular space,lysosomal membrane,lysosomal lumen,extracellular exosome","gba","glucosylceramidase activity,receptor binding,hydrolase activity","Glucosylceramidase","GLCM_MOUSE",9.5e-05,"P17439",1,3,2,1,3,3,3,3,32.89188766,73.79633331,44.06007385,27.11547661
